호선,역,인구,가구,주택,사업체수,교육시설,공공기관,금융시설,의료시설,대중교통,방범/방재,백화점/중대형마트,편의점,극장/영화관,도서관/박물관
2 ,충정로역,2482 ,1233 ,1008 ,933 ,0 ,3 ,35 ,24 ,15 ,0 ,0 ,10 ,0 ,0 
2 ,서초역,2740 ,1163 ,879 ,2832 ,0 ,12 ,60 ,45 ,18 ,2 ,0 ,13 ,0 ,1 
2 ,방배역,2469 ,1036 ,890 ,924 ,1 ,3 ,11 ,55 ,17 ,0 ,0 ,6 ,0 ,0 
2 ,교대역,1937 ,1081 ,678 ,3718 ,0 ,8 ,90 ,144 ,21 ,1 ,0 ,17 ,0 ,0 
2 ,왕십리역,1099 ,577 ,509 ,488 ,0 ,5 ,3 ,6 ,7 ,2 ,1 ,7 ,1 ,0 
2 ,용답역,4054 ,1775 ,824 ,168 ,4 ,0 ,3 ,8 ,4 ,0 ,0 ,6 ,0 ,0 
2 ,뚝섬역,2855 ,1298 ,650 ,938 ,1 ,0 ,9 ,16 ,6 ,0 ,0 ,6 ,0 ,0 
2 ,성수역,1448 ,666 ,355 ,1128 ,0 ,2 ,9 ,16 ,4 ,0 ,0 ,10 ,0 ,0 
2 ,상왕십리역,2424 ,1262 ,860 ,305 ,1 ,0 ,2 ,3 ,9 ,0 ,0 ,3 ,0 ,0 
2 ,신당역,2799 ,1374 ,766 ,1138 ,0 ,4 ,11 ,31 ,3 ,2 ,0 ,5 ,0 ,1 
2 ,한양대역,1851 ,451 ,101 ,212 ,16 ,1 ,3 ,3 ,5 ,0 ,0 ,6 ,0 ,0 
2 ,신설동역,1969 ,1138 ,686 ,1748 ,2 ,3 ,52 ,13 ,8 ,1 ,0 ,14 ,0 ,1 
2 ,잠실나루역,2674 ,881 ,883 ,200 ,2 ,0 ,4 ,22 ,2 ,0 ,0 ,3 ,0 ,0 
2 ,잠실역,2607 ,909 ,924 ,977 ,0 ,2 ,14 ,17 ,15 ,0 ,5 ,13 ,1 ,0 
2 ,종합운동장역,0 ,0 ,1 ,245 ,2 ,2 ,4 ,1 ,4 ,1 ,0 ,10 ,1 ,0 
2 ,신정네거리역,3155 ,1500 ,560 ,717 ,0 ,2 ,8 ,51 ,7 ,1 ,0 ,5 ,0 ,0 
2 ,양천구청역,1513 ,488 ,488 ,27 ,2 ,1 ,0 ,1 ,5 ,1 ,0 ,1 ,0 ,0 
2 ,영등포구청역,1957 ,1042 ,523 ,1700 ,1 ,2 ,61 ,31 ,6 ,0 ,0 ,11 ,0 ,0 
2 ,당산역,1809 ,1188 ,716 ,518 ,0 ,2 ,36 ,12 ,3 ,1 ,0 ,6 ,0 ,0 
2 ,신도림역,1272 ,667 ,669 ,998 ,2 ,0 ,37 ,20 ,6 ,0 ,1 ,11 ,2 ,0 
2 ,문래역,1929 ,782 ,663 ,899 ,1 ,1 ,15 ,31 ,7 ,0 ,1 ,8 ,0 ,1 
2 ,을지로3가역,202 ,148 ,92 ,2921 ,2 ,2 ,59 ,20 ,3 ,1 ,0 ,17 ,0 ,0 
2 ,을지로4가역,1803 ,1227 ,852 ,10188 ,1 ,3 ,62 ,31 ,15 ,1 ,0 ,16 ,2 ,0 
2 ,을지로입구역,919 ,349 ,250 ,7938 ,0 ,22 ,573 ,177 ,47 ,4 ,4 ,58 ,9 ,3 
2 ,동대문역사문화공원역,924 ,486 ,421 ,5447 ,0 ,3 ,66 ,26 ,13 ,0 ,0 ,12 ,2 ,0 
2 ,시청역,796 ,422 ,398 ,4964 ,7 ,19 ,334 ,78 ,40 ,4 ,5 ,37 ,5 ,5 
2 ,신천역,5139 ,1893 ,1602 ,1161 ,0 ,3 ,31 ,108 ,9 ,1 ,0 ,8 ,0 ,1 
3 ,대청역,2087 ,871 ,783 ,345 ,3 ,3 ,4 ,27 ,7 ,1 ,0 ,4 ,0 ,1 
3 ,대치역,1571 ,474 ,471 ,1013 ,1 ,5 ,22 ,80 ,7 ,1 ,0 ,5 ,1 ,1 
3 ,신사역,2205 ,1242 ,638 ,1994 ,0 ,1 ,42 ,153 ,8 ,0 ,0 ,19 ,3 ,1 
3 ,도곡역,3233 ,1039 ,1042 ,106 ,4 ,0 ,5 ,6 ,7 ,0 ,0 ,3 ,0 ,0 
3 ,매봉역,3734 ,1393 ,1264 ,375 ,1 ,1 ,3 ,10 ,5 ,1 ,0 ,6 ,0 ,0 
3 ,학여울역,3227 ,1031 ,1034 ,47 ,0 ,0 ,0 ,2 ,2 ,0 ,0 ,2 ,0 ,0 
3 ,양재역,2426 ,1154 ,951 ,1237 ,2 ,3 ,25 ,77 ,21 ,0 ,0 ,11 ,0 ,0 
3 ,수서역,899 ,507 ,483 ,1226 ,1 ,3 ,14 ,34 ,15 ,1 ,0 ,7 ,0 ,0 
3 ,압구정역,2396 ,935 ,835 ,2140 ,0 ,2 ,56 ,374 ,9 ,0 ,0 ,19 ,3 ,0 
3 ,일원역,2286 ,702 ,702 ,37 ,0 ,0 ,1 ,1 ,5 ,0 ,0 ,1 ,0 ,0 
3 ,독립문역,2676 ,1120 ,1013 ,306 ,2 ,4 ,4 ,16 ,13 ,0 ,0 ,5 ,0 ,3 
3 ,무악재역,4099 ,1469 ,1358 ,235 ,0 ,0 ,1 ,12 ,3 ,0 ,0 ,2 ,0 ,0 
3 ,홍제역,3055 ,1405 ,797 ,505 ,3 ,2 ,8 ,36 ,8 ,1 ,0 ,5 ,0 ,0 
3 ,고속터미널역,0 ,0 ,3 ,1901 ,0 ,2 ,4 ,3 ,11 ,1 ,1 ,12 ,1 ,0 
3 ,잠원역,2410 ,896 ,882 ,203 ,0 ,2 ,3 ,12 ,4 ,1 ,0 ,1 ,0 ,0 
3 ,교대역,1937 ,1081 ,678 ,3718 ,0 ,8 ,90 ,144 ,21 ,1 ,0 ,17 ,0 ,0 
3 ,남부터미널역,2997 ,1650 ,1404 ,2282 ,1 ,3 ,45 ,50 ,13 ,1 ,0 ,15 ,0 ,1 
3 ,금호역,3697 ,1498 ,1093 ,265 ,0 ,0 ,2 ,20 ,8 ,0 ,0 ,4 ,0 ,0 
3 ,옥수역,3011 ,1161 ,890 ,394 ,3 ,0 ,4 ,19 ,8 ,0 ,0 ,3 ,0 ,0 
3 ,가락시장역,2243 ,1026 ,870 ,4495 ,0 ,2 ,43 ,57 ,11 ,1 ,1 ,8 ,0 ,0 
3 ,경찰병원역,2161 ,869 ,658 ,210 ,0 ,1 ,4 ,4 ,2 ,1 ,0 ,5 ,0 ,0 
3 ,오금역,2170 ,818 ,527 ,318 ,3 ,4 ,1 ,8 ,6 ,2 ,0 ,2 ,0 ,1 
3 ,연신내역,2618 ,1379 ,953 ,1074 ,1 ,1 ,36 ,66 ,8 ,1 ,0 ,10 ,0 ,0 
3 ,녹번역,2593 ,1108 ,782 ,213 ,2 ,1 ,2 ,9 ,4 ,1 ,0 ,2 ,0 ,1 
3 ,불광역,1843 ,979 ,692 ,893 ,0 ,0 ,9 ,41 ,9 ,0 ,1 ,5 ,2 ,0 
3 ,구파발역,642 ,14 ,11 ,79 ,7 ,4 ,1 ,10 ,16 ,2 ,0 ,2 ,0 ,0 
3 ,안국역,1928 ,942 ,725 ,1006 ,9 ,5 ,14 ,22 ,16 ,2 ,0 ,6 ,2 ,10 
3 ,경복궁역,2578 ,1201 ,1000 ,2604 ,1 ,19 ,92 ,77 ,22 ,4 ,1 ,19 ,2 ,8 
3 ,을지로3가역,202 ,148 ,92 ,2921 ,2 ,2 ,59 ,20 ,3 ,1 ,0 ,17 ,0 ,0 
3 ,종로3가역,739 ,474 ,413 ,4059 ,0 ,8 ,109 ,82 ,29 ,5 ,0 ,32 ,4 ,5 
3 ,동대입구역,1450 ,757 ,611 ,455 ,0 ,2 ,8 ,7 ,9 ,1 ,1 ,4 ,2 ,1 
3 ,약수역,2645 ,1249 ,848 ,994 ,1 ,3 ,8 ,53 ,12 ,1 ,0 ,11 ,0 ,1 
3 ,충무로역,1636 ,1001 ,577 ,4379 ,1 ,6 ,61 ,33 ,8 ,2 ,0 ,16 ,3 ,1 
4 ,미아역,2021 ,852 ,463 ,355 ,2 ,3 ,13 ,22 ,8 ,1 ,0 ,5 ,0 ,1 
4 ,미아사거리역,1492 ,805 ,269 ,676 ,3 ,1 ,10 ,38 ,10 ,1 ,1 ,4 ,1 ,0 
4 ,사당역,2128 ,1095 ,742 ,1060 ,1 ,1 ,42 ,43 ,15 ,0 ,0 ,19 ,0 ,0 
4 ,노원역,1553 ,640 ,474 ,1352 ,0 ,0 ,12 ,57 ,10 ,0 ,1 ,10 ,1 ,0 
4 ,상계역,3767 ,1521 ,1387 ,543 ,0 ,0 ,5 ,22 ,4 ,0 ,0 ,5 ,0 ,0 
4 ,당고개역,3750 ,1515 ,1057 ,232 ,2 ,0 ,0 ,9 ,2 ,0 ,0 ,4 ,0 ,0 
4 ,창동역,2706 ,1173 ,1084 ,1035 ,2 ,4 ,31 ,62 ,9 ,0 ,1 ,15 ,0 ,0 
4 ,쌍문역,3435 ,1716 ,1030 ,551 ,1 ,0 ,8 ,40 ,5 ,0 ,0 ,6 ,0 ,0 
4 ,동작역,1353 ,424 ,419 ,13 ,0 ,0 ,0 ,0 ,6 ,0 ,0 ,2 ,0 ,0 
4 ,길음역,3574 ,1362 ,1231 ,467 ,0 ,2 ,3 ,29 ,12 ,1 ,0 ,1 ,0 ,0 
4 ,성신여대입구역,3619 ,2143 ,1338 ,1024 ,2 ,6 ,14 ,72 ,12 ,2 ,0 ,7 ,2 ,0 
4 ,한성대입구역,2350 ,1270 ,697 ,466 ,0 ,1 ,6 ,33 ,11 ,0 ,0 ,7 ,0 ,0 
4 ,숙대입구역,1821 ,1144 ,618 ,1277 ,0 ,2 ,29 ,41 ,14 ,0 ,0 ,21 ,0 ,1 
4 ,삼각지역,2051 ,1089 ,879 ,826 ,1 ,6 ,15 ,15 ,11 ,1 ,0 ,6 ,0 ,1 
4 ,이촌역,2741 ,1073 ,1065 ,450 ,3 ,5 ,8 ,17 ,6 ,0 ,0 ,5 ,0 ,0 
4 ,신용산역,1200 ,616 ,497 ,2923 ,0 ,10 ,27 ,25 ,22 ,2 ,3 ,11 ,2 ,0 
4 ,서울역,915 ,603 ,358 ,848 ,0 ,1 ,25 ,36 ,11 ,0 ,0 ,18 ,0 ,0 
4 ,동대문역,1488 ,752 ,453 ,964 ,0 ,0 ,11 ,10 ,6 ,0 ,0 ,6 ,0 ,0 
4 ,혜화역,2676 ,1035 ,556 ,1231 ,9 ,3 ,14 ,26 ,20 ,0 ,0 ,12 ,48 ,5 
4 ,동대문역사문화공원역,924 ,486 ,421 ,5447 ,0 ,3 ,66 ,26 ,13 ,0 ,0 ,12 ,2 ,0 
4 ,명동역,1105 ,420 ,267 ,4020 ,3 ,7 ,266 ,119 ,18 ,0 ,0 ,33 ,6 ,0 
4 ,충무로역,1636 ,1001 ,577 ,4379 ,1 ,6 ,61 ,33 ,8 ,2 ,0 ,16 ,3 ,1 
4 ,회현역,523 ,284 ,211 ,8051 ,0 ,3 ,61 ,32 ,8 ,1 ,1 ,5 ,0 ,0 
4 ,총신대입구역,3537 ,1550 ,1046 ,1185 ,0 ,0 ,26 ,96 ,15 ,0 ,1 ,13 ,0 ,0 
5 ,고덕역,2126 ,614 ,617 ,357 ,4 ,4 ,5 ,26 ,9 ,3 ,1 ,5 ,0 ,0 
5 ,상일동역,2336 ,892 ,739 ,314 ,5 ,1 ,4 ,30 ,11 ,0 ,0 ,3 ,0 ,2 
5 ,굽은다리역,2854 ,1253 ,813 ,365 ,0 ,0 ,8 ,24 ,3 ,0 ,1 ,4 ,0 ,0 
5 ,길동역,3771 ,1740 ,1013 ,869 ,1 ,1 ,39 ,50 ,8 ,0 ,0 ,10 ,0 ,0 
5 ,둔촌동역,1356 ,491 ,397 ,291 ,0 ,0 ,5 ,24 ,8 ,0 ,0 ,2 ,0 ,0 
5 ,강동역,3814 ,1856 ,1468 ,323 ,0 ,0 ,18 ,9 ,6 ,0 ,0 ,4 ,0 ,0 
5 ,명일역,3250 ,1336 ,893 ,605 ,2 ,0 ,5 ,50 ,12 ,0 ,0 ,6 ,0 ,0 
5 ,천호역,2054 ,1027 ,494 ,1341 ,0 ,1 ,29 ,89 ,10 ,0 ,2 ,10 ,0 ,0 
5 ,김포공항역,16 ,5 ,7 ,601 ,1 ,10 ,5 ,2 ,63 ,4 ,2 ,7 ,1 ,0 
5 ,송정역,2217 ,1100 ,685 ,326 ,1 ,1 ,5 ,15 ,8 ,0 ,0 ,6 ,0 ,0 
5 ,발산역,2170 ,993 ,880 ,1226 ,4 ,2 ,29 ,47 ,42 ,1 ,1 ,12 ,0 ,1 
5 ,우장산역,4876 ,1596 ,1424 ,563 ,1 ,0 ,15 ,52 ,7 ,0 ,0 ,5 ,0 ,0 
5 ,개화산역,2831 ,1159 ,1093 ,175 ,1 ,0 ,1 ,9 ,3 ,0 ,0 ,5 ,0 ,0 
5 ,방화역,3787 ,1953 ,1940 ,346 ,0 ,0 ,4 ,15 ,6 ,0 ,0 ,7 ,0 ,0 
5 ,까치산역,4351 ,2055 ,1646 ,578 ,0 ,0 ,10 ,55 ,7 ,0 ,0 ,7 ,0 ,0 
5 ,화곡역,3090 ,1529 ,1061 ,624 ,1 ,1 ,25 ,64 ,14 ,0 ,0 ,10 ,0 ,0 
5 ,광나루역,2664 ,905 ,793 ,206 ,3 ,1 ,10 ,8 ,12 ,1 ,0 ,4 ,1 ,0 
5 ,군자역,2974 ,1648 ,653 ,689 ,0 ,2 ,17 ,41 ,7 ,0 ,0 ,8 ,2 ,0 
5 ,답십리역,2830 ,1321 ,856 ,582 ,0 ,0 ,10 ,20 ,6 ,0 ,0 ,7 ,0 ,1 
5 ,마장역,1569 ,648 ,478 ,627 ,3 ,0 ,5 ,11 ,4 ,0 ,0 ,4 ,0 ,0 
5 ,장한평역,2243 ,1151 ,972 ,1563 ,0 ,1 ,152 ,22 ,5 ,0 ,0 ,6 ,0 ,0 
5 ,공덕역,3283 ,1730 ,1691 ,2117 ,4 ,10 ,85 ,99 ,17 ,2 ,0 ,14 ,0 ,0 
5 ,애오개역,1407 ,608 ,476 ,347 ,1 ,0 ,9 ,8 ,5 ,0 ,0 ,2 ,0 ,0 
5 ,마포역,2331 ,1287 ,1105 ,1135 ,0 ,1 ,35 ,29 ,8 ,0 ,0 ,9 ,0 ,0 
5 ,서대문역,2002 ,1028 ,916 ,1839 ,7 ,11 ,111 ,33 ,30 ,5 ,1 ,24 ,2 ,4 
5 ,충정로역,2482 ,1233 ,1008 ,933 ,0 ,3 ,35 ,24 ,15 ,0 ,0 ,10 ,0 ,0 
5 ,신금호역,1807 ,744 ,363 ,413 ,2 ,5 ,6 ,22 ,24 ,2 ,0 ,4 ,0 ,0 
5 ,청구역,3466 ,1527 ,829 ,733 ,1 ,1 ,5 ,23 ,4 ,0 ,0 ,6 ,0 ,1 
5 ,행당역,4626 ,1539 ,1420 ,344 ,4 ,2 ,5 ,26 ,9 ,1 ,1 ,3 ,0 ,0 
5 ,왕십리역,1099 ,577 ,509 ,488 ,0 ,5 ,3 ,6 ,7 ,2 ,1 ,7 ,1 ,0 
5 ,개롱역,4487 ,1600 ,1456 ,336 ,0 ,0 ,5 ,27 ,6 ,0 ,0 ,2 ,0 ,1 
5 ,오금역,2170 ,818 ,527 ,318 ,3 ,4 ,1 ,8 ,6 ,2 ,0 ,2 ,0 ,1 
5 ,거여역,4049 ,1581 ,859 ,500 ,0 ,1 ,4 ,45 ,6 ,0 ,0 ,5 ,0 ,1 
5 ,마천역,3874 ,1542 ,862 ,272 ,1 ,1 ,0 ,17 ,2 ,1 ,0 ,3 ,0 ,0 
5 ,방이역,3497 ,1225 ,1006 ,451 ,0 ,2 ,8 ,25 ,4 ,1 ,0 ,4 ,0 ,0 
5 ,올림픽공원역,2407 ,452 ,455 ,430 ,6 ,2 ,9 ,18 ,13 ,0 ,0 ,7 ,0 ,2 
5 ,목동역,3520 ,1335 ,1071 ,554 ,1 ,1 ,13 ,64 ,7 ,1 ,0 ,3 ,0 ,0 
5 ,오목교역,3589 ,1238 ,995 ,1672 ,0 ,1 ,28 ,71 ,8 ,0 ,3 ,13 ,2 ,2 
5 ,신정역,4069 ,1760 ,1099 ,174 ,1 ,0 ,0 ,5 ,3 ,0 ,0 ,3 ,0 ,0 
5 ,영등포구청역,1957 ,1042 ,523 ,1700 ,1 ,2 ,61 ,31 ,6 ,0 ,0 ,11 ,0 ,0 
5 ,영등포시장역,1895 ,1167 ,598 ,838 ,2 ,0 ,27 ,33 ,6 ,0 ,0 ,4 ,0 ,0 
5 ,양평역,2418 ,1031 ,813 ,247 ,0 ,0 ,6 ,7 ,3 ,0 ,0 ,3 ,0 ,0 
5 ,여의나루역,1361 ,491 ,504 ,31 ,4 ,0 ,0 ,0 ,3 ,0 ,0 ,2 ,0 ,0 
5 ,신길역,2212 ,1493 ,1301 ,113 ,1 ,0 ,0 ,0 ,2 ,0 ,0 ,3 ,0 ,0 
5 ,광화문역,989 ,511 ,474 ,3454 ,0 ,17 ,143 ,72 ,24 ,0 ,1 ,23 ,2 ,19 
5 ,을지로4가역,1803 ,1227 ,852 ,10188 ,1 ,3 ,62 ,31 ,15 ,1 ,0 ,16 ,2 ,0 
5 ,종로3가역,739 ,474 ,413 ,4059 ,0 ,8 ,109 ,82 ,29 ,5 ,0 ,32 ,4 ,5 
5 ,동대문역사문화공원역,876 ,521 ,414 ,1457 ,0 ,2 ,48 ,11 ,6 ,0 ,0 ,6 ,0 ,0 
5 ,여의도역,1346 ,550 ,582 ,4128 ,1 ,4 ,479 ,106 ,23 ,0 ,0 ,22 ,1 ,1 
6 ,석계역,2146 ,1016 ,595 ,526 ,1 ,2 ,4 ,31 ,16 ,0 ,0 ,6 ,0 ,1 
6 ,안암역,4566 ,1919 ,581 ,616 ,20 ,1 ,6 ,15 ,12 ,0 ,0 ,20 ,0 ,0 
6 ,공덕역,3283 ,1730 ,1691 ,2117 ,4 ,10 ,85 ,99 ,17 ,2 ,0 ,14 ,0 ,0 
6 ,대흥역,2166 ,844 ,485 ,357 ,2 ,2 ,4 ,17 ,10 ,1 ,0 ,3 ,0 ,0 
6 ,망원역,3996 ,1888 ,1248 ,457 ,0 ,0 ,6 ,39 ,4 ,0 ,0 ,7 ,0 ,0 
6 ,합정역,2647 ,1319 ,1080 ,1137 ,0 ,2 ,26 ,23 ,5 ,1 ,1 ,13 ,3 ,0 
6 ,디지털미디어시티역,1680 ,719 ,475 ,996 ,0 ,6 ,18 ,28 ,22 ,1 ,0 ,18 ,2 ,1 
6 ,광흥창역,3154 ,1394 ,1144 ,363 ,0 ,3 ,7 ,22 ,10 ,2 ,0 ,5 ,0 ,1 
6 ,상수역,4351 ,2503 ,1576 ,646 ,1 ,1 ,3 ,8 ,8 ,0 ,0 ,9 ,1 ,0 
6 ,마포구청역,2701 ,1194 ,1024 ,357 ,0 ,1 ,0 ,10 ,3 ,1 ,0 ,3 ,0 ,1 
6 ,월드컵경기장역,899 ,271 ,271 ,268 ,0 ,2 ,1 ,6 ,8 ,0 ,1 ,4 ,1 ,0 
6 ,증산역,3496 ,1435 ,1179 ,225 ,0 ,0 ,3 ,11 ,5 ,0 ,0 ,5 ,0 ,1 
6 ,청구역,3466 ,1527 ,829 ,733 ,1 ,1 ,5 ,23 ,4 ,0 ,0 ,6 ,0 ,1 
6 ,버티고개역,3485 ,1402 ,1353 ,186 ,0 ,0 ,2 ,6 ,3 ,0 ,0 ,1 ,0 ,0 
6 ,신당역,2799 ,1374 ,766 ,1138 ,0 ,4 ,11 ,31 ,3 ,2 ,0 ,5 ,0 ,1 
6 ,동묘앞역,3713 ,1963 ,1606 ,1334 ,5 ,3 ,15 ,43 ,11 ,1 ,0 ,10 ,0 ,0 
6 ,보문역,2672 ,1358 ,704 ,403 ,1 ,0 ,4 ,22 ,2 ,0 ,0 ,2 ,0 ,0 
6 ,창신역,3002 ,1234 ,873 ,182 ,2 ,2 ,2 ,7 ,8 ,0 ,0 ,3 ,0 ,1 
6 ,돌곶이역,3400 ,1462 ,933 ,369 ,2 ,0 ,5 ,21 ,5 ,0 ,0 ,7 ,0 ,0 
6 ,상월곡역,2285 ,1080 ,478 ,240 ,1 ,2 ,0 ,8 ,5 ,1 ,0 ,3 ,0 ,0 
6 ,월곡역,3312 ,1527 ,786 ,459 ,0 ,3 ,5 ,30 ,7 ,1 ,1 ,3 ,0 ,0 
6 ,효창공원앞역,2888 ,1265 ,772 ,311 ,1 ,0 ,1 ,13 ,3 ,0 ,0 ,5 ,0 ,0 
6 ,삼각지역,2051 ,1089 ,879 ,826 ,1 ,6 ,15 ,15 ,11 ,1 ,0 ,6 ,0 ,1 
6 ,녹사평역,2273 ,1052 ,789 ,565 ,1 ,3 ,8 ,1 ,9 ,0 ,0 ,4 ,0 ,0 
6 ,이태원역,1281 ,703 ,432 ,647 ,0 ,2 ,14 ,10 ,5 ,2 ,0 ,6 ,0 ,0 
6 ,한강진역,991 ,538 ,400 ,234 ,0 ,0 ,4 ,11 ,6 ,0 ,0 ,5 ,1 ,2 
6 ,연신내역,2618 ,1379 ,953 ,1074 ,1 ,1 ,36 ,66 ,8 ,1 ,0 ,10 ,0 ,0 
6 ,구산역,4166 ,1778 ,1348 ,459 ,5 ,0 ,6 ,48 ,8 ,0 ,0 ,4 ,0 ,0 
6 ,역촌역,3659 ,1545 ,1139 ,315 ,0 ,1 ,0 ,12 ,7 ,1 ,0 ,4 ,0 ,0 
6 ,불광역,1843 ,979 ,692 ,893 ,0 ,0 ,9 ,41 ,9 ,0 ,1 ,5 ,2 ,0 
6 ,응암역,4565 ,1954 ,1641 ,447 ,1 ,1 ,2 ,22 ,8 ,0 ,1 ,5 ,0 ,0 
6 ,새절역,2507 ,1081 ,689 ,169 ,1 ,1 ,2 ,10 ,6 ,0 ,0 ,3 ,0 ,0 
6 ,약수역,2645 ,1249 ,848 ,994 ,1 ,3 ,8 ,53 ,12 ,1 ,0 ,11 ,0 ,1 
6 ,태릉입구역,2263 ,1180 ,837 ,316 ,2 ,0 ,6 ,15 ,10 ,0 ,0 ,4 ,0 ,0 
7 ,논현역,2765 ,1572 ,873 ,1597 ,0 ,1 ,43 ,114 ,14 ,0 ,0 ,14 ,1 ,2 
7 ,학동역,2190 ,1115 ,664 ,1685 ,0 ,4 ,37 ,42 ,7 ,1 ,0 ,12 ,0 ,2 
