,numeric,lon,lat,address
외국인민박,8,126.9685247,37.5544187,"223-5 cheongpa-dong, yongsan-gu, seoul, south korea"
외국인민박,5,126.9928168,37.535001,"116-3 itaewon-dong, yongsan-gu, seoul, south korea"
외국인민박,2,126.9906907,37.5390281,"27 hoenamu-ro 12-gil, itaewon-dong, yongsan-gu, seoul, south korea"
외국인민박,5,126.9719152,37.5438708,"287 hangang-daero, namyeong-dong, yongsan-gu, seoul, south korea"
외국인민박,5,126.992826,37.532369,"24-4 noksapyeong-daero 26ga-gil, itaewon-dong, yongsan-gu, seoul, south korea"
외국인민박,2,126.995961,37.526201,"south korea, seoul, yongsan-gu, 1-54"
외국인민박,1,127.0113838,37.5422885,NA
외국인민박,1,126.9690546,37.5360662,"24-6 wonhyoro 1(il)-dong, yongsan-gu, seoul, south korea"
외국인민박,6,127.0141611,37.5451492,NA
외국인민박,2,126.992826,37.532369,"24-4 noksapyeong-daero 26ga-gil, itaewon-dong, yongsan-gu, seoul, south korea"
외국인민박,3,127.0002211,37.531817,"south korea, seoul, 우사단로4길 67-20"
외국인민박,2,127.0299255,37.556382,NA
외국인민박,4,127.0299255,37.556382,NA
외국인민박,1,126.9536945,37.5275664,"ichon-dong, seoul, south korea"
외국인민박,5,127.1021353,37.5477053,NA
외국인민박,3,127.0742524,37.5325625,NA
외국인민박,1,127.1074851,37.5507335,NA
외국인민박,1,126.9948829,37.5350889,"112-2 itaewon-dong, yongsan-gu, seoul, south korea"
외국인민박,2,127.0610723,37.5680354,NA
외국인민박,1,127.0753487,37.5759521,NA
외국인민박,5,127.0724194,37.5665923,NA
외국인민박,3,127.0577187,37.565273,NA
외국인민박,1,127.0662382,37.5835343,NA
외국인민박,2,127.0694877,37.5997547,NA
외국인민박,1,127.0113838,37.5422885,"oksu-dong, seoul, south korea"
외국인민박,1,127.0425743,37.5694523,"818 majang-dong, seongdong-gu, seoul, south korea"
외국인민박,2,127.0141611,37.5451492,"500 oksu-dong, seongdong-gu, seoul, south korea"
외국인민박,2,127.0271319,37.5489545,"1500 geumhodong 1(il)-ga, seongdong-gu, seoul, south korea"
외국인민박,2,127.037145,37.577271,NA
외국인민박,2,127.0299255,37.556382,"82 haengdang-ro, haengdang-dong, seongdong-gu, seoul, south korea"
외국인민박,2,127.0299255,37.556382,"82 haengdang-ro, haengdang-dong, seongdong-gu, seoul, south korea"
외국인민박,1,127.0688774,37.5325136,"jayang-dong, seoul, south korea"
외국인민박,2,127.1021353,37.5477053,"258-18 gwangjang-dong, gwangjin-gu, seoul, south korea"
외국인민박,1,127.1074851,37.5507335,"145-8 gwangjang-dong, gwangjin-gu, seoul, south korea"
외국인민박,2,127.093181,37.5479003,"gueui-dong, gwangjin-gu, seoul, south korea"
외국인민박,1,127.0610723,37.5680354,"dapsimni-dong, seoul, south korea"
외국인민박,2,127.0753487,37.5759521,"7 janganbeotkkot-ro 1-gil, jangan-dong, dongdaemun-gu, seoul, south korea"
외국인민박,1,127.0724194,37.5665923,"336 jangan-dong, dongdaemun-gu, seoul, south korea"
외국인민박,2,127.058242,37.5652492,"dapsimni-dong, dongdaemun-gu, seoul, south korea"
외국인민박,1,127.0662382,37.5835343,"43-7 hwigyeong-dong, dongdaemun-gu, seoul, south korea"
외국인민박,2,127.0694877,37.5997547,"imun-dong, seoul, south korea"
외국인민박,1,127.0473511,37.587228,"61 cheongnyangri-dong, dongdaemun-gu, seoul, south korea"
외국인민박,1,127.051543,37.5755269,"south korea, seoul, dongdaemun-gu, jeonnong-dong, 사가정로 65"
외국인민박,1,127.051543,37.5755269,"south korea, seoul, dongdaemun-gu, jeonnong-dong, 사가정로 65"
외국인민박,1,127.0603781,37.5686476,"dapsimni-dong, seoul, south korea"
외국인민박,3,127.037145,37.577271,"19-5 gosanja-ro 33-gil, yongsin-dong, dongdaemun-gu, seoul, south korea"
외국인민박,2,127.0650731,37.5946901,"hwigyeong-dong, dongdaemun-gu, seoul, south korea"
외국인민박,1,127.054717,37.57275,"dapsimni-dong, seoul, south korea"
외국인민박,2,127.0753487,37.5759521,"7 janganbeotkkot-ro 1-gil, jangan-dong, dongdaemun-gu, seoul, south korea"
중학교학생,764,126.8960538,37.5197727,"56 dangsan-ro, yeongdeungpo-gu, seoul, south korea"
중학교학생,1011,126.9357145,37.5239481,"46 gukjegeumyung-ro 7-gil, yeongdeungpo-gu, seoul, south korea"
중학교학생,853,126.8958925,37.4976237,"17 daerim-ro 31na-gil, yeongdeungpo-gu, seoul, south korea"
중학교학생,1057,126.8903736,37.4975539,"17 gamasan-ro 27-gil, guro-gu, seoul, south korea"
중학교학생,885,126.8942198,37.4889679,"35 dorim-ro 20-gil, guro-gu, seoul, south korea"
중학교학생,955,126.913731,37.5150593,"31 yeongdeungpo-ro 62-gil, yeongdeungpo-gu, seoul, south korea"
중학교학생,794,126.8359411,37.4871448,"25 ori-ro 9-gil, guro-gu, seoul, south korea"
중학교학생,715,126.8461343,37.5078957,"19 gocheok-ro 27ba-gil, guro-gu, seoul, south korea"
중학교학생,804,126.9237317,37.5189929,"3 yeouidong-ro 3-gil, yeongdeungpo-gu, seoul, south korea"
중학교학생,753,126.906886,37.4788455,"42 nambusunhwan-ro 128-gil, geumcheon-gu, seoul, south korea"
중학교학생,741,126.916402,37.4513899,"45 tapgol-ro 10-gil, geumcheon-gu, seoul, south korea"
중학교학생,620,126.898866,37.4501288,"45 siheung-daero 47-gil, siheung-dong, geumcheon-gu, seoul, south korea"
중학교학생,470,126.8268765,37.4951383,"917 buil-ro, guro-gu, seoul, south korea"
중학교학생,966,127.0837653,37.6222083,"42 nowon-ro 1-gil, nowon-gu, seoul, south korea"
중학교학생,629,127.053561,37.6485909,"95 nohae-ro 70-gil, dobong-gu, seoul, south korea"
중학교학생,720,127.0594579,37.6491471,"26 dongil-ro 213-gil, nowon-gu, seoul, south korea"
중학교학생,784,127.0539025,37.6725826,"24 dongil-ro 231-gil, nowon-gu, seoul, south korea"
중학교학생,590,127.0620087,37.6313108,"376 wolgye-ro, nowon-gu, seoul, south korea"
중학교학생,810,127.0459742,37.6707284,"671 madeul-ro, dobong-gu, seoul, south korea"
중학교학생,747,127.0316064,37.6653358,"188 sirubong-ro, dobong-gu, seoul, south korea"
중학교학생,831,127.0358991,37.6563724,"50 dobong-ro 129-gil, dobong-gu, seoul, south korea"
중학교학생,679,127.0430239,37.6813005,"33 dobong-ro 169ga-gil, dobong-gu, seoul, south korea"
중학교학생,1289,127.0735521,37.6459258,"45 hangeulbiseong-ro 5-gil, nowon-gu, seoul, south korea"
중학교학생,989,127.0533357,37.6670457,"61 dongil-ro 227-gil, nowon-gu, seoul, south korea"
중학교학생,966,127.0777604,37.661342,"29-15 deongneung-ro 86-gil, nowon-gu, seoul, south korea"
중학교학생,1068,127.068872,37.6526466,"398 nowon-ro, nowon-gu, seoul, south korea"
중학교학생,863,127.0595562,37.6715412,"182 suraksan-ro, nowon-gu, seoul, south korea"
중학교학생,533,127.0544032,37.6828553,"1254 sanggye-dong, nowon-gu, seoul, south korea"
중학교학생,764,127.0331989,37.6492547,"16 dobong-ro 115-gil, dobong-gu, seoul, south korea"
중학교학생,813,127.0295168,37.6636445,"156 sirubong-ro, dobong-gu, seoul, south korea"
중학교학생,618,127.0636222,37.6516104,"42 dongil-ro 216-gil, nowon-gu, seoul, south korea"
중학교학생,771,127.0519039,37.5742981,"59 sagajeong-ro, dongdaemun-gu, seoul, south korea"
중학교학생,428,127.1088882,37.6037348,"32 yangwonyeok-ro, jungnang-gu, seoul, south korea"
중학교학생,922,127.0960613,37.5830377,"37 yongmasan-ro 70-gil, jungnang-gu, seoul, south korea"
중학교학생,513,127.1042177,37.5960866,"89 mangu-ro 70-gil, jungnang-gu, seoul, south korea"
중학교학생,969,127.0900877,37.6014604,"28 sangbongjungang-ro 8na-gil, jungnang-gu, seoul, south korea"
중학교학생,422,127.0340095,37.5812839,"55 wangsan-ro 23-gil, dongdaemun-gu, seoul, south korea"
중학교학생,507,127.0438537,37.5737647,"34 cheonho-daero 47-gil, dongdaemun-gu, seoul, south korea"
중학교학생,863,127.0916088,37.6046114,"162 bonghwasan-ro, jungnang-gu, seoul, south korea"
중학교학생,823,127.0860161,37.5743518,"18 myeonmok-ro 28(isippal)-gil, jungnang-gu, seoul, south korea"
중학교학생,1194,127.0840347,37.6177945,"57 sinnae-ro 23-gil, jungnang-gu, seoul, south korea"
중학교학생,736,127.0809446,37.6005832,"780 dongil-ro, jungnang-gu, seoul, south korea"
중학교학생,876,127.0706272,37.5666476,"352 jangan-dong, dongdaemun-gu, seoul, south korea"
중학교학생,696,127.0601296,37.5803315,"71 sagajeong-ro 13-gil, dongdaemun-gu, seoul, south korea"
중학교학생,578,127.0709599,37.5855619,"49-295 hwigyeong-dong, dongdaemun-gu, seoul, south korea"
중학교학생,667,127.0583551,37.5819789,"67 sagajeong-ro 13-gil, dongdaemun-gu, seoul, south korea"
중학교학생,734,127.0813987,37.6051919,"33 dongil-ro 140-gil, jungnang-gu, seoul, south korea"
중학교학생,937,127.0952713,37.5846058,"364 yongmasan-ro, jungnang-gu, seoul, south korea"
중학교학생,691,127.0511245,37.5878065,"301 choui-ro, dongdaemun-gu, seoul, south korea"
중학교학생,549,127.0830802,37.6123214,"60-25 gongneung-ro 2-gil, jungnang-gu, seoul, south korea"
중학교학생,623,127.0620254,37.5871413,"20 mangu-ro 18na-gil, dongdaemun-gu, seoul, south korea"
중학교학생,696,127.0527612,37.5953632,"26 kyungheedae-ro, dongdaemun-gu, seoul, south korea"
중학교학생,715,127.0527612,37.5953632,"26 kyungheedae-ro, dongdaemun-gu, seoul, south korea"
중학교학생,644,127.024548,37.5785342,"53-3 yongsin-dong, dongdaemun-gu, seoul, south korea"
중학교학생,687,127.0752098,37.5777907,"201 janganbeotkkot-ro, dongdaemun-gu, seoul, south korea"
중학교학생,279,127.1053091,37.6063172,"67 yangwonyeok-ro, jungnang-gu, seoul, south korea"
중학교학생,533,127.1049617,37.6037439,"56 mangu-ro 73-gil, jungnang-gu, seoul, south korea"
중학교학생,284,127.0408473,37.5857448,"50 hongneung-ro 15-gil, dongdaemun-gu, seoul, south korea"
중학교학생,740,127.0967019,37.592991,"39 bongujae-ro 58-gil, jungnang-gu, seoul, south korea"
중학교학생,699,127.0673783,37.5831849,"247 hancheon-ro, dongdaemun-gu, seoul, south korea"
중학교학생,908,126.9088711,37.6096859,"20-23 galhyeon-ro 15-gil, eunpyeong-gu, seoul, south korea"
중학교학생,672,126.9044799,37.6021261,"400 gajwa-ro, eunpyeong-gu, seoul, south korea"
중학교학생,838,126.932123,37.6230193,"180 bulgwang-ro, eunpyeong-gu, seoul, south korea"
중학교학생,617,126.906663,37.5898474,"61 jeungsan-ro 15-gil, eunpyeong-gu, seoul, south korea"
중학교학생,1155,126.8878697,37.5788468,"26 sangamsan-ro 1-gil, mapo-gu, seoul, south korea"
중학교학생,573,126.9276607,37.5681152,"9-6 yeonhui-ro 11ma-gil, seodaemun-gu, seoul, south korea"
중학교학생,558,126.9485819,37.5478121,"34 baekbeom-ro 25-gil, mapo-gu, seoul, south korea"
중학교학생,738,126.9133116,37.5682832,"16 moraenae-ro 9-gil, mapo-gu, seoul, south korea"
중학교학생,892,126.9160619,37.547454,"32-13 seongji 1-gil, mapo-gu, seoul, south korea"
중학교학생,757,126.9085186,37.5626372,"42 seongsan-ro 4-gil, mapo-gu, seoul, south korea"
중학교학생,864,126.9306945,37.6329425,"115 jingwan-dong, eunpyeong-gu, seoul, south korea"
중학교학생,600,126.9336034,37.546446,"south korea, seoul, mapo-gu, 신수로 49"
중학교학생,610,126.9394981,37.5824549,"408 moraenae-ro, seodaemun-gu, seoul, south korea"
중학교학생,481,126.9569602,37.5564588,"247 mapo-daero, mapo-gu, seoul, south korea"
중학교학생,601,126.9385603,37.5772168,"32 yeonhui-ro 36-gil, seodaemun-gu, seoul, south korea"
중학교학생,729,126.9097051,37.5869994,"125-6 jeungsanseo-gil, eunpyeong-gu, seoul, south korea"
중학교학생,706,126.9247507,37.6234911,"16-32 yeonseo-ro 33-gil, eunpyeong-gu, seoul, south korea"
중학교학생,588,126.9258482,37.6274422,"30 yeonseo-ro 41-gil, eunpyeong-gu, seoul, south korea"
중학교학생,860,126.9187767,37.5794106,"170 jeungga-ro, seodaemun-gu, seoul, south korea"
중학교학생,828,126.9084436,37.6107316,"12-1 galhyeon-ro 17na-gil, eunpyeong-gu, seoul, south korea"
중학교학생,702,126.9517708,37.5926488,"69 segeomjeong-ro 4-gil, seodaemun-gu, seoul, south korea"
중학교학생,1085,126.9033873,37.5723226,"25 world cup buk-ro 38-gil, mapo-gu, seoul, south korea"
중학교학생,595,126.9039526,37.5833357,"27-30 jeungsan-ro 5-gil, eunpyeong-gu, seoul, south korea"
중학교학생,1047,126.9256113,37.6438577,"394-3 jingwan-dong, eunpyeong-gu, seoul, south korea"
중학교학생,462,126.9393201,37.5548546,"56 baekbeom-ro 1-gil, mapo-gu, seoul, south korea"
중학교학생,565,126.9351327,37.5926855,"94 yeonhui-ro 41-gil, seodaemun-gu, seoul, south korea"
중학교학생,549,126.9193893,37.5631085,"111 seongmisan-ro, mapo-gu, seoul, south korea"
중학교학생,481,126.9363687,37.5486226,"20 sinsu-ro 8-gil, mapo-gu, seoul, south korea"
중학교학생,970,126.909558,37.6221934,"산53-1 galhyeon-dong, eunpyeong-gu, seoul, south korea"
중학교학생,733,126.9473737,37.5463299,"139 baekbeom-ro, mapo-gu, seoul, south korea"
중학교학생,453,126.962344,37.568545,"49 dongnimmun-ro, seodaemun-gu, seoul, south korea"
중학교학생,914,126.9266685,37.5845872,"361-30 hongeun-dong, seodaemun-gu, seoul, south korea"
중학교학생,882,126.9126173,37.6197497,"27 galhyeon-ro 29-gil, eunpyeong-gu, seoul, south korea"
중학교학생,525,127.0474202,37.6283557,"92 wolgye-ro 45-gil, nowon-gu, seoul, south korea"
중학교학생,922,127.0644701,37.6602624,"492 nowon-ro, nowon-gu, seoul, south korea"
중학교학생,520,127.0523673,37.6305995,"54 wolgye-ro 45ga-gil, nowon-gu, seoul, south korea"
중학교학생,860,127.071707,37.6495848,"580 deongneung-ro, nowon-gu, seoul, south korea"
중학교학생,1202,127.0754735,37.6550962,"23 deongneung-ro 76-gil, nowon-gu, seoul, south korea"
중학교학생,1010,127.0680699,37.6441977,"420 gongneung-ro, nowon-gu, seoul, south korea"
중학교학생,1196,127.062228,37.6369404,"87 dongil-ro 203-gil, nowon-gu, seoul, south korea"
중학교학생,1038,127.0497887,37.6629833,"32 banghak-ro, dobong-gu, seoul, south korea"
중학교학생,935,127.0385766,37.6494708,"33 nohae-ro 62-gil, dobong-gu, seoul, south korea"
중학교학생,1029,127.0465188,37.6488018,"60 nohae-ro 66-gil, dobong-gu, seoul, south korea"
중학교학생,882,127.0916234,37.6264462,"117 gongneung-dong, nowon-gu, seoul, south korea"
중학교학생,1404,127.0719341,37.6410862,"261-8 nowon-ro, nowon-gu, seoul, south korea"
중학교학생,1043,127.0721546,37.6311892,"265 gongneung-ro, nowon-gu, seoul, south korea"
중학교학생,609,127.0183236,37.6520737,"432 uicheon-ro, dobong-gu, seoul, south korea"
중학교학생,625,127.0561467,37.6208454,"24 gwangun-ro 1-gil, nowon-gu, seoul, south korea"
중학교학생,949,127.0682006,37.6494211,"553 deongneung-ro, nowon-gu, seoul, south korea"
중학교학생,921,127.0268289,37.655351,"53 sirubong-ro, dobong-gu, seoul, south korea"
중학교학생,620,127.0491809,37.6295827,"9 wolgye-ro 45ga-gil, nowon-gu, seoul, south korea"
중학교학생,898,127.0814504,37.6615474,"64 deongneung-ro 82-gil, nowon-gu, seoul, south korea"
중학교학생,587,127.0318063,37.6529105,"69 nohae-ro 49-gil, dobong-gu, seoul, south korea"
중학교학생,793,127.0616772,37.6666244,"640 sanggye-dong, nowon-gu, seoul, south korea"
중학교학생,691,127.0038022,37.5770935,"64 daehak-ro, jongno-gu, seoul, south korea"
중학교학생,490,127.0200384,37.5578679,"6 cheonggu-ro, jung-gu, seoul, south korea"
중학교학생,341,126.9972964,37.5653267,"10 mareunnae-ro 9-gil, jung-gu, seoul, south korea"
중학교학생,858,126.9663628,37.5427169,"33-4 wonhyo-ro 97-gil, yongsan-gu, seoul, south korea"
중학교학생,953,126.9758922,37.5211849,"91 ichon-ro 65ga-gil, yongsan-gu, seoul, south korea"
중학교학생,534,126.9810267,37.5463224,"74 duteopbawi-ro, yongsan-gu, seoul, south korea"
중학교학생,370,127.0063639,37.5537683,"93-34 dongho-ro 15-gil, jung-gu, seoul, south korea"
중학교학생,300,126.9695822,37.5664694,"22 jeongdong-gil, jung-gu, seoul, south korea"
중학교학생,669,126.970349,37.5896155,"51 changuimun-ro, jongno-gu, seoul, south korea"
중학교학생,535,126.9923454,37.523952,"73 noksapyeong-daero, yongsan-gu, seoul, south korea"
중학교학생,393,127.0006702,37.5914502,"74 hyehwa-ro, jongno-gu, seoul, south korea"
중학교학생,972,126.9090552,37.6186776,"19 seooreung-ro 20-gil, galhyeon-dong, eunpyeong-gu, seoul, south korea"
중학교학생,561,126.9455732,37.551286,"99 sungmun-gil, daeheung-dong, mapo-gu, seoul, south korea"
중학교학생,572,126.9032327,37.593125,"6 eunpyeongteoneol-ro 7-gil, eunpyeong-gu, seoul, south korea"
중학교학생,793,126.9248779,37.5967183,"134-6 baengnyeonsan-ro, eunpyeong-gu, seoul, south korea"
중학교학생,935,126.9151623,37.6101791,"117 yeonseo-ro, eunpyeong-gu, seoul, south korea"
중학교학생,822,126.9460935,37.5645969,"520 seongsan-ro, seodaemun-gu, seoul, south korea"
중학교학생,525,126.9639075,37.5651781,"65 gyeonggi-daero, seodaemun-gu, seoul, south korea"
중학교학생,642,126.9332912,37.5850101,"51 yeonhui-ro 37an-gil, seodaemun-gu, seoul, south korea"
중학교학생,325,126.9531684,37.5628641,"7 bugahyeon-ro 11ga-gil, seodaemun-gu, seoul, south korea"
중학교학생,1051,126.9217386,37.5850457,"5 gajwa-ro 5-gil, eunpyeong-gu, seoul, south korea"
중학교학생,496,126.954598,37.5597069,"24 bugahyeon-ro 3-gil, seodaemun-gu, seoul, south korea"
중학교학생,502,126.9234516,37.5655342,"donggyo-ro 51-gil, mapo-gu, seoul, south korea"
중학교학생,625,126.8943311,37.4685225,"48 siheung-daero 115-gil, geumcheon-gu, seoul, south korea"
중학교학생,655,126.8422137,37.5029403,"68 gocheok-ro 21na-gil, guro-gu, seoul, south korea"
중학교학생,938,126.8512184,37.4872782,"81 gaebong-ro 11-gil, gaebong-dong, guro-gu, seoul, south korea"
중학교학생,856,126.8542405,37.4982046,"301 gyeongin-ro, guro-gu, seoul, south korea"
중학교학생,1325,126.8619978,37.5002646,"20 jungang-ro 3-gil, guro-gu, seoul, south korea"
중학교학생,762,126.8909153,37.4946496,"48 gurojungang-ro, guro-gu, seoul, south korea"
중학교학생,718,126.8737218,37.4950996,"90-133 guil-ro, guro-gu, seoul, south korea"
중학교학생,668,126.9107419,37.4778025,"67 munseong-ro, geumcheon-gu, seoul, south korea"
중학교학생,633,126.8985048,37.5322632,"12 dangsan-ro 41-gil, yeongdeungpo-gu, seoul, south korea"
중학교학생,578,126.9075733,37.5314041,"160 beodeunaru-ro, yeongdeungpo-gu, seoul, south korea"
중학교학생,748,126.9077656,37.4920503,"6 siheung-daero 185-gil, yeongdeungpo-gu, seoul, south korea"
중학교학생,831,126.9049773,37.503337,"14 dorim-ro 80ga-gil, yeongdeungpo-gu, seoul, south korea"
중학교학생,707,126.884443,37.5202114,"6 seonyuseo-ro 13-gil, yeongdeungpo-gu, seoul, south korea"
중학교학생,571,126.9079037,37.4754183,"78 doksan-ro 102-gil, geumcheon-gu, seoul, south korea"
중학교학생,634,126.8942213,37.5328692,"213 seonyu-ro, yeongdeungpo-gu, seoul, south korea"
중학교학생,972,126.9051484,37.4460493,"60 siheung-daero 38-gil, geumcheon-gu, seoul, south korea"
중학교학생,1106,126.8853644,37.5108953,"74 gyeongin-ro 63-gil, guro-gu, seoul, south korea"
중학교학생,646,126.8874105,37.4593606,"69-44 hannae-ro, geumcheon-gu, seoul, south korea"
중학교학생,815,127.1279339,37.4805468,"99 chungmin-ro, songpa-gu, seoul, south korea"
중학교학생,746,127.1219039,37.5091513,"31 ogeum-ro 29-gil, songpa-gu, seoul, south korea"
중학교학생,741,127.113231,37.5149532,"64 ogeum-ro 11-gil, songpa-gu, seoul, south korea"
중학교학생,163,127.130579,37.5216734,"232 gangdong-daero, songpa-gu, seoul, south korea"
중학교학생,717,127.1212477,37.5011612,"13 songi-ro 15-gil, songpa-gu, seoul, south korea"
중학교학생,810,127.1296609,37.529222,"36 seongan-ro 7-gil, gangdong-gu, seoul, south korea"
중학교학생,706,127.1312179,37.5085227,"41 yangjae-daero 72-gil, songpa-gu, seoul, south korea"
중학교학생,285,127.1396227,37.4777414,"south korea, seoul, songpa-gu, jangji-dong, 위례순환로 429"
중학교학생,1328,127.1297717,37.4960117,"203 dongnam-ro, songpa-gu, seoul, south korea"
중학교학생,902,127.1497531,37.5412163,"25 myeongil-ro 24-gil, gangdong-gu, seoul, south korea"
중학교학생,893,127.1330624,37.555955,"65 godeok-ro, gangdong-gu, seoul, south korea"
중학교학생,1375,127.0783933,37.5162057,"11 baekjegobun-ro, songpa-gu, seoul, south korea"
중학교학생,901,127.0757775,37.5052357,"69 olympic-ro 4-gil, songpa-gu, seoul, south korea"
중학교학생,775,127.1282173,37.5050018,"20 ogeum-ro 35-gil, songpa-gu, seoul, south korea"
중학교학생,843,127.1388726,37.5161458,"1242 yangjae-daero, songpa-gu, seoul, south korea"
중학교학생,918,127.136224,37.50166,"281 dongnam-ro, songpa-gu, seoul, south korea"
중학교학생,1368,127.0878222,37.5159838,"12 jamsil-ro, jamsil-dong, songpa-gu, seoul, south korea"
중학교학생,928,127.1275908,37.5458932,"57 cheonjung-ro, gangdong-gu, seoul, south korea"
중학교학생,902,127.1392699,37.5466448,"south korea, seoul, gangdong-gu, 상암로 153"
중학교학생,595,127.1159443,37.5255375,"20 olympic-ro 43-gil, songpa-gu, seoul, south korea"
중학교학생,617,127.1127759,37.5255948,"27 gangdong-daero 2-gil, songpa-gu, seoul, south korea"
중학교학생,682,127.1402895,37.5287123,"251 pungseong-ro, gangdong-gu, seoul, south korea"
중학교학생,766,127.1406733,37.5200101,"305 gangdong-daero, gangdong-gu, seoul, south korea"
중학교학생,669,127.1343241,37.536407,"72 jinhwangdo-ro, gangdong-gu, seoul, south korea"
중학교학생,867,127.0955809,37.4984761,"11 samhaksa-ro, songpa-gu, seoul, south korea"
중학교학생,888,127.1504916,37.5558123,"227 godeok-ro, gangdong-gu, seoul, south korea"
중학교학생,676,127.1351642,37.5195022,"1278 yangjae-daero, songpa-gu, seoul, south korea"
중학교학생,803,127.1388757,37.497266,"18 ogeum-ro 49-gil, songpa-gu, seoul, south korea"
중학교학생,408,127.1701365,37.5489526,"61 cheonho-daero 219-gil, gangdong-gu, seoul, south korea"
중학교학생,796,127.1425564,37.5495007,"396 gucheonmyeon-ro, gangdong-gu, seoul, south korea"
중학교학생,555,127.1203455,37.5328193,"501 pungnap-dong, songpa-gu, seoul, south korea"
중학교학생,704,127.1135991,37.5017159,"8 songpa-daero 38-gil, songpa-gu, seoul, south korea"
중학교학생,1184,127.0727099,37.5092902,"16 olympic-ro 4-gil, jamsil-dong, songpa-gu, seoul, south korea"
중학교학생,809,127.1581466,37.5489092,"832 dongnam-ro, gangdong-gu, seoul, south korea"
중학교학생,1147,126.8388714,37.5150787,"604 nambusunhwan-ro, yangcheon-gu, seoul, south korea"
중학교학생,346,126.8580639,37.5611499,"31 yangcheon-ro 59-gil, gangseo-gu, seoul, south korea"
중학교학생,217,126.851037,37.5664762,"56 yangcheon-ro 55-gil, gangseo-gu, seoul, south korea"
중학교학생,678,126.8153201,37.5624596,"241 banghwa-daero, gangseo-gu, seoul, south korea"
중학교학생,1067,126.8438175,37.5106504,"산117 sinjeong-dong, yangcheon-gu, seoul, south korea"
중학교학생,848,126.8433052,37.5601467,"39 gonghang-daero 39-gil, gangseo-gu, seoul, south korea"
중학교학생,604,126.851607,37.5597222,"50 hwagok-ro 65-gil, gangseo-gu, seoul, south korea"
중학교학생,1753,126.8717016,37.5206085,"172 mokdongdong-ro, yangcheon-gu, seoul, south korea"
중학교학생,1634,126.8730106,37.5269904,"235 mokdongdong-ro, yangcheon-gu, seoul, south korea"
중학교학생,1521,126.8737628,37.5133748,"70 mokdongdong-ro 8-gil, yangcheon-gu, seoul, south korea"
중학교학생,478,126.8087358,37.5756696,"808, banghwa 3(sam)-dong, gangseo-gu, seoul, south korea"
중학교학생,575,126.8068782,37.5651074,"9 gaehwadong-ro 27-gil, gangseo-gu, seoul, south korea"
중학교학생,1136,126.858808,37.5483517,"35 deungchon-ro 51na-gil, gangseo-gu, seoul, south korea"
중학교학생,424,126.8108847,37.581086,"210 geumnanghwa-ro, gangseo-gu, seoul, south korea"
중학교학생,496,126.8452929,37.5692295,"36 heojun-ro, gangseo-gu, seoul, south korea"
중학교학생,255,126.8150759,37.5537235,"121 nambusunhwan-ro, gangseo-gu, seoul, south korea"
중학교학생,726,126.823663,37.5486465,"16 sumyeong-ro 2-gil, gangseo-gu, seoul, south korea"
중학교학생,865,126.8478625,37.520554,"109 jungang-ro 29-gil, yangcheon-gu, seoul, south korea"
중학교학생,1791,126.8728552,37.5368606,"88 mokdongjungang-ro, yangcheon-gu, seoul, south korea"
중학교학생,1549,126.8559501,37.5160121,"south korea, seoul, yangcheon-gu, 중앙로 206"
중학교학생,522,126.8238344,37.5367988,"19 garogongwon-ro 55-gil, yangcheon-gu, seoul, south korea"
중학교학생,1105,126.8285666,37.5406094,"25 nambusunhwan-ro 29-gil, yangcheon-gu, seoul, south korea"
중학교학생,1276,126.8300275,37.540605,"35 nambusunhwan-ro 29-gil, yangcheon-gu, seoul, south korea"
중학교학생,1290,126.849861,37.5246363,"south korea, seoul, yangcheon-gu, 중앙로 319"
중학교학생,1176,126.8691419,37.5479348,"49 mokdongjungangbuk-ro, yangcheon-gu, seoul, south korea"
중학교학생,617,126.8291403,37.5322157,"380 nambusunhwan-ro, yangcheon-gu, seoul, south korea"
중학교학생,970,126.8307371,37.5195099,"32 jiyang-ro 7-gil, yangcheon-gu, seoul, south korea"
중학교학생,760,126.8707547,37.5540683,"35 yangcheon-ro 69-gil, gangseo-gu, seoul, south korea"
중학교학생,1098,126.8717382,37.5539218,"83 yangcheon-ro 67ga-gil, gangseo-gu, seoul, south korea"
중학교학생,1652,126.882725,37.5375617,"31 mokdongseo-ro, yangcheon-gu, seoul, south korea"
중학교학생,815,126.8425137,37.5363887,"86 gangseo-ro 17na-gil, gangseo-gu, seoul, south korea"
중학교학생,912,126.8290111,37.5485816,"91-44 gangseo-ro 45-gil, gangseo-gu, seoul, south korea"
중학교학생,489,126.8594058,37.552641,"484-12 gonghang-daero, gangseo-gu, seoul, south korea"
중학교학생,652,126.8534143,37.5598894,"403 hwagok-ro, gangseo-gu, seoul, south korea"
중학교학생,689,126.8347305,37.5536011,"34-10 gangseo-ro 47-gil, gangseo-gu, seoul, south korea"
중학교학생,558,126.8607466,37.5090728,"68 mokdongdong-ro 2-gil, yangcheon-gu, seoul, south korea"
중학교학생,658,126.8574143,37.5379249,"477-1 hwagok-dong, gangseo-gu, seoul, south korea"
중학교학생,651,126.8868462,37.535393,"1039 annyangcheon-ro, mok-dong, yangcheon-gu, seoul, south korea"
중학교학생,565,126.8663661,37.5364895,"27 mokdongjungangnam-ro, yangcheon-gu, seoul, south korea"
중학교학생,680,126.8328267,37.5488204,"70 gangseo-ro 45-gil, gangseo-gu, seoul, south korea"
