Iteration	ValueMean	ValueStddev	DerivMean	DerivStddev
1	0.513	0.267	0.173	0.0707
2	0.499	0.251	0.183	0.0645
3	0.493	0.243	0.184	0.0597
4	0.485	0.238	0.186	0.0585
5	0.48	0.233	0.187	0.0553
6	0.474	0.232	0.188	0.0551
7	0.475	0.233	0.187	0.0556
8	0.474	0.233	0.186	0.0554
9	0.472	0.232	0.187	0.055
10	0.471	0.232	0.187	0.0548
11	0.47	0.231	0.187	0.0548
12	0.47	0.232	0.187	0.0549
13	0.469	0.231	0.187	0.0548
14	0.468	0.232	0.187	0.055
15	0.467	0.231	0.187	0.0548
16	0.467	0.231	0.187	0.0548
17	0.467	0.231	0.187	0.0546
18	0.467	0.232	0.187	0.0549
19	0.465	0.232	0.187	0.0548
20	0.465	0.231	0.187	0.0546
21	0.464	0.232	0.187	0.0548
22	0.463	0.231	0.187	0.0547
23	0.462	0.231	0.187	0.0547
24	0.462	0.231	0.187	0.0546
25	0.461	0.231	0.187	0.0546
26	0.461	0.231	0.187	0.0545
27	0.46	0.231	0.187	0.0545
28	0.46	0.231	0.187	0.0546
29	0.461	0.232	0.187	0.0547
30	0.46	0.232	0.187	0.0549
31	0.459	0.232	0.187	0.0549
32	0.458	0.232	0.187	0.0546
33	0.457	0.231	0.187	0.0545
34	0.457	0.231	0.187	0.0546
35	0.457	0.231	0.187	0.0545
36	0.457	0.231	0.187	0.0547
37	0.456	0.232	0.187	0.0549
38	0.457	0.232	0.187	0.0551
39	0.455	0.231	0.187	0.0546
40	0.455	0.232	0.187	0.0547
41	0.455	0.232	0.187	0.0549
42	0.455	0.232	0.187	0.0548
43	0.454	0.231	0.187	0.0545
44	0.453	0.23	0.187	0.0544
45	0.453	0.23	0.187	0.0543
46	0.453	0.231	0.187	0.0545
47	0.452	0.231	0.187	0.0547
48	0.452	0.231	0.187	0.0545
49	0.451	0.231	0.187	0.0546
50	0.451	0.231	0.187	0.0545
51	0.451	0.231	0.187	0.0546
52	0.451	0.231	0.187	0.0547
53	0.45	0.231	0.187	0.0545
54	0.45	0.231	0.187	0.0546
55	0.45	0.231	0.186	0.0547
56	0.449	0.231	0.187	0.0546
57	0.449	0.231	0.186	0.0546
58	0.449	0.231	0.186	0.0547
59	0.449	0.231	0.186	0.0549
60	0.448	0.232	0.186	0.0551
61	0.448	0.232	0.186	0.055
62	0.447	0.231	0.186	0.0547
63	0.447	0.231	0.186	0.0547
64	0.447	0.231	0.186	0.0547
65	0.446	0.231	0.186	0.0548
66	0.446	0.232	0.186	0.0549
67	0.446	0.232	0.186	0.0548
68	0.446	0.232	0.186	0.0549
69	0.446	0.232	0.186	0.0551
70	0.446	0.232	0.186	0.0551
71	0.446	0.232	0.186	0.0552
72	0.446	0.232	0.186	0.0553
73	0.446	0.232	0.186	0.0552
74	0.446	0.232	0.186	0.0553
75	0.446	0.233	0.186	0.0554
76	0.446	0.232	0.186	0.0552
77	0.445	0.232	0.186	0.0552
78	0.445	0.232	0.186	0.0552
79	0.445	0.232	0.186	0.0553
80	0.445	0.232	0.186	0.0551
81	0.444	0.232	0.186	0.0551
82	0.443	0.232	0.186	0.0552
83	0.443	0.232	0.186	0.0552
84	0.444	0.232	0.186	0.0553
85	0.443	0.232	0.186	0.0554
86	0.443	0.232	0.186	0.0553
87	0.443	0.233	0.185	0.0554
88	0.443	0.233	0.185	0.0554
