Iteration	ValueMean	ValueStddev	DerivMean	DerivStddev
5	0.513	0.275	0.159	0.0633
6	0.5	0.277	0.161	0.0619
7	0.5	0.274	0.161	0.0596
8	0.501	0.275	0.16	0.0596
9	0.5	0.274	0.16	0.0594
10	0.499	0.273	0.16	0.0586
11	0.498	0.272	0.161	0.0578
12	0.497	0.271	0.16	0.0573
13	0.496	0.27	0.16	0.0568
14	0.496	0.269	0.16	0.0563
15	0.495	0.268	0.16	0.0559
16	0.493	0.268	0.16	0.0557
17	0.494	0.268	0.16	0.0555
18	0.493	0.268	0.159	0.0553
19	0.492	0.267	0.159	0.055
20	0.491	0.267	0.159	0.0548
21	0.491	0.267	0.158	0.0546
22	0.491	0.267	0.158	0.0544
23	0.491	0.267	0.158	0.0542
24	0.49	0.267	0.158	0.0539
25	0.49	0.266	0.157	0.0535
26	0.488	0.266	0.157	0.0536
27	0.488	0.266	0.157	0.0535
28	0.487	0.266	0.157	0.0534
29	0.487	0.266	0.157	0.0533
30	0.487	0.266	0.156	0.0531
31	0.486	0.266	0.156	0.0529
32	0.486	0.266	0.156	0.0527
33	0.485	0.266	0.156	0.0528
34	0.484	0.266	0.156	0.0526
35	0.483	0.266	0.156	0.0525
36	0.483	0.265	0.156	0.0523
37	0.483	0.265	0.155	0.0523
38	0.483	0.265	0.155	0.0522
39	0.483	0.265	0.155	0.0522
40	0.482	0.265	0.155	0.052
41	0.482	0.265	0.154	0.0519
42	0.481	0.265	0.154	0.052
43	0.481	0.265	0.154	0.0519
44	0.48	0.265	0.154	0.0518
45	0.48	0.265	0.154	0.0517
46	0.48	0.265	0.154	0.0516
47	0.479	0.265	0.154	0.0516
48	0.479	0.265	0.154	0.0515
49	0.478	0.265	0.153	0.0514
50	0.478	0.265	0.153	0.0513
51	0.478	0.265	0.153	0.0513
52	0.477	0.265	0.153	0.0514
53	0.476	0.265	0.153	0.0513
54	0.475	0.265	0.153	0.0512
55	0.475	0.265	0.153	0.0513
56	0.475	0.265	0.153	0.0512
57	0.474	0.265	0.152	0.0512
58	0.474	0.265	0.152	0.0512
59	0.473	0.265	0.152	0.0512
60	0.472	0.265	0.152	0.0512
61	0.472	0.265	0.152	0.0512
62	0.472	0.265	0.152	0.0512
63	0.471	0.266	0.152	0.0511
64	0.47	0.266	0.152	0.0511
65	0.47	0.266	0.152	0.0511
66	0.471	0.265	0.152	0.051
67	0.47	0.265	0.152	0.051
68	0.47	0.265	0.151	0.051
69	0.47	0.265	0.151	0.0509
70	0.469	0.265	0.151	0.0509
71	0.469	0.265	0.151	0.0509
72	0.468	0.266	0.151	0.051
73	0.468	0.266	0.151	0.0509
74	0.467	0.266	0.151	0.0509
75	0.468	0.266	0.151	0.0509
76	0.467	0.266	0.151	0.0508
77	0.467	0.266	0.15	0.0509
78	0.467	0.266	0.15	0.0509
79	0.466	0.265	0.15	0.0507
80	0.465	0.266	0.15	0.0508
81	0.465	0.266	0.15	0.0508
82	0.465	0.265	0.15	0.0507
83	0.464	0.266	0.15	0.0508
84	0.464	0.266	0.15	0.0506
85	0.464	0.265	0.15	0.0506
86	0.464	0.266	0.15	0.0507
87	0.463	0.266	0.15	0.0507
88	0.462	0.266	0.15	0.0508
89	0.462	0.266	0.15	0.0507
90	0.462	0.266	0.15	0.0506
91	0.461	0.266	0.15	0.0507
92	0.461	0.266	0.149	0.0508
93	0.462	0.266	0.15	0.0507
94	0.46	0.266	0.15	0.0508
95	0.46	0.266	0.15	0.0508
96	0.46	0.266	0.149	0.0508
97	0.459	0.266	0.149	0.0507
98	0.458	0.266	0.149	0.0508
99	0.458	0.266	0.149	0.0509
100	0.458	0.266	0.149	0.0509
101	0.458	0.266	0.149	0.0509
102	0.458	0.266	0.149	0.051
103	0.457	0.267	0.149	0.051
104	0.457	0.267	0.149	0.051
105	0.457	0.266	0.149	0.0509
106	0.456	0.266	0.149	0.0509
107	0.456	0.266	0.149	0.0508
108	0.456	0.266	0.149	0.0509
109	0.455	0.266	0.149	0.0509
110	0.455	0.266	0.149	0.0508
111	0.455	0.266	0.149	0.0509
112	0.454	0.266	0.148	0.0509
113	0.454	0.266	0.148	0.0509
114	0.454	0.266	0.148	0.0509
115	0.453	0.266	0.148	0.0508
116	0.453	0.266	0.148	0.0509
117	0.453	0.266	0.148	0.0509
118	0.452	0.266	0.148	0.051
119	0.452	0.266	0.148	0.051
120	0.452	0.267	0.148	0.0511
121	0.451	0.266	0.148	0.0511
122	0.451	0.266	0.148	0.0511
123	0.451	0.266	0.148	0.0511
124	0.45	0.267	0.148	0.0511
125	0.449	0.266	0.148	0.0511
126	0.449	0.267	0.148	0.0512
127	0.448	0.266	0.148	0.0511
128	0.448	0.266	0.148	0.0511
