Iteration	ValueMean	ValueStddev	DerivMean	DerivStddev
1	0.522	0.259	0.175	0.0658
2	0.509	0.246	0.184	0.0599
3	0.506	0.241	0.184	0.056
4	0.505	0.242	0.184	0.0554
5	0.504	0.239	0.185	0.054
6	0.502	0.237	0.186	0.0536
7	0.503	0.237	0.185	0.0537
8	0.503	0.237	0.185	0.054
9	0.503	0.237	0.185	0.0539
10	0.503	0.236	0.185	0.054
11	0.503	0.236	0.185	0.054
12	0.502	0.237	0.185	0.0541
13	0.502	0.236	0.185	0.0539
14	0.5	0.236	0.185	0.0539
15	0.499	0.236	0.186	0.0538
16	0.499	0.236	0.186	0.0538
17	0.499	0.236	0.186	0.0537
18	0.498	0.236	0.186	0.0537
19	0.497	0.236	0.186	0.0537
20	0.497	0.235	0.186	0.0537
21	0.497	0.235	0.186	0.0536
22	0.496	0.235	0.186	0.0535
23	0.494	0.235	0.186	0.0535
24	0.493	0.234	0.186	0.0535
25	0.493	0.234	0.186	0.0534
26	0.492	0.234	0.186	0.0535
27	0.492	0.234	0.186	0.0534
28	0.491	0.234	0.186	0.0535
29	0.491	0.234	0.186	0.0537
30	0.49	0.234	0.186	0.0537
31	0.489	0.235	0.186	0.0538
32	0.488	0.234	0.186	0.0536
33	0.487	0.233	0.187	0.0534
34	0.487	0.233	0.187	0.0535
35	0.486	0.233	0.187	0.0535
36	0.485	0.233	0.187	0.0534
37	0.485	0.233	0.187	0.0536
38	0.485	0.234	0.186	0.0537
39	0.483	0.233	0.187	0.0535
40	0.483	0.233	0.187	0.0535
41	0.483	0.234	0.187	0.0535
42	0.482	0.233	0.187	0.0535
43	0.481	0.233	0.187	0.0533
44	0.48	0.233	0.187	0.0532
45	0.48	0.233	0.187	0.0531
46	0.479	0.233	0.187	0.0531
47	0.479	0.233	0.187	0.0534
48	0.478	0.233	0.187	0.0533
49	0.477	0.233	0.187	0.0534
50	0.476	0.232	0.187	0.0533
51	0.475	0.232	0.187	0.0532
52	0.475	0.233	0.187	0.0534
53	0.474	0.232	0.187	0.0533
54	0.473	0.232	0.187	0.0534
55	0.472	0.232	0.187	0.0535
56	0.472	0.232	0.187	0.0535
57	0.471	0.232	0.187	0.0534
58	0.471	0.232	0.187	0.0533
59	0.47	0.232	0.187	0.0533
60	0.469	0.232	0.186	0.0534
61	0.469	0.232	0.187	0.0535
62	0.468	0.232	0.187	0.0534
63	0.466	0.232	0.187	0.0534
64	0.466	0.232	0.187	0.0535
65	0.466	0.232	0.187	0.0534
66	0.465	0.232	0.187	0.0534
67	0.465	0.232	0.187	0.0534
68	0.464	0.231	0.187	0.0533
69	0.464	0.231	0.187	0.0535
70	0.464	0.231	0.187	0.0534
71	0.463	0.231	0.187	0.0535
72	0.463	0.231	0.186	0.0536
73	0.462	0.231	0.187	0.0534
74	0.462	0.231	0.186	0.0536
75	0.462	0.231	0.186	0.0536
76	0.461	0.231	0.186	0.0536
77	0.461	0.231	0.186	0.0536
78	0.46	0.231	0.186	0.0536
79	0.459	0.231	0.186	0.0536
80	0.458	0.231	0.186	0.0534
81	0.458	0.231	0.186	0.0535
82	0.458	0.231	0.186	0.0535
83	0.457	0.231	0.186	0.0536
84	0.457	0.231	0.186	0.0537
85	0.456	0.231	0.186	0.0536
86	0.455	0.231	0.186	0.0536
87	0.455	0.231	0.186	0.0536
88	0.455	0.231	0.186	0.0537
89	0.454	0.231	0.186	0.0538
90	0.454	0.231	0.186	0.0539
91	0.454	0.231	0.186	0.0539
92	0.453	0.231	0.186	0.0538
93	0.452	0.231	0.186	0.0538
94	0.452	0.231	0.186	0.0537
95	0.451	0.231	0.186	0.0536
96	0.451	0.231	0.186	0.0538
97	0.451	0.231	0.186	0.0537
98	0.45	0.231	0.186	0.0538
99	0.449	0.23	0.186	0.0536
100	0.448	0.23	0.186	0.0536
101	0.448	0.23	0.186	0.0536
102	0.447	0.23	0.185	0.0537
103	0.447	0.23	0.185	0.0536
104	0.446	0.23	0.185	0.0536
105	0.445	0.23	0.185	0.0536
106	0.445	0.23	0.185	0.0536
107	0.445	0.23	0.185	0.0537
108	0.444	0.23	0.185	0.0537
109	0.444	0.23	0.185	0.0537
110	0.444	0.23	0.185	0.0538
111	0.443	0.23	0.185	0.0538
112	0.443	0.23	0.185	0.0537
113	0.442	0.23	0.185	0.0537
114	0.442	0.23	0.185	0.0538
115	0.442	0.23	0.185	0.0537
116	0.442	0.23	0.185	0.0535
117	0.441	0.23	0.185	0.0537
118	0.441	0.23	0.185	0.0537
119	0.44	0.23	0.185	0.0538
120	0.44	0.231	0.185	0.0539
121	0.439	0.23	0.185	0.0537
122	0.439	0.23	0.185	0.0537
123	0.438	0.23	0.185	0.0536
124	0.438	0.23	0.185	0.0537
125	0.438	0.23	0.185	0.0536
126	0.438	0.23	0.185	0.0535
127	0.437	0.23	0.185	0.0536
128	0.437	0.23	0.184	0.0536
129	0.436	0.23	0.184	0.0537
130	0.436	0.23	0.184	0.0537
131	0.435	0.23	0.184	0.0538
132	0.435	0.23	0.184	0.0537
133	0.435	0.23	0.184	0.0537
134	0.434	0.23	0.184	0.0537
135	0.434	0.23	0.184	0.0538
136	0.434	0.23	0.184	0.0537
137	0.433	0.23	0.184	0.0538
138	0.433	0.23	0.184	0.0539
139	0.433	0.23	0.184	0.0539
140	0.432	0.23	0.184	0.0539
141	0.431	0.23	0.184	0.0539
142	0.432	0.23	0.184	0.0539
143	0.431	0.23	0.184	0.0539
144	0.431	0.23	0.183	0.0539
145	0.431	0.23	0.183	0.0539
146	0.43	0.23	0.183	0.054
147	0.43	0.23	0.183	0.054
148	0.429	0.23	0.183	0.0539
149	0.429	0.23	0.183	0.0539
150	0.428	0.23	0.183	0.054
151	0.428	0.23	0.183	0.054
152	0.428	0.23	0.183	0.054
153	0.427	0.231	0.183	0.0541
154	0.427	0.23	0.183	0.054
155	0.427	0.23	0.183	0.054
156	0.426	0.23	0.183	0.054
157	0.426	0.23	0.183	0.0541
158	0.426	0.23	0.183	0.0541
159	0.425	0.23	0.183	0.0542
160	0.425	0.23	0.183	0.0541
161	0.425	0.23	0.182	0.0542
162	0.424	0.23	0.182	0.0542
163	0.424	0.23	0.182	0.0542
164	0.424	0.23	0.182	0.0542
165	0.423	0.231	0.182	0.0543
166	0.423	0.23	0.182	0.0542
167	0.423	0.23	0.182	0.0543
168	0.423	0.23	0.182	0.0543
169	0.423	0.23	0.182	0.0542
170	0.423	0.23	0.182	0.0543
171	0.422	0.23	0.182	0.0543
172	0.422	0.23	0.182	0.0542
173	0.421	0.23	0.182	0.0543
174	0.421	0.23	0.182	0.0543
175	0.421	0.23	0.182	0.0542
176	0.42	0.23	0.182	0.0542
177	0.42	0.23	0.182	0.0543
178	0.42	0.23	0.182	0.0543
179	0.42	0.23	0.182	0.0543
180	0.419	0.23	0.182	0.0544
181	0.419	0.23	0.182	0.0543
182	0.418	0.23	0.181	0.0544
183	0.418	0.23	0.181	0.0544
184	0.418	0.23	0.181	0.0544
185	0.418	0.23	0.181	0.0544
186	0.418	0.23	0.181	0.0545
187	0.417	0.23	0.181	0.0544
188	0.417	0.23	0.181	0.0544
189	0.417	0.23	0.181	0.0545
190	0.417	0.23	0.181	0.0545
191	0.417	0.23	0.181	0.0545
192	0.416	0.231	0.181	0.0546
193	0.416	0.231	0.181	0.0546
194	0.416	0.23	0.181	0.0546
195	0.416	0.23	0.181	0.0546
196	0.415	0.23	0.181	0.0546
197	0.416	0.23	0.181	0.0546
198	0.415	0.23	0.181	0.0546
199	0.414	0.23	0.181	0.0546
200	0.415	0.23	0.18	0.0546
201	0.415	0.231	0.18	0.0548
202	0.414	0.231	0.18	0.0547
203	0.414	0.231	0.18	0.0547
204	0.413	0.23	0.18	0.0547
205	0.413	0.231	0.18	0.0547
206	0.413	0.231	0.18	0.0546
207	0.413	0.231	0.18	0.0547
208	0.412	0.23	0.18	0.0547
209	0.412	0.23	0.18	0.0547
210	0.411	0.231	0.18	0.0548
211	0.411	0.231	0.18	0.0547
212	0.412	0.23	0.18	0.0547
213	0.411	0.23	0.18	0.0547
