Iteration	ValueMean	ValueStddev	DerivMean	DerivStddev
3	-0.00334	0.56	0.623	0.302
4	-0.00249	0.559	0.64	0.292
5	-0.00127	0.539	0.636	0.271
6	-0.00139	0.521	0.65	0.255
7	0.00153	0.51	0.651	0.245
8	0.00362	0.507	0.653	0.242
9	0.00421	0.506	0.654	0.24
10	0.00283	0.5	0.657	0.237
11	0.00375	0.498	0.657	0.236
12	0.00368	0.496	0.658	0.235
13	0.00289	0.496	0.657	0.235
14	0.00104	0.493	0.658	0.233
15	0.002	0.491	0.66	0.232
16	0.000664	0.491	0.659	0.232
17	0.000485	0.492	0.658	0.233
18	0.000961	0.489	0.659	0.232
19	0.000738	0.489	0.659	0.232
20	-0.000142	0.489	0.659	0.232
21	0.000764	0.489	0.658	0.232
22	0.00142	0.488	0.658	0.232
23	0.000699	0.487	0.658	0.232
24	-6.52e-05	0.486	0.659	0.231
25	0.0012	0.486	0.658	0.231
26	0.0013	0.487	0.657	0.232
27	0.00109	0.486	0.658	0.232
28	0.000155	0.486	0.657	0.232
29	0.000726	0.486	0.658	0.232
30	0.000871	0.485	0.658	0.232
31	-0.000319	0.484	0.658	0.231
32	-0.000465	0.484	0.659	0.231
33	-0.000557	0.483	0.66	0.231
34	0.000326	0.483	0.66	0.231
35	0.000192	0.483	0.66	0.231
36	4e-05	0.482	0.66	0.231
37	-0.000539	0.482	0.66	0.231
38	0.000487	0.483	0.659	0.231
39	-0.00062	0.482	0.66	0.231
40	-0.000159	0.481	0.66	0.231
41	0.000134	0.481	0.66	0.231
42	0.000419	0.48	0.662	0.23
43	0.000425	0.48	0.662	0.231
44	0.000116	0.48	0.662	0.231
45	1.44e-05	0.48	0.662	0.231
46	0.000283	0.48	0.662	0.231
47	0.00157	0.479	0.663	0.231
48	0.000551	0.479	0.663	0.232
49	-0.000623	0.478	0.664	0.231
50	-0.000683	0.478	0.663	0.231
51	9.98e-05	0.478	0.663	0.231
52	0.000855	0.479	0.663	0.233
53	0.00149	0.479	0.663	0.233
54	0.00097	0.479	0.664	0.233
55	0.000432	0.479	0.664	0.233
56	0.000178	0.478	0.665	0.233
57	0.000553	0.477	0.665	0.232
58	0.000645	0.478	0.665	0.232
59	7.51e-05	0.477	0.665	0.232
60	-5.61e-05	0.477	0.666	0.232
61	-0.000577	0.477	0.666	0.233
62	0.0011	0.477	0.667	0.233
63	0.00034	0.476	0.667	0.233
64	0.000825	0.476	0.667	0.233
65	0.00065	0.477	0.667	0.234
66	0.000956	0.477	0.667	0.234
67	0.00116	0.476	0.668	0.232
68	0.000682	0.477	0.667	0.233
69	0.00102	0.477	0.667	0.233
70	0.00113	0.475	0.668	0.232
71	0.00127	0.475	0.669	0.233
72	0.000493	0.476	0.668	0.234
73	0.000261	0.474	0.67	0.232
74	0.000846	0.475	0.67	0.233
75	0.000508	0.475	0.669	0.233
76	0.0002	0.474	0.671	0.233
77	-1.02e-05	0.475	0.67	0.233
78	0.000327	0.475	0.67	0.234
79	-0.000365	0.474	0.671	0.233
80	-0.00043	0.475	0.67	0.234
81	0.000146	0.474	0.671	0.233
82	-0.00024	0.473	0.672	0.233
83	-0.000108	0.474	0.672	0.233
84	0.000296	0.474	0.672	0.233
85	0.000964	0.472	0.672	0.232
86	0.00122	0.473	0.672	0.233
87	0.00151	0.473	0.673	0.233
88	0.00158	0.472	0.673	0.233
89	0.000862	0.473	0.673	0.233
90	0.00131	0.472	0.673	0.233
