Iteration	ValueMean	ValueStddev	DerivMean	DerivStddev
3	0.00329	0.558	0.629	0.296
4	0.0187	0.551	0.648	0.276
5	0.0241	0.52	0.652	0.251
6	0.0208	0.499	0.669	0.24
7	0.018	0.485	0.673	0.229
8	0.0186	0.483	0.674	0.227
9	0.0182	0.482	0.674	0.225
10	0.0183	0.478	0.675	0.224
11	0.0198	0.477	0.674	0.223
12	0.0215	0.476	0.673	0.222
13	0.0231	0.475	0.673	0.222
14	0.0242	0.473	0.673	0.221
15	0.0258	0.474	0.672	0.222
16	0.0252	0.474	0.671	0.222
17	0.0241	0.472	0.671	0.22
18	0.0263	0.471	0.671	0.22
19	0.0275	0.47	0.671	0.22
20	0.0275	0.469	0.671	0.219
21	0.0275	0.469	0.67	0.219
22	0.0268	0.469	0.67	0.219
23	0.0267	0.469	0.669	0.22
24	0.0272	0.468	0.669	0.22
25	0.0265	0.468	0.669	0.219
26	0.0258	0.469	0.67	0.219
27	0.0261	0.467	0.669	0.219
28	0.0258	0.468	0.669	0.22
29	0.0262	0.467	0.669	0.219
30	0.027	0.467	0.668	0.219
31	0.0271	0.468	0.668	0.22
32	0.0281	0.468	0.668	0.22
33	0.0281	0.467	0.669	0.219
34	0.0271	0.468	0.669	0.22
35	0.027	0.467	0.669	0.22
36	0.0275	0.467	0.669	0.22
37	0.027	0.467	0.669	0.22
38	0.0262	0.467	0.669	0.22
39	0.0252	0.465	0.67	0.219
40	0.0251	0.465	0.67	0.218
41	0.0253	0.465	0.67	0.219
42	0.0254	0.465	0.67	0.219
43	0.0251	0.466	0.67	0.219
44	0.0253	0.465	0.671	0.219
45	0.0257	0.465	0.67	0.219
46	0.0261	0.465	0.67	0.22
47	0.0257	0.465	0.671	0.219
48	0.0256	0.465	0.67	0.219
49	0.0253	0.465	0.67	0.219
50	0.0248	0.464	0.671	0.219
51	0.0243	0.463	0.671	0.218
52	0.0241	0.463	0.672	0.219
53	0.024	0.464	0.672	0.219
54	0.0239	0.464	0.672	0.219
55	0.0246	0.464	0.672	0.219
56	0.0251	0.465	0.672	0.22
