Iteration	ValueMean	ValueStddev	DerivMean	DerivStddev
3	0.494	0.268	0.164	0.0655
4	0.484	0.272	0.167	0.0633
5	0.49	0.266	0.166	0.0597
6	0.499	0.263	0.167	0.0568
7	0.503	0.261	0.167	0.0556
8	0.505	0.26	0.167	0.0554
9	0.505	0.26	0.167	0.0551
10	0.505	0.259	0.167	0.0548
11	0.505	0.258	0.167	0.0545
12	0.505	0.257	0.167	0.0543
13	0.504	0.258	0.167	0.0543
14	0.504	0.257	0.167	0.0539
15	0.503	0.257	0.167	0.0539
16	0.503	0.257	0.167	0.0537
17	0.503	0.257	0.167	0.0536
18	0.503	0.256	0.167	0.0535
19	0.502	0.256	0.167	0.0533
20	0.501	0.256	0.167	0.053
21	0.502	0.256	0.167	0.0531
22	0.501	0.256	0.167	0.0529
23	0.5	0.256	0.167	0.0529
24	0.5	0.255	0.167	0.0529
25	0.5	0.256	0.166	0.0529
26	0.5	0.256	0.166	0.0528
27	0.499	0.256	0.166	0.0528
28	0.499	0.255	0.166	0.0528
29	0.499	0.255	0.166	0.0527
30	0.498	0.255	0.166	0.0528
31	0.498	0.255	0.166	0.0526
32	0.498	0.255	0.166	0.0525
33	0.496	0.255	0.166	0.0526
34	0.496	0.255	0.166	0.0524
35	0.495	0.255	0.166	0.0524
36	0.495	0.254	0.166	0.0522
37	0.495	0.254	0.166	0.0522
38	0.495	0.254	0.166	0.0522
39	0.494	0.254	0.166	0.0522
40	0.494	0.254	0.166	0.0523
41	0.493	0.254	0.166	0.0522
42	0.492	0.253	0.166	0.052
43	0.492	0.254	0.166	0.0521
44	0.492	0.253	0.166	0.052
45	0.491	0.253	0.165	0.052
46	0.491	0.253	0.165	0.052
47	0.49	0.253	0.165	0.052
48	0.489	0.253	0.165	0.052
49	0.488	0.253	0.165	0.0518
50	0.488	0.253	0.165	0.0518
51	0.488	0.253	0.165	0.0517
52	0.488	0.253	0.165	0.0518
53	0.487	0.253	0.165	0.052
54	0.487	0.253	0.165	0.0519
55	0.486	0.253	0.165	0.0519
56	0.485	0.253	0.165	0.0519
57	0.484	0.253	0.165	0.0518
58	0.484	0.253	0.165	0.0518
59	0.483	0.253	0.165	0.0518
60	0.483	0.253	0.165	0.0519
61	0.482	0.252	0.165	0.0518
62	0.481	0.252	0.165	0.0517
63	0.481	0.253	0.165	0.0517
64	0.48	0.252	0.165	0.0517
65	0.48	0.252	0.165	0.0517
66	0.48	0.252	0.165	0.0517
67	0.48	0.252	0.165	0.0517
68	0.48	0.252	0.165	0.0517
69	0.479	0.252	0.165	0.0516
70	0.478	0.251	0.165	0.0515
71	0.478	0.251	0.165	0.0516
72	0.478	0.252	0.165	0.0517
73	0.477	0.251	0.165	0.0515
74	0.477	0.251	0.165	0.0516
75	0.477	0.251	0.165	0.0516
76	0.476	0.251	0.165	0.0516
77	0.475	0.251	0.164	0.0517
