Iteration	ValueMean	ValueStddev	DerivMean	DerivStddev
1	0.0141	0.676	0.523	0.309
2	0.0227	0.643	0.57	0.314
3	0.023	0.629	0.568	0.299
4	0.0223	0.621	0.564	0.285
5	0.0253	0.61	0.564	0.275
6	0.0249	0.603	0.564	0.266
7	0.0235	0.601	0.561	0.261
8	0.0224	0.6	0.56	0.258
9	0.0225	0.599	0.559	0.255
10	0.0217	0.598	0.558	0.252
11	0.0207	0.597	0.557	0.249
12	0.0206	0.598	0.555	0.247
13	0.0209	0.599	0.553	0.246
14	0.0211	0.599	0.551	0.243
15	0.0209	0.6	0.55	0.242
16	0.0205	0.6	0.549	0.239
17	0.0199	0.6	0.547	0.238
18	0.0192	0.601	0.546	0.238
19	0.0177	0.601	0.545	0.236
20	0.018	0.602	0.543	0.235
21	0.0178	0.603	0.541	0.235
22	0.018	0.604	0.541	0.234
23	0.0183	0.605	0.539	0.234
24	0.0197	0.605	0.538	0.233
25	0.0196	0.606	0.537	0.232
26	0.0201	0.607	0.536	0.233
27	0.0186	0.607	0.534	0.231
28	0.0188	0.608	0.533	0.23
29	0.019	0.608	0.532	0.23
30	0.0188	0.609	0.531	0.23
31	0.0191	0.609	0.53	0.229
32	0.0193	0.61	0.529	0.229
33	0.02	0.611	0.527	0.229
34	0.0202	0.611	0.527	0.228
35	0.0199	0.612	0.524	0.228
36	0.0202	0.613	0.523	0.228
37	0.0197	0.613	0.523	0.228
38	0.0198	0.614	0.523	0.227
39	0.0194	0.615	0.521	0.227
40	0.0188	0.616	0.52	0.227
41	0.0185	0.616	0.519	0.227
42	0.0201	0.617	0.518	0.227
43	0.0195	0.617	0.517	0.227
44	0.0188	0.618	0.517	0.226
45	0.0193	0.619	0.515	0.226
46	0.0195	0.62	0.514	0.226
47	0.0197	0.62	0.513	0.225
48	0.02	0.62	0.512	0.225
49	0.0207	0.622	0.511	0.225
50	0.0205	0.621	0.511	0.225
51	0.0198	0.622	0.51	0.225
52	0.0196	0.622	0.508	0.225
53	0.0204	0.624	0.507	0.225
54	0.0205	0.624	0.506	0.225
55	0.0209	0.625	0.506	0.224
56	0.0207	0.625	0.505	0.224
57	0.0206	0.626	0.504	0.224
58	0.0208	0.626	0.504	0.224
59	0.0209	0.627	0.502	0.223
60	0.0214	0.627	0.502	0.223
61	0.0213	0.627	0.501	0.223
62	0.0203	0.629	0.5	0.223
63	0.0208	0.629	0.5	0.223
64	0.0213	0.629	0.499	0.223
65	0.0219	0.63	0.498	0.223
66	0.0222	0.629	0.498	0.222
67	0.0216	0.63	0.497	0.222
68	0.0208	0.631	0.497	0.222
69	0.021	0.631	0.496	0.222
70	0.0208	0.632	0.495	0.222
71	0.0212	0.632	0.494	0.222
72	0.0215	0.633	0.494	0.222
73	0.0225	0.633	0.493	0.221
74	0.022	0.634	0.492	0.221
75	0.0218	0.633	0.492	0.221
76	0.0219	0.635	0.49	0.22
77	0.0217	0.635	0.49	0.22
78	0.0209	0.635	0.49	0.22
79	0.0222	0.636	0.489	0.22
80	0.022	0.636	0.489	0.22
81	0.0223	0.637	0.488	0.22
82	0.0219	0.637	0.488	0.22
83	0.0214	0.637	0.488	0.22
84	0.022	0.637	0.487	0.22
85	0.0212	0.637	0.486	0.219
86	0.0218	0.638	0.486	0.219
87	0.0222	0.638	0.485	0.219
88	0.0219	0.639	0.485	0.219
89	0.0217	0.639	0.484	0.219
90	0.0212	0.638	0.485	0.219
91	0.021	0.639	0.484	0.219
92	0.0215	0.64	0.483	0.219
93	0.0217	0.64	0.482	0.219
94	0.0214	0.64	0.482	0.219
95	0.0213	0.64	0.482	0.219
96	0.0214	0.64	0.482	0.218
97	0.0202	0.64	0.482	0.218
98	0.0207	0.64	0.481	0.218
99	0.0204	0.641	0.481	0.218
100	0.0212	0.641	0.48	0.218
101	0.0222	0.641	0.48	0.218
102	0.0226	0.642	0.479	0.218
103	0.0225	0.642	0.478	0.218
104	0.022	0.642	0.478	0.218
105	0.0218	0.642	0.478	0.217
106	0.022	0.643	0.477	0.218
107	0.0224	0.643	0.477	0.217
108	0.0229	0.644	0.476	0.217
