iteration	BLstm1_backward_c	BLstm1_backward_r	BLstm1_forward_c	BLstm1_forward_r	BLstm2_backward_c	BLstm2_backward_r	BLstm2_forward_c	BLstm2_forward_r	BLstm3_backward_c	BLstm3_backward_r	BLstm3_forward_c	BLstm3_forward_r
450	0.000321989	0.0	0.00031267	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
451	0.000368715	0.0	0.000290307	0.0	0.0	0.0	4.11644e-06	0.0	0.0	0.0	0.0	0.0
452	0.000342357	0.0	0.00028922	0.0	1.76473e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0
453	0.000321897	0.0	0.000298671	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
454	0.000334755	0.0	0.000279896	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.79666e-07	0.0
455	0.000309789	0.0	0.000315335	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.28435e-06	0.0
456	0.000315723	0.0	0.000303944	0.0	1.15862e-06	0.0	0.0	0.0	0.0	0.0	3.52562e-06	0.0
457	0.000345184	0.0	0.000327167	0.0	0.0	0.0	4.79155e-06	0.0	1.91662e-07	0.0	0.0	0.0
458	0.000360242	0.0	0.000321161	0.0	0.0	0.0	3.48247e-06	0.0	0.0	0.0	1.56554e-06	0.0
459	0.000328374	0.0	0.000273862	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.69829e-06	0.0
460	0.000369624	0.0	0.000305144	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
461	0.000371486	0.0	0.000291329	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
462	0.000307634	0.0	0.000277999	0.0	0.0	0.0	1.91196e-07	0.0	0.0	0.0	0.0	0.0
463	0.000342002	0.0	0.000277542	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
464	0.000313286	0.0	0.000277416	0.0	1.90795e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0
465	0.000304167	0.0	0.000275603	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
466	0.000357347	0.0	0.00029372	0.0	0.0	0.0	1.4797e-06	0.0	0.0	0.0	0.0	0.0
467	0.000342557	0.0	0.000336245	0.0	0.0	0.0	1.91266e-07	0.0	0.0	0.0	0.0	0.0
468	0.000369929	0.0	0.000308927	0.0	3.17135e-06	0.0	2.9848e-06	0.0	0.0	0.0	0.0	0.0
469	0.000361058	0.0	0.000307746	0.0	0.0	0.0	9.62308e-07	0.0	0.0	0.0	0.0	0.0
470	0.000396947	0.0	0.000347748	0.0	1.8636e-06	0.0	0.0	0.0	0.0	0.0	1.31947e-06	0.0
471	0.000370443	0.0	0.000306788	0.0	0.0	0.0	0.0	0.0	9.41646e-07	0.0	0.0	0.0
472	0.000353332	0.0	0.000321762	0.0	2.20259e-06	0.0	3.30388e-06	0.0	1.83549e-06	0.0	0.0	0.0
473	0.000340089	0.0	0.000290501	0.0	1.89994e-07	0.0	0.0	0.0	0.0	0.0	2.306e-06	0.0
474	0.000322659	0.0	0.000299824	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
475	0.000364972	0.0	0.000301097	0.0	0.0	0.0	1.29226e-06	0.0	1.84609e-07	0.0	0.0	0.0
476	0.000363415	0.0	0.000304982	0.0	0.0	0.0	2.63891e-06	0.0	0.0	0.0	0.0	0.0
477	0.000354005	0.0	0.000308238	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
478	0.000358745	0.0	0.000310029	0.0	3.17308e-06	0.0	0.0	0.0	0.0	0.0	1.89321e-06	0.0
479	0.000391321	0.0	0.000294687	0.0	0.0	0.0	1.91355e-07	0.0	0.0	0.0	3.87105e-07	0.0
480	0.000362539	0.0	0.000322928	0.0	0.0	0.0	9.4313e-07	0.0	0.0	0.0	0.0	0.0
481	0.000337195	0.0	0.000355206	0.0	1.8568e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
482	0.000358335	0.0	0.00033514	0.0	3.65275e-07	0.0	2.9222e-06	0.0	0.0	0.0	0.0	0.0
483	0.000352873	0.0	0.000326871	0.0	1.6715e-06	0.0	3.71445e-07	0.0	0.0	0.0	2.44876e-06	0.0
484	0.000367592	0.0	0.000298923	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.87762e-07	0.0
485	0.00037348	0.0	0.000330394	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
486	0.000408198	0.0	0.000350622	0.0	0.0	0.0	6.45883e-06	0.0	0.0	0.0	0.0	0.0
487	0.000352121	0.0	0.000325658	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.27831e-06	0.0
488	0.000417738	0.0	0.000347623	0.0	2.39867e-06	0.0	0.0	0.0	0.0	0.0	7.46537e-07	0.0
489	0.000397126	0.0	0.000313366	0.0	0.0	0.0	4.59212e-06	0.0	0.0	0.0	0.0	0.0
490	0.000377364	0.0	0.000311976	0.0	1.84711e-06	0.0	2.03182e-06	0.0	0.0	0.0	3.37219e-06	0.0
491	0.000396219	0.0	0.000369086	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
492	0.000411681	0.0	0.00033053	0.0	1.4822e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0
493	0.000416986	0.0	0.000351627	0.0	0.0	0.0	0.0	0.0	2.05412e-06	0.0	0.0	0.0
494	0.000389362	0.0	0.000316905	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
495	0.000343328	0.0	0.000330673	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
496	0.000371104	0.0	0.000312726	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
497	0.00038806	0.0	0.000337639	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
498	0.00038131	0.0	0.000329387	0.0	1.80289e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0
499	0.000389627	0.0	0.000333705	0.0	3.65503e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
500	0.000415395	0.0	0.000371906	0.0	0.0	0.0	0.0	0.0	7.21798e-07	0.0	5.47597e-07	0.0
501	0.000377619	0.0	0.000320202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
502	0.000410105	0.0	0.000362308	0.0	2.18917e-06	0.0	3.28376e-06	0.0	5.47293e-07	0.0	3.7006e-06	0.0
503	0.0004167	0.0	0.000360728	0.0	9.08636e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
504	0.000369319	0.0	0.00029514	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
505	0.000387861	0.0	0.000321178	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
506	0.000425131	0.0	0.000319339	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
507	0.000410375	0.0	0.000356279	0.0	3.22425e-06	0.0	2.32862e-06	0.0	0.0	0.0	5.45107e-06	0.0
508	0.000387505	0.0	0.000349308	0.0	0.0	0.0	5.35475e-07	0.0	0.0	0.0	3.07762e-06	0.0
509	0.000395993	0.0	0.000354634	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
510	0.000429078	0.0	0.000332132	0.0	0.0	0.0	2.48124e-06	0.0	0.0	0.0	2.51675e-06	0.0
511	0.000425257	0.0	0.000361902	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
512	0.000402324	0.0	0.000325877	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.07899e-06	0.0
513	0.000428686	0.0	0.000361364	0.0	3.0277e-06	0.0	5.34299e-07	0.0	0.0	0.0	0.0	0.0
514	0.000444072	0.0	0.000358584	0.0	0.0	0.0	2.68268e-06	0.0	0.0	0.0	0.0	0.0
515	0.000407834	0.0	0.000359329	0.0	0.0	0.0	5.34981e-07	0.0	0.0	0.0	0.0	0.0
516	0.000446894	0.0	0.000356916	0.0	0.0	0.0	3.52162e-07	0.0	0.0	0.0	0.0	0.0
517	0.000426449	0.0	0.000363082	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
518	0.000386395	0.0	0.000394729	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
519	0.00040958	0.0	0.00036934	0.0	1.92455e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0
520	0.00036677	0.0	0.000309044	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
521	0.000408794	0.0	0.000424097	0.0	6.68424e-06	0.0	0.0	0.0	0.0	0.0	1.0675e-06	0.0
522	0.00039303	0.0	0.000343194	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
523	0.000458833	0.0	0.000410174	0.0	0.0	0.0	1.75663e-07	0.0	0.0	0.0	1.06912e-06	0.0
524	0.000401692	0.0	0.000380948	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
525	0.000470694	0.0	0.00034707	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.32415e-06	0.0
526	0.000411362	0.0	0.000361808	0.0	2.10865e-06	0.0	0.0	0.0	0.0	0.0	3.74297e-06	0.0
527	0.000422479	0.0	0.000364804	0.0	0.0	0.0	1.60706e-06	0.0	1.24994e-06	0.0	0.0	0.0
528	0.000405017	0.0	0.000362094	0.0	2.23197e-06	0.0	1.7169e-07	0.0	0.0	0.0	3.48232e-07	0.0
529	0.000394404	0.0	0.000332248	0.0	0.0	0.0	4.50154e-06	0.0	0.0	0.0	5.26799e-06	0.0
530	0.000415785	0.0	0.000353675	0.0	2.48442e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0
531	0.000431358	0.0	0.000336203	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4246e-06	0.0
532	0.000406737	0.0	0.000365562	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
533	0.000421151	0.0	0.000349153	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.41407e-06	0.0
534	0.000403596	0.0	0.00038455	0.0	2.77029e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0
535	0.000434939	0.0	0.000365328	0.0	1.72732e-06	0.0	0.0	0.0	0.0	0.0	3.50414e-06	0.0
536	0.000428127	0.0	0.0004134	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.15398e-06	0.0
537	0.000411614	0.0	0.00037691	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
538	0.000420027	0.0	0.000342569	0.0	3.37507e-06	0.0	0.0	0.0	0.0	0.0	1.71162e-06	0.0
539	0.000384624	0.0	0.000339537	0.0	1.7341e-07	0.0	8.67052e-07	0.0	0.0	0.0	4.73571e-06	0.0
540	0.000400854	0.0	0.00036094	0.0	0.0	0.0	1.7204e-07	0.0	0.0	0.0	4.18772e-06	0.0
541	0.000404882	0.0	0.000354378	0.0	1.71197e-07	0.0	1.71197e-07	0.0	0.0	0.0	0.0	0.0
542	0.000448104	0.0	0.000405772	0.0	2.40916e-06	0.0	2.065e-06	0.0	0.0	0.0	2.43668e-06	0.0
543	0.000449323	0.0	0.000349454	0.0	1.70715e-07	0.0	0.0	0.0	0.0	0.0	3.11669e-06	0.0
544	0.000430012	0.0	0.000370624	0.0	1.70167e-06	0.0	1.19117e-06	0.0	0.0	0.0	4.83251e-06	0.0
545	0.000436123	0.0	0.00039878	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
546	0.000416075	0.0	0.00036771	0.0	7.7519e-06	0.0	0.0	0.0	0.0	0.0	5.98286e-06	0.0
547	0.000398982	0.0	0.000387705	0.0	0.0	0.0	1.19609e-06	0.0	0.0	0.0	1.5598e-06	0.0
548	0.000396491	0.0	0.00038992	0.0	5.1874e-07	0.0	0.0	0.0	0.0	0.0	2.97307e-06	0.0
549	0.000426947	0.0	0.0003993	0.0	1.65547e-07	0.0	0.0	0.0	0.0	0.0	1.67863e-07	0.0
550	0.000468003	0.0	0.000406634	0.0	0.0	0.0	2.37996e-06	0.0	0.0	0.0	0.0	0.0
551	0.000395057	0.0	0.00039815	0.0	0.0	0.0	3.43677e-07	0.0	0.0	0.0	2.25983e-06	0.0
552	0.000437222	0.0	0.00038716	0.0	3.46452e-07	0.0	2.42516e-06	0.0	0.0	0.0	3.33832e-06	0.0
553	0.000397068	0.0	0.000345234	0.0	0.0	0.0	0.0	0.0	1.64554e-07	0.0	0.0	0.0
554	0.000394653	0.0	0.000353833	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.98712e-07	0.0
555	0.000417444	0.0	0.000359786	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
556	0.000468836	0.0	0.000409035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
557	0.000405831	0.0	0.000385093	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.55107e-06	0.0
558	0.000427382	0.0	0.000373815	0.0	2.31226e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0
559	0.000428056	0.0	0.000373594	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.69824e-07	0.0
560	0.000455174	0.0	0.000375863	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
561	0.000443342	0.0	0.000397987	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
562	0.000454296	0.0	0.000365723	0.0	1.14288e-06	0.0	3.04769e-06	0.0	0.0	0.0	1.93359e-07	0.0
563	0.000454322	0.0	0.000378571	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0527e-06	0.0
564	0.00047701	0.0	0.00042666	0.0	3.75746e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
565	0.000456804	0.0	0.000406255	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
566	0.000445212	0.0	0.000370204	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.54469e-06	0.0
567	0.000447125	0.0	0.00042554	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.70783e-06	0.0
568	0.00046118	0.0	0.000412238	0.0	3.20002e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0
569	0.000435214	0.0	0.000379761	0.0	1.52975e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0
570	0.000451614	0.0	0.000396453	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
571	0.000467526	0.0	0.000394308	0.0	0.0	0.0	1.3347e-06	0.0	0.0	0.0	0.0	0.0
572	0.00047705	0.0	0.000387377	0.0	0.0	0.0	0.0	0.0	1.89984e-07	0.0	0.0	0.0
573	0.000483778	0.0	0.000413707	0.0	9.59878e-07	0.0	0.0	0.0	0.0	0.0	5.83103e-07	0.0
574	0.000462095	0.0	0.00034509	0.0	1.85134e-07	0.0	0.0	0.0	0.0	0.0	1.31538e-06	0.0
575	0.000482332	0.0	0.000410945	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.14729e-06	0.0
576	0.000453079	0.0	0.000374008	0.0	0.0	0.0	3.52663e-06	0.0	0.0	0.0	0.0	0.0
577	0.000490996	0.0	0.000419345	0.0	3.77109e-07	0.0	3.01687e-06	0.0	0.0	0.0	7.08117e-06	0.0
578	0.00047525	0.0	0.000389077	0.0	0.0	0.0	5.57151e-07	0.0	0.0	0.0	6.01782e-06	0.0
579	0.000407264	0.0	0.000395313	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
580	0.000437177	0.0	0.000394062	0.0	2.55766e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0
581	0.000469462	0.0	0.0004169	0.0	0.0	0.0	3.78141e-07	0.0	0.0	0.0	0.0	0.0
582	0.000461719	0.0	0.000368937	0.0	0.0	0.0	1.82642e-07	0.0	0.0	0.0	0.0	0.0
583	0.00045433	0.0	0.000382037	0.0	0.0	0.0	1.45677e-06	0.0	0.0	0.0	0.0	0.0
584	0.000526653	0.0	0.000405286	0.0	3.64465e-07	0.0	4.37359e-06	0.0	0.0	0.0	0.0	0.0
585	0.000471828	0.0	0.00039612	0.0	2.40634e-06	0.0	1.85103e-07	0.0	0.0	0.0	3.74869e-07	0.0
586	0.000460837	0.0	0.000399561	0.0	1.81289e-06	0.0	3.08192e-06	0.0	1.26902e-06	0.0	0.0	0.0
587	0.000456583	0.0	0.000420293	0.0	0.0	0.0	1.85151e-07	0.0	0.0	0.0	0.0	0.0
588	0.000454874	0.0	0.00042545	0.0	1.64478e-06	0.0	7.31014e-07	0.0	0.0	0.0	1.66542e-06	0.0
589	0.000460942	0.0	0.000369959	0.0	5.48088e-07	0.0	3.10583e-06	0.0	0.0	0.0	0.0	0.0
590	0.000493382	0.0	0.000378629	0.0	5.54362e-07	0.0	3.32617e-06	0.0	0.0	0.0	3.55511e-06	0.0
591	0.000505033	0.0	0.000433375	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
592	0.000454495	0.0	0.000420282	0.0	1.26049e-06	0.0	3.60139e-07	0.0	2.88111e-06	0.0	0.0	0.0
593	0.000482907	0.0	0.000440282	0.0	3.87507e-06	0.0	7.38108e-07	0.0	0.0	0.0	0.0	0.0
594	0.000458748	0.0	0.000461701	0.0	2.58449e-06	0.0	0.0	0.0	0.0	0.0	2.42999e-06	0.0
595	0.0005011	0.0	0.000394712	0.0	8.21177e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0
596	0.000478297	0.0	0.000398277	0.0	0.0	0.0	6.39435e-06	0.0	0.0	0.0	3.88497e-06	0.0
597	0.000489735	0.0	0.000392986	0.0	2.90428e-06	0.0	4.71946e-06	0.0	2.54125e-06	0.0	1.47033e-06	0.0
598	0.000534658	0.0	0.000460618	0.0	3.09261e-06	0.0	4.54796e-06	0.0	5.45755e-07	0.0	2.76982e-06	0.0
599	0.000531666	0.0	0.000427094	0.0	7.33839e-07	0.0	1.65114e-06	0.0	0.0	0.0	1.48608e-06	0.0
600	0.000525927	0.0	0.000469244	0.0	9.17208e-06	0.0	1.83442e-06	0.0	0.0	0.0	6.31561e-06	0.0
601	0.000514797	0.0	0.000407667	0.0	6.23888e-06	0.0	0.0	0.0	3.56508e-07	0.0	0.0	0.0
602	0.000512447	0.0	0.000476589	0.0	5.22194e-07	0.0	7.65885e-06	0.0	0.0	0.0	3.52549e-07	0.0
603	0.000515871	0.0	0.000463289	0.0	4.08575e-06	0.0	3.55283e-06	0.0	0.0	0.0	1.6188e-06	0.0
604	0.00048303	0.0	0.000409881	0.0	0.0	0.0	2.88268e-06	0.0	0.0	0.0	9.1445e-07	0.0
605	0.000492826	0.0	0.000451651	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
606	0.000500443	0.0	0.000406735	0.0	2.73466e-06	0.0	1.6408e-06	0.0	2.55235e-06	0.0	3.5074e-06	0.0
607	0.000496655	0.0	0.000418274	0.0	4.87625e-06	0.0	3.25083e-06	0.0	0.0	0.0	1.28323e-06	0.0
608	0.000524414	0.0	0.000473855	0.0	3.40645e-06	0.0	7.17148e-07	0.0	0.0	0.0	1.81519e-06	0.0
609	0.000582056	0.0	0.000492205	0.0	7.90691e-06	0.0	3.05494e-06	0.0	0.0	0.0	2.3652e-06	0.0
610	0.000514937	0.0	0.000494071	0.0	5.08042e-06	0.0	0.0	0.0	0.0	0.0	1.84179e-07	0.0
611	0.000502348	0.0	0.000444719	0.0	0.0	0.0	1.81222e-06	0.0	1.08733e-06	0.0	0.0	0.0
612	0.000523298	0.0	0.000420366	0.0	6.65819e-06	0.0	1.61956e-06	0.0	0.0	0.0	2.73314e-06	0.0
613	0.000509982	0.0	0.000446454	0.0	1.07051e-05	0.0	3.50986e-07	0.0	3.50986e-07	0.0	0.0	0.0
614	0.000542758	0.0	0.000451221	0.0	1.97432e-06	0.0	2.1538e-06	0.0	0.0	0.0	0.0	0.0
615	0.000517135	0.0	0.000458735	0.0	1.05862e-06	0.0	0.0	0.0	0.0	0.0	1.07188e-06	0.0
616	0.000544541	0.0	0.000457082	0.0	1.06011e-06	0.0	7.06737e-07	0.0	1.59016e-06	0.0	0.0	0.0
617	0.000541669	0.0	0.000433717	0.0	0.0	0.0	0.0	0.0	6.94225e-07	0.0	7.20405e-06	0.0
618	0.000528487	0.0	0.000438723	0.0	4.32595e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0
619	0.000469471	0.0	0.000414827	0.0	3.21433e-06	0.0	0.0	0.0	1.78574e-07	0.0	0.0	0.0
620	0.000523019	0.0	0.000440296	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.80133e-06	0.0
621	0.000525043	0.0	0.000445564	0.0	1.04348e-06	0.0	0.0	0.0	0.0	0.0	7.04491e-07	0.0
622	0.000501355	0.0	0.000441839	0.0	1.59893e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0
623	0.00055977	0.0	0.000464611	0.0	4.61593e-06	0.0	1.06521e-06	0.0	0.0	0.0	0.0	0.0
624	0.000556971	0.0	0.000492097	0.0	7.03246e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
625	0.000480792	0.0	0.000438847	0.0	6.11695e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0
626	0.000501257	0.0	0.000428164	0.0	1.58514e-06	0.0	0.0	0.0	0.0	0.0	9.452e-06	0.0
627	0.000500424	0.0	0.000425065	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
628	0.000506806	0.0	0.000414771	0.0	1.22713e-06	0.0	1.75305e-07	0.0	0.0	0.0	0.0	0.0
629	0.0005296	0.0	0.000416441	0.0	8.45737e-07	0.0	1.01488e-06	0.0	0.0	0.0	0.0	0.0
630	0.00054857	0.0	0.000463332	0.0	0.0	0.0	0.0	0.0	1.36929e-06	0.0	0.0	0.0
631	0.000522378	0.0	0.000441225	0.0	1.5344e-06	0.0	0.0	0.0	0.0	0.0	1.03831e-06	0.0
632	0.000489104	0.0	0.000440981	0.0	1.57493e-06	0.0	3.49985e-07	0.0	0.0	0.0	4.25208e-06	0.0
633	0.00052484	0.0	0.000448637	0.0	2.45253e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0
634	0.000530944	0.0	0.000433449	0.0	5.27953e-07	0.0	0.0	0.0	2.63976e-06	0.0	4.46555e-06	0.0
635	0.000535533	0.0	0.000434441	0.0	1.35922e-06	0.0	0.0	0.0	0.0	0.0	2.40873e-06	0.0
636	0.000526379	0.0	0.000449209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.09765e-06	0.0
637	0.000526281	0.0	0.000465456	0.0	6.93159e-07	0.0	0.0	0.0	0.0	0.0	1.23136e-06	0.0
638	0.000546938	0.0	0.000469565	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.26325e-06	0.0
639	0.000514483	0.0	0.000424178	0.0	0.0	0.0	5.16031e-07	0.0	0.0	0.0	0.0	0.0
640	0.000558728	0.0	0.000446016	0.0	1.66735e-07	0.0	0.0	0.0	0.0	0.0	8.46286e-07	0.0
641	0.000588957	0.0	0.000469718	0.0	7.58165e-06	0.0	4.13545e-06	0.0	0.0	0.0	0.0	0.0
642	0.000483881	0.0	0.000414998	0.0	1.70081e-07	0.0	0.0	0.0	1.19057e-06	0.0	5.6835e-06	0.0
643	0.000536771	0.0	0.000420941	0.0	3.37698e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
644	0.000590933	0.0	0.000480621	0.0	2.37595e-06	0.0	6.78843e-07	0.0	0.0	0.0	1.89037e-06	0.0
645	0.00058085	0.0	0.000473056	0.0	1.71646e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
646	0.000543862	0.0	0.000466143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
647	0.000524817	0.0	0.000431643	0.0	1.90151e-06	0.0	2.24724e-06	0.0	0.0	0.0	2.9756e-06	0.0
648	0.000520312	0.0	0.000519634	0.0	5.0878e-07	0.0	6.78373e-07	0.0	0.0	0.0	8.58592e-07	0.0
649	0.000556084	0.0	0.000449568	0.0	1.66692e-06	0.0	2.33369e-06	0.0	0.0	0.0	0.0	0.0
650	0.000533074	0.0	0.000430547	0.0	7.60087e-06	0.0	0.0	0.0	0.0	0.0	4.27593e-06	0.0
651	0.000552093	0.0	0.000485269	0.0	4.20802e-06	0.0	0.0	0.0	0.0	0.0	6.13501e-06	0.0
652	0.000601046	0.0	0.000500198	0.0	2.02032e-06	0.0	2.69376e-06	0.0	0.0	0.0	1.36716e-06	0.0
653	0.000589134	0.0	0.000495262	0.0	0.0	0.0	2.52342e-06	0.0	0.0	0.0	0.0	0.0
654	0.000546604	0.0	0.00046488	0.0	1.16511e-06	0.0	0.0	0.0	0.0	0.0	3.03336e-06	0.0
655	0.000576313	0.0	0.000476289	0.0	1.84608e-06	0.0	0.0	0.0	0.0	0.0	2.38497e-06	0.0
656	0.000585523	0.0	0.000477677	0.0	0.0	0.0	3.22182e-06	0.0	0.0	0.0	0.0	0.0
657	0.000571083	0.0	0.000477721	0.0	2.51874e-06	0.0	1.67916e-06	0.0	0.0	0.0	0.0	0.0
658	0.000566458	0.0	0.000530759	0.0	1.86112e-06	0.0	0.0	0.0	0.0	0.0	3.6065e-06	0.0
659	0.000572001	0.0	0.000497969	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
660	0.00060959	0.0	0.000541026	0.0	8.50669e-06	0.0	0.0	0.0	0.0	0.0	1.67114e-05	0.0
661	0.000539998	0.0	0.00047925	0.0	0.0	0.0	1.64183e-07	0.0	0.0	0.0	6.16613e-06	0.0
662	0.000604591	0.0	0.000538939	0.0	4.96109e-07	0.0	0.0	0.0	1.81907e-06	0.0	0.0	0.0
663	0.000566996	0.0	0.000510594	0.0	3.80423e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0
664	0.000572476	0.0	0.000500958	0.0	0.0	0.0	4.13878e-06	0.0	0.0	0.0	1.3444e-06	0.0
665	0.000531486	0.0	0.00050738	0.0	1.15576e-06	0.0	0.0	0.0	0.0	0.0	3.00922e-06	0.0
666	0.000587211	0.0	0.000543782	0.0	4.3263e-06	0.0	2.49594e-06	0.0	2.49594e-06	0.0	0.0	0.0
667	0.000563531	0.0	0.000477397	0.0	2.49423e-06	0.0	0.0	0.0	0.0	0.0	5.73863e-06	0.0
668	0.000585052	0.0	0.00050932	0.0	3.4128e-06	0.0	3.25029e-06	0.0	0.0	0.0	1.80989e-06	0.0
669	0.000518834	0.0	0.000452346	0.0	2.61377e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0
670	0.000575154	0.0	0.000493364	0.0	1.63908e-06	0.0	0.0	0.0	0.0	0.0	6.98817e-06	0.0
671	0.000574896	0.0	0.000533058	0.0	4.75799e-06	0.0	0.0	0.0	0.0	0.0	4.81799e-06	0.0
672	0.000570699	0.0	0.000506814	0.0	4.43421e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0
673	0.000566561	0.0	0.00045993	0.0	2.13921e-06	0.0	0.0	0.0	0.0	0.0	4.17588e-06	0.0
674	0.000601839	0.0	0.000508324	0.0	0.0	0.0	2.11058e-06	0.0	0.0	0.0	3.288e-06	0.0
675	0.000582486	0.0	0.000450847	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.11909e-06	0.0
676	0.000567733	0.0	0.000504254	0.0	8.13838e-07	0.0	1.62768e-07	0.0	0.0	0.0	0.0	0.0
677	0.000596066	0.0	0.000485908	0.0	3.29926e-06	0.0	1.83292e-07	0.0	0.0	0.0	0.0	0.0
678	0.000590223	0.0	0.000520162	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
679	0.000586847	0.0	0.000492857	0.0	7.27196e-07	0.0	2.54519e-06	0.0	0.0	0.0	0.0	0.0
680	0.000534216	0.0	0.000504478	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.82642e-07	0.0
