iteration	BLstm1_backward_c	BLstm1_backward_r	BLstm1_forward_c	BLstm1_forward_r	BLstm2_backward_c	BLstm2_backward_r	BLstm2_forward_c	BLstm2_forward_r	BLstm3_backward_c	BLstm3_backward_r	BLstm3_forward_c	BLstm3_forward_r
208	0.000101363	0.0	9.2744e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
209	0.000110897	0.0	9.72201e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
210	8.48292e-05	0.0	0.000110316	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
211	6.36576e-05	0.0	0.000107813	0.0	9.19907e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
212	0.000103328	0.0	0.000100093	0.0	5.32815e-06	0.0	5.13786e-06	0.0	0.0	0.0	0.0	0.0
213	8.19166e-05	0.0	0.000113557	0.0	5.82345e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
214	0.000101178	0.0	9.10603e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
215	8.40362e-05	0.0	0.000113373	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.83106e-07	0.0
216	8.82733e-05	0.0	0.000117389	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.68916e-06	0.0
217	0.000113377	0.0	9.66494e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
218	0.000102984	0.0	0.000113463	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
219	9.01648e-05	0.0	9.35816e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.49741e-06	0.0
220	0.00011608	0.0	0.000123794	0.0	2.38773e-06	0.0	0.0	0.0	0.0	0.0	7.46449e-07	0.0
221	9.34754e-05	0.0	0.000117522	0.0	4.15848e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0
222	9.74431e-05	0.0	0.0001119	0.0	0.0	0.0	0.0	0.0	7.51006e-07	0.0	0.0	0.0
223	0.000111142	0.0	0.000120329	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.49108e-07	0.0
224	0.000111831	0.0	0.000106286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
225	0.000116433	0.0	9.93986e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.46269e-06	0.0
226	9.56919e-05	0.0	0.000115956	0.0	0.0	0.0	1.50105e-06	0.0	0.0	0.0	0.0	0.0
227	0.000112925	0.0	0.000129164	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
228	0.000106526	0.0	0.000125052	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
229	0.000124693	0.0	0.000111807	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
230	0.000109385	0.0	0.000135027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.25856e-07	0.0
231	9.65496e-05	0.0	0.000111706	0.0	1.87112e-06	0.0	0.0	0.0	1.87112e-07	0.0	0.0	0.0
232	0.000105879	0.0	0.000125628	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.08777e-06	0.0
233	0.000114124	0.0	0.000127172	0.0	0.0	0.0	1.83775e-07	0.0	0.0	0.0	1.85997e-07	0.0
234	0.000108611	0.0	0.000134081	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
235	0.000108824	0.0	0.000131276	0.0	0.0	0.0	1.81071e-07	0.0	0.0	0.0	0.0	0.0
236	0.000131605	0.0	0.00013325	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
237	0.00011519	0.0	0.000127014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
238	9.19292e-05	0.0	0.00013151	0.0	0.0	0.0	5.47198e-07	0.0	0.0	0.0	5.55937e-07	0.0
239	0.000105956	0.0	0.000132445	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.37684e-06	0.0
240	0.000132322	0.0	0.000140479	0.0	1.08758e-06	0.0	5.43789e-07	0.0	0.0	0.0	0.0	0.0
241	9.91253e-05	0.0	0.000148688	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
242	0.000112625	0.0	0.000104999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
243	0.000105223	0.0	0.000129546	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
244	0.000108533	0.0	0.000125884	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
245	0.000104304	0.0	0.000109784	0.0	1.7127e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
246	0.000127072	0.0	0.000153456	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
247	0.00012493	0.0	0.000132615	0.0	0.0	0.0	4.28945e-06	0.0	0.0	0.0	4.17673e-06	0.0
248	0.000130261	0.0	0.000143036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
249	0.000106104	0.0	0.000135418	0.0	1.79837e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
250	0.000118113	0.0	0.000126638	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
251	0.00015184	0.0	0.000134888	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
252	0.000118397	0.0	0.000122686	0.0	0.0	0.0	1.71589e-07	0.0	0.0	0.0	0.0	0.0
253	0.000110832	0.0	0.000130453	0.0	0.0	0.0	0.0	0.0	8.83831e-07	0.0	0.0	0.0
254	0.000120554	0.0	0.000110434	0.0	4.6162e-06	0.0	0.0	0.0	5.50393e-06	0.0	0.0	0.0
255	0.000138043	0.0	0.000159213	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
256	0.000132735	0.0	0.000133452	0.0	0.0	0.0	2.50782e-06	0.0	0.0	0.0	0.0	0.0
257	0.000111968	0.0	0.000133759	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
258	0.00012797	0.0	0.000154332	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
259	0.000131021	0.0	0.00014946	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
260	0.000151231	0.0	0.000150368	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
261	0.000154225	0.0	0.00014609	0.0	8.65462e-07	0.0	0.0	0.0	0.0	0.0	1.05109e-06	0.0
262	0.000138732	0.0	0.000126152	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
263	0.000122127	0.0	0.000135131	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
264	0.000133189	0.0	0.000115153	0.0	2.42793e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0
265	0.000146709	0.0	0.000106541	0.0	0.0	0.0	1.72396e-07	0.0	0.0	0.0	0.0	0.0
266	0.000118662	0.0	0.0001313	0.0	1.75535e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0
267	0.000147558	0.0	0.000176371	0.0	0.0	0.0	0.0	0.0	2.27012e-06	0.0	0.0	0.0
268	0.000136175	0.0	0.000137919	0.0	0.0	0.0	8.71801e-07	0.0	0.0	0.0	0.0	0.0
269	0.000155366	0.0	0.000130689	0.0	0.0	0.0	1.73788e-07	0.0	0.0	0.0	0.0	0.0
270	0.000137515	0.0	0.000138407	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
271	0.000113395	0.0	0.000135547	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
272	0.000168906	0.0	0.000153393	0.0	8.71548e-07	0.0	1.7431e-07	0.0	0.0	0.0	0.0	0.0
273	0.000132196	0.0	0.000196829	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
274	0.00016934	0.0	0.000177798	0.0	0.0	0.0	2.70673e-06	0.0	3.55259e-06	0.0	0.0	0.0
275	0.000163016	0.0	0.000142618	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.92427e-06	0.0
276	0.000151846	0.0	0.00015992	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.21689e-06	0.0
277	0.000128995	0.0	0.000160766	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
278	0.000143052	0.0	0.000144066	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
279	0.000167947	0.0	0.000177617	0.0	3.39288e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0
280	0.000137791	0.0	0.000152622	0.0	0.0	0.0	2.2419e-06	0.0	0.0	0.0	2.62823e-06	0.0
281	0.000147056	0.0	0.000166492	0.0	0.0	0.0	3.43992e-06	0.0	0.0	0.0	0.0	0.0
282	0.000183555	0.0	0.000187432	0.0	0.0	0.0	6.57359e-06	0.0	0.0	0.0	0.0	0.0
283	0.000150836	0.0	0.000166785	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.72388e-06	0.0
284	0.000124474	0.0	0.000135636	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
285	0.000166581	0.0	0.000179804	0.0	5.15198e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0
286	0.000150823	0.0	0.000136117	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
287	0.000153473	0.0	0.000163898	0.0	5.12717e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
288	0.000163342	0.0	0.000173947	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.84669e-06	0.0
289	0.000141608	0.0	0.000165981	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
290	0.000151385	0.0	0.000163255	0.0	0.0	0.0	1.72028e-07	0.0	0.0	0.0	0.0	0.0
291	0.000194196	0.0	0.000193682	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
292	0.000172925	0.0	0.000191587	0.0	1.71213e-06	0.0	1.71213e-06	0.0	0.0	0.0	1.73952e-06	0.0
293	0.000193048	0.0	0.000166316	0.0	0.0	0.0	3.72223e-06	0.0	0.0	0.0	7.19111e-06	0.0
294	0.000156655	0.0	0.000166436	0.0	0.0	0.0	0.0	0.0	8.28864e-07	0.0	0.0	0.0
295	0.000162412	0.0	0.000159598	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
296	0.000186319	0.0	0.000176486	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.68648e-06	0.0
297	0.000174206	0.0	0.00021088	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
298	0.000197668	0.0	0.000177885	0.0	3.38184e-07	0.0	1.86001e-06	0.0	0.0	0.0	2.06157e-06	0.0
299	0.000180333	0.0	0.000162167	0.0	2e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0
300	0.000171012	0.0	0.000170678	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
301	0.00013441	0.0	0.000150486	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
302	0.000152361	0.0	0.000175736	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
303	0.000212665	0.0	0.000219945	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
304	0.000168292	0.0	0.000181986	0.0	8.24959e-07	0.0	0.0	0.0	0.0	0.0	2.84986e-06	0.0
305	0.000163568	0.0	0.000184055	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
306	0.000116292	0.0	0.000156692	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
307	0.000183223	0.0	0.00018484	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.79348e-06	0.0
308	0.000177728	0.0	0.000183725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.41819e-06	0.0
309	0.000186242	0.0	0.000154703	0.0	0.0	0.0	7.98466e-07	0.0	0.0	0.0	0.0	0.0
310	0.000169536	0.0	0.000170322	0.0	7.858e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
311	0.000171149	0.0	0.000188126	0.0	3.94808e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
312	0.000187883	0.0	0.000195334	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
313	0.00017982	0.0	0.000183695	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
314	0.000210475	0.0	0.000205237	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
315	0.000200564	0.0	0.000195691	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
316	0.000186671	0.0	0.00018354	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
317	0.000224135	0.0	0.000184755	0.0	0.0	0.0	3.13476e-06	0.0	0.0	0.0	0.0	0.0
318	0.00020857	0.0	0.000222368	0.0	0.0	0.0	2.99957e-06	0.0	0.0	0.0	4.05276e-06	0.0
319	0.000199055	0.0	0.000184145	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
320	0.000174946	0.0	0.000183546	0.0	0.0	0.0	3.12752e-06	0.0	0.0	0.0	0.0	0.0
321	0.000196637	0.0	0.000186786	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
322	0.00016024	0.0	0.000190162	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
323	0.000198838	0.0	0.000208731	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
324	0.000156155	0.0	0.000180608	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
325	0.000198246	0.0	0.000196888	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
326	0.000158879	0.0	0.00019449	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
327	0.000204863	0.0	0.000230471	0.0	1.93999e-07	0.0	6.78998e-06	0.0	0.0	0.0	0.0	0.0
328	0.000195456	0.0	0.000204782	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
329	0.000231388	0.0	0.000189527	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
330	0.000236453	0.0	0.000211945	0.0	0.0	0.0	1.76457e-06	0.0	0.0	0.0	0.0	0.0
331	0.000179594	0.0	0.000220428	0.0	0.0	0.0	1.93528e-07	0.0	0.0	0.0	0.0	0.0
332	0.000205422	0.0	0.000216995	0.0	1.92884e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
333	0.000196122	0.0	0.000202168	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
334	0.0001707	0.0	0.000188885	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
335	0.000182396	0.0	0.000207049	0.0	0.0	0.0	2.11864e-06	0.0	0.0	0.0	0.0	0.0
336	0.000209525	0.0	0.000184784	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.79386e-07	0.0
337	0.000229656	0.0	0.000177435	0.0	0.0	0.0	1.16478e-06	0.0	1.55304e-06	0.0	0.0	0.0
338	0.000204852	0.0	0.000194169	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.31865e-06	0.0
339	0.000178162	0.0	0.000183363	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
340	0.000191991	0.0	0.000186642	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.35517e-06	0.0
341	0.000191595	0.0	0.000191784	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
342	0.000244949	0.0	0.00025244	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
343	0.000224587	0.0	0.000190357	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
344	0.000196036	0.0	0.000203612	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.22306e-06	0.0
345	0.000223995	0.0	0.000202251	0.0	0.0	0.0	3.74887e-07	0.0	0.0	0.0	0.0	0.0
346	0.000217928	0.0	0.000194899	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.58967e-07	0.0
347	0.000223744	0.0	0.00023612	0.0	3.09412e-06	0.0	0.0	0.0	0.0	0.0	3.1356e-06	0.0
348	0.000221111	0.0	0.000224996	0.0	0.0	0.0	1.8503e-07	0.0	0.0	0.0	2.25018e-06	0.0
349	0.000232566	0.0	0.000219315	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
350	0.000237846	0.0	0.000210562	0.0	0.0	0.0	4.89241e-06	0.0	0.0	0.0	0.0	0.0
351	0.000205874	0.0	0.000185435	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.88286e-07	0.0
352	0.000238571	0.0	0.000220646	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
353	0.000233119	0.0	0.000219229	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.23346e-06	0.0
354	0.000229906	0.0	0.000199277	0.0	0.0	0.0	1.12058e-06	0.0	0.0	0.0	3.02791e-06	0.0
355	0.000226071	0.0	0.000225886	0.0	0.0	0.0	3.14501e-06	0.0	0.0	0.0	0.0	0.0
356	0.000188946	0.0	0.000195345	0.0	0.0	0.0	0.0	0.0	1.88193e-07	0.0	0.0	0.0
357	0.000204397	0.0	0.000252892	0.0	0.0	0.0	0.0	0.0	3.78864e-07	0.0	3.26328e-06	0.0
358	0.000228674	0.0	0.000263661	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
359	0.00020995	0.0	0.00022968	0.0	5.02541e-06	0.0	0.0	0.0	0.0	0.0	1.32038e-06	0.0
360	0.000205286	0.0	0.000225378	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
361	0.000239853	0.0	0.000209778	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
362	0.000245187	0.0	0.000206981	0.0	0.0	0.0	3.70933e-07	0.0	0.0	0.0	0.0	0.0
363	0.000223835	0.0	0.000214773	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
364	0.000251501	0.0	0.000231616	0.0	0.0	0.0	0.0	0.0	3.78766e-07	0.0	0.0	0.0
365	0.000229729	0.0	0.000195433	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
366	0.000212845	0.0	0.000213582	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
367	0.000235607	0.0	0.000217585	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
368	0.000208234	0.0	0.00022045	0.0	0.0	0.0	9.39686e-07	0.0	2.44318e-06	0.0	0.0	0.0
369	0.00023959	0.0	0.000210861	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
370	0.000259663	0.0	0.000232223	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
371	0.000249314	0.0	0.000229814	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
372	0.000257681	0.0	0.000232774	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
373	0.000245904	0.0	0.00020792	0.0	0.0	0.0	0.0	0.0	2.34023e-06	0.0	0.0	0.0
374	0.00024563	0.0	0.000209989	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
375	0.000247851	0.0	0.00023759	0.0	0.0	0.0	3.36129e-06	0.0	0.0	0.0	2.33098e-06	0.0
376	0.000237777	0.0	0.000204017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
377	0.000247413	0.0	0.00025422	0.0	3.58309e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
378	0.000272855	0.0	0.000246218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
379	0.00026	0.0	0.000270285	0.0	0.0	0.0	0.0	0.0	3.60861e-07	0.0	0.0	0.0
380	0.000252429	0.0	0.000222785	0.0	3.6824e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
381	0.000290312	0.0	0.000246885	0.0	0.0	0.0	2.03274e-06	0.0	0.0	0.0	1.31085e-06	0.0
382	0.000244259	0.0	0.000247728	0.0	4.19878e-06	0.0	3.65111e-07	0.0	0.0	0.0	0.0	0.0
383	0.000260285	0.0	0.000219643	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
384	0.000259746	0.0	0.000236431	0.0	2.1858e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0
385	0.00022974	0.0	0.000233415	0.0	1.74974e-07	0.0	1.74974e-07	0.0	0.0	0.0	1.77299e-07	0.0
386	0.00024418	0.0	0.00021956	0.0	0.0	0.0	1.65359e-06	0.0	0.0	0.0	0.0	0.0
387	0.000282555	0.0	0.000253827	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
388	0.000269841	0.0	0.000209517	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
389	0.000251003	0.0	0.000242228	0.0	1.82814e-07	0.0	0.0	0.0	0.0	0.0	5.55764e-06	0.0
390	0.000250106	0.0	0.000243332	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
391	0.000243954	0.0	0.000216397	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
392	0.000245301	0.0	0.00023625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1007e-06	0.0
393	0.000239414	0.0	0.000239945	0.0	0.0	0.0	1.59255e-06	0.0	0.0	0.0	1.61392e-06	0.0
394	0.000249968	0.0	0.000228649	0.0	1.95426e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0
395	0.000256397	0.0	0.000226612	0.0	7.17695e-07	0.0	0.0	0.0	0.0	0.0	6.90883e-06	0.0
396	0.000295316	0.0	0.000237753	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.94424e-06	0.0
397	0.000239992	0.0	0.000250372	0.0	1.96862e-06	0.0	3.93724e-06	0.0	0.0	0.0	1.6322e-06	0.0
398	0.000278514	0.0	0.000267214	0.0	0.0	0.0	1.73854e-07	0.0	0.0	0.0	6.34368e-06	0.0
399	0.000273433	0.0	0.00023127	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
400	0.000244878	0.0	0.000234945	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
401	0.000314573	0.0	0.000268286	0.0	1.74666e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
402	0.000278645	0.0	0.000204705	0.0	3.42315e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
403	0.000267007	0.0	0.00025448	0.0	0.0	0.0	5.14795e-07	0.0	8.57992e-07	0.0	6.08608e-06	0.0
404	0.000303787	0.0	0.000302565	0.0	1.04694e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0
405	0.000281317	0.0	0.000253115	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
406	0.000297874	0.0	0.000255798	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
407	0.000291705	0.0	0.000212619	0.0	0.0	0.0	1.20611e-06	0.0	0.0	0.0	0.0	0.0
408	0.000293771	0.0	0.000265136	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
409	0.000256357	0.0	0.000238874	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.92958e-06	0.0
410	0.00032314	0.0	0.000284041	0.0	4.38335e-06	0.0	1.22734e-06	0.0	0.0	0.0	0.0	0.0
411	0.000276735	0.0	0.000259115	0.0	0.0	0.0	1.72743e-06	0.0	0.0	0.0	0.0	0.0
412	0.000283639	0.0	0.000259066	0.0	0.0	0.0	1.22863e-06	0.0	0.0	0.0	7.11417e-07	0.0
413	0.000285755	0.0	0.000264897	0.0	3.47634e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
414	0.000290508	0.0	0.000262519	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
415	0.000269927	0.0	0.000278551	0.0	0.0	0.0	2.58716e-06	0.0	0.0	0.0	2.79636e-06	0.0
416	0.000298717	0.0	0.000291872	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.02362e-06	0.0
417	0.000268646	0.0	0.000276297	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
418	0.000310365	0.0	0.000263593	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
419	0.000272867	0.0	0.000231205	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
420	0.000293212	0.0	0.000262578	0.0	4.90145e-06	0.0	0.0	0.0	0.0	0.0	2.66076e-06	0.0
421	0.000268578	0.0	0.000258772	0.0	0.0	0.0	6.64796e-07	0.0	1.82819e-06	0.0	3.36821e-06	0.0
422	0.000329302	0.0	0.000263512	0.0	0.0	0.0	1.05546e-06	0.0	0.0	0.0	0.0	0.0
423	0.000304439	0.0	0.000272275	0.0	0.0	0.0	3.09599e-06	0.0	1.20399e-06	0.0	4.5321e-06	0.0
424	0.000312721	0.0	0.000278922	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.82467e-06	0.0
425	0.000292158	0.0	0.000263969	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
426	0.000261451	0.0	0.000267978	0.0	1.03069e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0
427	0.000309493	0.0	0.000269198	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
428	0.000305077	0.0	0.000292542	0.0	0.0	0.0	1.95354e-06	0.0	0.0	0.0	0.0	0.0
429	0.00034678	0.0	0.000313291	0.0	2.00935e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0
430	0.00030165	0.0	0.000260523	0.0	0.0	0.0	0.0	0.0	1.69943e-07	0.0	2.06653e-06	0.0
431	0.00034457	0.0	0.000289543	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
432	0.000298241	0.0	0.000269885	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
433	0.000279208	0.0	0.00027079	0.0	0.0	0.0	2.40524e-06	0.0	2.00437e-07	0.0	1.6263e-06	0.0
434	0.000317021	0.0	0.000238068	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
435	0.000289668	0.0	0.000295764	0.0	5.3096e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0
436	0.000348615	0.0	0.0003044	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.9806e-07	0.0
437	0.000306927	0.0	0.000305747	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
438	0.000306192	0.0	0.000297264	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
439	0.00029915	0.0	0.000275265	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
440	0.00031019	0.0	0.000270108	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.19535e-06	0.0
441	0.000327921	0.0	0.000279333	0.0	1.93578e-06	0.0	2.51652e-06	0.0	0.0	0.0	1.76727e-06	0.0
442	0.000328921	0.0	0.000266967	0.0	3.90875e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
443	0.000340093	0.0	0.000303479	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
444	0.000298793	0.0	0.000267737	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
445	0.000318337	0.0	0.000257976	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.09523e-06	0.0
446	0.000310793	0.0	0.000279909	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
447	0.000326422	0.0	0.000296373	0.0	2.55324e-06	0.0	0.0	0.0	0.0	0.0	7.96869e-07	0.0
448	0.00033806	0.0	0.000297745	0.0	0.0	0.0	0.0	0.0	9.83306e-07	0.0	1.9948e-06	0.0
449	0.000361434	0.0	0.000319302	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.38101e-06	0.0
