Iteration	ValueMean	ValueStddev	DerivMean	DerivStddev
5	0.517	0.262	0.166	0.0664
6	0.489	0.255	0.173	0.0633
7	0.482	0.246	0.174	0.0589
8	0.478	0.242	0.175	0.0572
9	0.475	0.241	0.175	0.0566
10	0.473	0.239	0.176	0.0557
11	0.471	0.237	0.176	0.0549
12	0.47	0.236	0.176	0.0546
13	0.469	0.235	0.176	0.054
14	0.468	0.235	0.175	0.0537
15	0.466	0.234	0.175	0.0535
16	0.464	0.234	0.175	0.0532
17	0.463	0.233	0.175	0.0529
18	0.463	0.233	0.175	0.0528
19	0.462	0.234	0.174	0.0527
20	0.462	0.234	0.174	0.0526
21	0.461	0.234	0.174	0.0524
22	0.461	0.233	0.173	0.0522
23	0.46	0.233	0.173	0.052
24	0.46	0.233	0.173	0.0518
25	0.459	0.232	0.173	0.0515
26	0.459	0.232	0.173	0.0515
27	0.459	0.232	0.172	0.0513
28	0.458	0.232	0.172	0.0514
29	0.458	0.233	0.172	0.0514
30	0.457	0.232	0.172	0.0511
31	0.457	0.232	0.172	0.051
32	0.456	0.232	0.171	0.051
33	0.456	0.232	0.171	0.0511
34	0.456	0.232	0.171	0.051
35	0.455	0.232	0.171	0.0509
36	0.455	0.233	0.171	0.0509
37	0.455	0.232	0.17	0.0508
38	0.455	0.232	0.17	0.0509
39	0.456	0.233	0.17	0.0508
40	0.456	0.233	0.17	0.0507
41	0.455	0.232	0.17	0.0507
42	0.456	0.233	0.169	0.0507
43	0.456	0.233	0.169	0.0506
44	0.455	0.233	0.169	0.0507
45	0.455	0.233	0.169	0.0507
46	0.455	0.233	0.169	0.0507
47	0.455	0.233	0.169	0.0506
48	0.454	0.233	0.169	0.0506
49	0.455	0.233	0.168	0.0506
50	0.455	0.233	0.168	0.0505
51	0.455	0.233	0.168	0.0505
52	0.455	0.233	0.168	0.0505
53	0.454	0.233	0.168	0.0504
54	0.455	0.233	0.168	0.0503
55	0.455	0.234	0.168	0.0505
56	0.454	0.234	0.168	0.0505
57	0.453	0.234	0.168	0.0505
58	0.454	0.234	0.168	0.0504
59	0.453	0.234	0.167	0.0503
60	0.453	0.234	0.167	0.0504
61	0.453	0.234	0.167	0.0503
62	0.453	0.234	0.167	0.0503
63	0.453	0.234	0.167	0.0505
64	0.454	0.234	0.167	0.0504
65	0.454	0.234	0.167	0.0504
66	0.454	0.234	0.167	0.0503
67	0.455	0.234	0.167	0.0502
68	0.453	0.234	0.167	0.0503
69	0.452	0.234	0.167	0.0503
70	0.454	0.234	0.167	0.0503
71	0.453	0.234	0.167	0.0503
72	0.453	0.235	0.167	0.0504
73	0.454	0.235	0.166	0.0503
74	0.453	0.235	0.166	0.0503
75	0.453	0.235	0.166	0.0504
76	0.454	0.235	0.166	0.0503
77	0.454	0.235	0.166	0.0504
78	0.454	0.235	0.166	0.0505
79	0.454	0.235	0.166	0.0502
80	0.454	0.235	0.166	0.0503
81	0.453	0.235	0.166	0.0503
82	0.453	0.234	0.166	0.0501
83	0.452	0.235	0.166	0.0502
84	0.452	0.235	0.166	0.0502
85	0.453	0.235	0.166	0.0501
86	0.453	0.235	0.166	0.0503
87	0.453	0.235	0.166	0.0503
88	0.454	0.235	0.166	0.0503
89	0.453	0.235	0.166	0.0503
90	0.452	0.235	0.166	0.0502
91	0.453	0.235	0.166	0.0501
92	0.453	0.235	0.165	0.0502
93	0.452	0.235	0.165	0.0501
94	0.452	0.235	0.166	0.0501
95	0.452	0.235	0.165	0.0501
96	0.451	0.235	0.165	0.0501
97	0.452	0.235	0.165	0.0499
98	0.452	0.235	0.165	0.05
99	0.452	0.235	0.165	0.0501
100	0.452	0.236	0.165	0.05
101	0.452	0.236	0.165	0.0501
102	0.451	0.235	0.165	0.05
103	0.452	0.235	0.165	0.05
104	0.451	0.235	0.165	0.05
105	0.451	0.235	0.165	0.05
106	0.452	0.235	0.165	0.05
107	0.451	0.235	0.165	0.05
108	0.451	0.235	0.165	0.05
109	0.452	0.235	0.165	0.0498
110	0.452	0.235	0.165	0.0499
111	0.452	0.235	0.165	0.05
112	0.452	0.235	0.165	0.0499
113	0.452	0.235	0.165	0.0499
114	0.451	0.235	0.165	0.0499
115	0.452	0.235	0.165	0.0499
116	0.452	0.235	0.165	0.0499
117	0.451	0.235	0.165	0.05
118	0.452	0.236	0.165	0.05
119	0.452	0.236	0.165	0.05
120	0.451	0.236	0.165	0.0502
121	0.452	0.236	0.165	0.0501
122	0.452	0.236	0.165	0.05
123	0.451	0.236	0.164	0.0501
124	0.453	0.236	0.165	0.0501
125	0.453	0.236	0.165	0.05
126	0.452	0.236	0.164	0.0501
127	0.453	0.236	0.164	0.0499
128	0.452	0.236	0.164	0.05
129	0.452	0.236	0.164	0.0501
130	0.453	0.236	0.164	0.05
131	0.453	0.236	0.164	0.0499
132	0.452	0.236	0.164	0.0499
133	0.453	0.236	0.164	0.0498
134	0.452	0.236	0.164	0.0497
135	0.452	0.236	0.164	0.0498
136	0.453	0.236	0.164	0.0497
137	0.453	0.236	0.164	0.0499
138	0.451	0.236	0.164	0.05
139	0.453	0.237	0.164	0.05
140	0.453	0.237	0.164	0.0499
141	0.452	0.236	0.164	0.0499
142	0.453	0.236	0.164	0.0499
143	0.453	0.236	0.164	0.0499
144	0.452	0.236	0.164	0.0498
145	0.453	0.237	0.164	0.0499
146	0.452	0.236	0.164	0.0499
147	0.451	0.236	0.164	0.0499
148	0.453	0.236	0.164	0.0498
149	0.452	0.236	0.164	0.0498
150	0.453	0.236	0.164	0.0498
151	0.454	0.236	0.164	0.0498
152	0.453	0.236	0.164	0.0497
153	0.452	0.236	0.164	0.0498
154	0.453	0.236	0.164	0.0498
155	0.453	0.235	0.164	0.0497
156	0.453	0.236	0.164	0.0498
157	0.454	0.236	0.164	0.0496
158	0.453	0.235	0.164	0.0496
159	0.453	0.235	0.164	0.0497
160	0.454	0.235	0.164	0.0496
161	0.453	0.236	0.164	0.0498
162	0.453	0.235	0.164	0.0497
163	0.454	0.235	0.164	0.0496
164	0.453	0.235	0.164	0.0496
165	0.452	0.235	0.164	0.0498
166	0.454	0.235	0.164	0.0495
167	0.452	0.236	0.164	0.0497
168	0.452	0.236	0.164	0.0496
169	0.453	0.235	0.164	0.0495
170	0.452	0.235	0.164	0.0496
171	0.452	0.235	0.164	0.0496
172	0.453	0.235	0.164	0.0495
173	0.452	0.235	0.164	0.0495
174	0.453	0.235	0.164	0.0496
175	0.453	0.236	0.164	0.0496
176	0.452	0.236	0.164	0.0496
177	0.451	0.236	0.164	0.0496
178	0.453	0.236	0.164	0.0495
179	0.453	0.236	0.164	0.0495
180	0.452	0.235	0.164	0.0495
181	0.453	0.236	0.164	0.0495
182	0.452	0.235	0.164	0.0496
183	0.452	0.236	0.164	0.0495
184	0.453	0.235	0.164	0.0494
185	0.453	0.235	0.164	0.0495
186	0.453	0.236	0.164	0.0496
187	0.453	0.235	0.164	0.0495
188	0.453	0.235	0.164	0.0494
189	0.453	0.236	0.164	0.0495
190	0.453	0.235	0.164	0.0494
191	0.454	0.235	0.164	0.0494
192	0.454	0.235	0.164	0.0493
193	0.453	0.235	0.164	0.0494
194	0.453	0.235	0.164	0.0494
195	0.453	0.235	0.164	0.0494
196	0.453	0.235	0.164	0.0494
197	0.454	0.235	0.164	0.0494
198	0.454	0.235	0.164	0.0494
199	0.453	0.235	0.164	0.0494
200	0.454	0.235	0.164	0.0493
201	0.453	0.235	0.164	0.0494
202	0.454	0.236	0.164	0.0494
203	0.454	0.235	0.164	0.0493
204	0.453	0.235	0.164	0.0494
205	0.453	0.236	0.164	0.0494
206	0.454	0.235	0.164	0.0493
207	0.453	0.236	0.164	0.0493
208	0.453	0.235	0.164	0.0493
209	0.454	0.235	0.164	0.0494
210	0.454	0.235	0.164	0.0493
211	0.453	0.235	0.164	0.0493
