Iteration	ValueMean	ValueStddev	DerivMean	DerivStddev
3	0.496	0.269	0.166	0.0635
4	0.486	0.27	0.168	0.0614
5	0.489	0.262	0.169	0.0576
6	0.491	0.258	0.171	0.0554
7	0.494	0.256	0.171	0.0545
8	0.496	0.255	0.171	0.0542
9	0.497	0.255	0.171	0.0539
10	0.498	0.255	0.171	0.0537
11	0.498	0.254	0.171	0.0535
12	0.498	0.253	0.171	0.0531
13	0.498	0.253	0.171	0.053
14	0.498	0.252	0.171	0.0527
15	0.498	0.252	0.171	0.0527
16	0.498	0.252	0.171	0.0526
17	0.498	0.252	0.17	0.0523
18	0.497	0.251	0.171	0.0521
19	0.497	0.25	0.171	0.0521
20	0.497	0.25	0.171	0.0519
21	0.496	0.25	0.17	0.0518
22	0.497	0.249	0.17	0.0518
23	0.497	0.25	0.17	0.0517
24	0.496	0.249	0.17	0.0515
25	0.496	0.249	0.17	0.0513
26	0.496	0.249	0.17	0.0513
27	0.495	0.248	0.17	0.0511
28	0.494	0.249	0.17	0.0512
29	0.494	0.248	0.17	0.051
30	0.494	0.248	0.17	0.0509
31	0.494	0.247	0.17	0.0509
32	0.492	0.247	0.17	0.0509
33	0.492	0.247	0.17	0.0509
34	0.492	0.247	0.169	0.051
35	0.491	0.247	0.169	0.051
36	0.49	0.247	0.169	0.0509
37	0.49	0.247	0.169	0.0509
38	0.49	0.247	0.169	0.0509
39	0.489	0.246	0.169	0.0508
40	0.489	0.246	0.169	0.0507
41	0.488	0.246	0.169	0.0507
42	0.488	0.246	0.169	0.0505
43	0.488	0.246	0.169	0.0507
44	0.487	0.246	0.169	0.0507
45	0.486	0.245	0.169	0.0507
46	0.486	0.245	0.169	0.0506
47	0.485	0.245	0.169	0.0507
48	0.485	0.245	0.169	0.0506
49	0.485	0.244	0.169	0.0504
50	0.485	0.244	0.169	0.0505
51	0.483	0.244	0.169	0.0503
52	0.483	0.244	0.169	0.0503
53	0.482	0.244	0.169	0.0504
54	0.482	0.244	0.169	0.0503
55	0.481	0.244	0.169	0.0504
56	0.481	0.244	0.168	0.0504
57	0.48	0.244	0.168	0.0504
58	0.48	0.243	0.168	0.0504
59	0.479	0.243	0.169	0.0502
60	0.478	0.243	0.169	0.0502
61	0.478	0.243	0.169	0.0502
62	0.477	0.243	0.169	0.0502
63	0.476	0.243	0.169	0.0502
64	0.475	0.243	0.169	0.0501
65	0.475	0.243	0.168	0.0502
66	0.475	0.242	0.169	0.05
67	0.474	0.242	0.168	0.05
68	0.474	0.242	0.168	0.05
69	0.473	0.242	0.168	0.05
70	0.472	0.242	0.168	0.0501
71	0.472	0.242	0.168	0.0501
72	0.472	0.242	0.168	0.0501
73	0.471	0.242	0.168	0.05
74	0.47	0.242	0.168	0.0501
75	0.47	0.242	0.168	0.0499
76	0.469	0.242	0.168	0.05
77	0.469	0.241	0.168	0.0499
78	0.468	0.241	0.168	0.0499
79	0.468	0.241	0.168	0.0499
80	0.467	0.241	0.168	0.0499
81	0.467	0.241	0.168	0.0499
82	0.466	0.241	0.168	0.0498
83	0.466	0.241	0.168	0.0498
84	0.465	0.24	0.168	0.0497
85	0.465	0.24	0.168	0.0497
86	0.464	0.24	0.168	0.0497
87	0.463	0.24	0.168	0.0497
88	0.462	0.24	0.168	0.0498
89	0.462	0.24	0.168	0.0497
90	0.462	0.239	0.168	0.0496
91	0.461	0.239	0.168	0.0496
92	0.461	0.239	0.168	0.0496
93	0.461	0.239	0.168	0.0496
94	0.46	0.239	0.168	0.0497
95	0.459	0.239	0.168	0.0496
96	0.459	0.239	0.168	0.0497
97	0.458	0.239	0.168	0.0497
98	0.458	0.239	0.168	0.0497
99	0.457	0.238	0.168	0.0496
100	0.457	0.239	0.168	0.0497
101	0.456	0.238	0.168	0.0497
102	0.456	0.239	0.168	0.0498
103	0.455	0.238	0.168	0.0498
104	0.454	0.239	0.167	0.0498
105	0.454	0.239	0.167	0.0499
106	0.453	0.238	0.167	0.0498
107	0.453	0.238	0.167	0.0498
108	0.453	0.238	0.167	0.0499
109	0.452	0.238	0.167	0.0498
110	0.452	0.238	0.167	0.0497
111	0.451	0.238	0.167	0.0497
112	0.451	0.237	0.167	0.0497
113	0.45	0.237	0.167	0.0497
114	0.449	0.237	0.167	0.0497
115	0.449	0.237	0.167	0.0496
116	0.449	0.237	0.167	0.0496
117	0.448	0.237	0.167	0.0498
118	0.448	0.237	0.167	0.0498
119	0.447	0.237	0.167	0.0497
120	0.447	0.237	0.167	0.0497
121	0.447	0.236	0.167	0.0496
122	0.446	0.237	0.167	0.0497
123	0.446	0.237	0.167	0.0497
124	0.445	0.237	0.167	0.0498
125	0.445	0.236	0.167	0.0497
126	0.445	0.236	0.167	0.0497
127	0.444	0.236	0.167	0.0498
128	0.444	0.236	0.167	0.0498
129	0.443	0.236	0.167	0.0499
130	0.443	0.236	0.167	0.0499
131	0.442	0.236	0.167	0.0498
132	0.441	0.236	0.167	0.05
133	0.44	0.237	0.166	0.05
134	0.44	0.236	0.166	0.0499
135	0.44	0.237	0.167	0.0499
136	0.439	0.236	0.166	0.0499
137	0.439	0.236	0.166	0.0499
138	0.438	0.236	0.166	0.0501
139	0.438	0.236	0.166	0.05
140	0.438	0.236	0.166	0.05
141	0.437	0.236	0.166	0.05
142	0.437	0.236	0.166	0.0499
143	0.436	0.236	0.166	0.05
144	0.435	0.236	0.166	0.05
145	0.435	0.235	0.166	0.0499
146	0.434	0.236	0.166	0.0499
147	0.435	0.236	0.166	0.05
148	0.434	0.235	0.166	0.05
149	0.433	0.235	0.166	0.0498
150	0.433	0.235	0.166	0.0499
151	0.432	0.235	0.166	0.0499
152	0.432	0.235	0.166	0.0499
153	0.431	0.235	0.166	0.0499
154	0.431	0.235	0.166	0.0498
155	0.43	0.235	0.166	0.0498
156	0.43	0.235	0.166	0.0499
157	0.429	0.235	0.166	0.05
158	0.429	0.234	0.166	0.0499
159	0.429	0.235	0.166	0.0501
160	0.429	0.234	0.166	0.0499
161	0.427	0.235	0.166	0.0499
162	0.427	0.234	0.166	0.0499
163	0.427	0.234	0.166	0.0499
164	0.426	0.234	0.165	0.0499
165	0.426	0.234	0.165	0.0499
166	0.425	0.234	0.165	0.0498
167	0.425	0.234	0.165	0.0498
168	0.425	0.234	0.165	0.0499
169	0.424	0.234	0.165	0.0499
170	0.423	0.235	0.165	0.05
171	0.423	0.234	0.165	0.05
172	0.422	0.234	0.165	0.05
173	0.422	0.234	0.165	0.05
174	0.422	0.234	0.165	0.05
175	0.421	0.234	0.165	0.05
176	0.421	0.234	0.165	0.05
177	0.42	0.234	0.165	0.05
178	0.42	0.234	0.165	0.05
179	0.42	0.234	0.165	0.05
180	0.42	0.234	0.164	0.0501
181	0.419	0.234	0.164	0.0501
182	0.419	0.234	0.164	0.0502
183	0.419	0.234	0.164	0.0502
184	0.419	0.234	0.164	0.0502
185	0.418	0.234	0.164	0.0501
186	0.418	0.234	0.164	0.0501
187	0.417	0.234	0.164	0.0501
188	0.417	0.233	0.164	0.0501
189	0.416	0.234	0.164	0.0502
190	0.416	0.233	0.164	0.0502
191	0.416	0.233	0.164	0.0501
192	0.415	0.233	0.164	0.0502
193	0.415	0.234	0.164	0.0502
194	0.415	0.234	0.164	0.0503
195	0.414	0.234	0.164	0.0502
196	0.414	0.233	0.164	0.0502
197	0.413	0.233	0.164	0.0502
198	0.413	0.233	0.164	0.0502
199	0.413	0.233	0.164	0.0501
200	0.413	0.233	0.163	0.0501
201	0.412	0.233	0.163	0.0502
202	0.412	0.233	0.163	0.0502
203	0.411	0.233	0.163	0.0501
204	0.411	0.233	0.163	0.0502
205	0.411	0.233	0.163	0.0501
206	0.41	0.233	0.163	0.0501
207	0.41	0.233	0.163	0.0503
208	0.41	0.233	0.163	0.0502
209	0.41	0.233	0.163	0.0502
210	0.409	0.233	0.163	0.0503
211	0.409	0.233	0.163	0.0502
212	0.408	0.232	0.163	0.0502
213	0.408	0.232	0.163	0.0503
214	0.408	0.232	0.163	0.0503
215	0.408	0.232	0.163	0.0502
216	0.407	0.233	0.163	0.0503
217	0.407	0.233	0.163	0.0503
218	0.407	0.232	0.163	0.0503
219	0.406	0.232	0.163	0.0504
220	0.406	0.232	0.163	0.0503
221	0.405	0.232	0.162	0.0503
222	0.405	0.232	0.162	0.0504
223	0.405	0.232	0.162	0.0503
224	0.404	0.231	0.162	0.0503
225	0.404	0.232	0.162	0.0504
226	0.404	0.232	0.162	0.0504
227	0.403	0.232	0.162	0.0504
228	0.402	0.232	0.162	0.0505
229	0.403	0.232	0.162	0.0505
230	0.402	0.232	0.162	0.0505
231	0.401	0.232	0.162	0.0505
232	0.402	0.232	0.162	0.0505
233	0.401	0.232	0.162	0.0505
234	0.4	0.232	0.162	0.0506
235	0.401	0.232	0.162	0.0505
236	0.401	0.232	0.162	0.0505
237	0.4	0.232	0.162	0.0506
238	0.399	0.231	0.162	0.0505
239	0.399	0.231	0.162	0.0505
240	0.399	0.231	0.162	0.0506
241	0.399	0.231	0.162	0.0505
242	0.398	0.231	0.161	0.0506
243	0.398	0.231	0.161	0.0507
244	0.398	0.231	0.162	0.0506
245	0.397	0.231	0.161	0.0505
246	0.397	0.231	0.161	0.0506
247	0.397	0.23	0.162	0.0505
248	0.396	0.23	0.161	0.0506
249	0.396	0.231	0.161	0.0506
250	0.396	0.231	0.161	0.0506
251	0.395	0.231	0.161	0.0506
252	0.395	0.231	0.161	0.0507
253	0.395	0.231	0.161	0.0507
254	0.395	0.231	0.161	0.0507
255	0.394	0.23	0.161	0.0505
256	0.394	0.23	0.161	0.0506
257	0.393	0.23	0.161	0.0506
258	0.393	0.23	0.161	0.0507
259	0.393	0.23	0.161	0.0506
260	0.393	0.23	0.161	0.0507
261	0.392	0.23	0.161	0.0507
262	0.392	0.23	0.161	0.0507
263	0.392	0.23	0.161	0.0507
264	0.392	0.23	0.16	0.0508
265	0.392	0.23	0.161	0.0508
266	0.391	0.23	0.16	0.0508
267	0.391	0.23	0.16	0.0509
268	0.391	0.23	0.16	0.0509
269	0.39	0.23	0.16	0.0509
270	0.39	0.23	0.16	0.0511
271	0.39	0.23	0.16	0.051
272	0.389	0.23	0.16	0.0509
