Iteration	ValueMean	ValueStddev	DerivMean	DerivStddev
1	0.00852	0.588	0.629	0.318
2	0.0187	0.548	0.68	0.294
3	0.0186	0.524	0.688	0.273
4	0.0173	0.517	0.691	0.262
5	0.02	0.5	0.701	0.251
6	0.019	0.49	0.708	0.245
7	0.0163	0.488	0.708	0.242
8	0.0149	0.486	0.71	0.241
9	0.0153	0.485	0.711	0.24
10	0.0143	0.484	0.711	0.24
11	0.0124	0.483	0.712	0.239
12	0.012	0.483	0.712	0.24
13	0.0124	0.482	0.713	0.239
14	0.0125	0.48	0.714	0.237
15	0.0127	0.48	0.715	0.237
16	0.0122	0.481	0.714	0.237
17	0.0114	0.482	0.713	0.237
18	0.0103	0.481	0.714	0.237
19	0.00865	0.481	0.714	0.237
20	0.00813	0.481	0.713	0.236
21	0.00797	0.483	0.712	0.238
22	0.008	0.483	0.713	0.238
23	0.008	0.483	0.712	0.238
24	0.00926	0.482	0.714	0.237
25	0.00939	0.483	0.713	0.238
26	0.00959	0.482	0.714	0.237
27	0.00763	0.482	0.714	0.237
28	0.00829	0.482	0.714	0.236
29	0.00789	0.482	0.714	0.237
30	0.00728	0.481	0.715	0.236
31	0.00765	0.481	0.714	0.236
32	0.0077	0.482	0.714	0.236
33	0.00838	0.482	0.714	0.236
34	0.00871	0.481	0.715	0.235
35	0.00825	0.483	0.713	0.237
36	0.0084	0.483	0.713	0.237
37	0.00751	0.482	0.714	0.236
38	0.00754	0.483	0.714	0.237
39	0.00734	0.483	0.714	0.236
40	0.00686	0.483	0.714	0.236
41	0.00689	0.482	0.714	0.236
42	0.00884	0.481	0.715	0.235
43	0.00836	0.481	0.715	0.235
44	0.00722	0.481	0.715	0.235
45	0.00768	0.483	0.714	0.237
46	0.00789	0.483	0.714	0.237
47	0.00795	0.483	0.714	0.237
48	0.00774	0.483	0.714	0.237
49	0.00843	0.483	0.714	0.237
50	0.00845	0.482	0.715	0.236
51	0.00784	0.484	0.713	0.238
52	0.00722	0.484	0.713	0.238
53	0.00779	0.484	0.714	0.238
54	0.00746	0.485	0.713	0.238
55	0.0079	0.484	0.714	0.237
56	0.00763	0.484	0.714	0.237
57	0.00715	0.484	0.714	0.237
58	0.00709	0.484	0.714	0.237
59	0.00733	0.484	0.714	0.237
60	0.00761	0.484	0.715	0.236
61	0.00743	0.484	0.714	0.237
62	0.00671	0.485	0.714	0.237
63	0.00692	0.484	0.715	0.236
64	0.00761	0.483	0.715	0.236
65	0.00783	0.484	0.715	0.236
66	0.00834	0.483	0.716	0.235
67	0.00785	0.483	0.716	0.235
68	0.00734	0.483	0.716	0.235
