Iteration	ValueMean	ValueStddev	DerivMean	DerivStddev
3	0.515	0.268	0.167	0.0671
4	0.483	0.254	0.176	0.0629
5	0.484	0.244	0.177	0.0576
6	0.479	0.237	0.179	0.0549
7	0.479	0.235	0.179	0.0538
8	0.477	0.235	0.179	0.054
9	0.477	0.235	0.179	0.0539
10	0.475	0.234	0.179	0.0535
11	0.474	0.234	0.178	0.0535
12	0.473	0.234	0.178	0.0534
13	0.472	0.235	0.178	0.0534
14	0.471	0.235	0.177	0.0532
15	0.468	0.235	0.178	0.0532
16	0.468	0.235	0.177	0.0531
17	0.468	0.235	0.177	0.0531
18	0.467	0.236	0.177	0.0531
19	0.466	0.236	0.176	0.0531
20	0.465	0.236	0.176	0.053
21	0.464	0.236	0.176	0.0531
22	0.464	0.236	0.176	0.0531
23	0.463	0.236	0.175	0.053
24	0.462	0.236	0.175	0.0529
25	0.462	0.236	0.175	0.0529
26	0.462	0.237	0.175	0.0532
27	0.461	0.237	0.175	0.0532
28	0.461	0.237	0.174	0.0532
29	0.461	0.237	0.174	0.053
30	0.46	0.237	0.174	0.0531
31	0.459	0.236	0.174	0.0531
32	0.458	0.237	0.174	0.0531
33	0.456	0.237	0.174	0.053
34	0.456	0.236	0.174	0.0529
35	0.456	0.237	0.174	0.053
36	0.456	0.237	0.174	0.053
37	0.455	0.237	0.174	0.053
38	0.456	0.237	0.174	0.053
39	0.455	0.236	0.173	0.0529
40	0.455	0.237	0.173	0.0529
41	0.454	0.237	0.173	0.0529
42	0.453	0.236	0.173	0.0528
43	0.452	0.236	0.173	0.0527
44	0.452	0.236	0.173	0.0529
45	0.451	0.237	0.173	0.0529
46	0.451	0.237	0.173	0.0527
47	0.45	0.237	0.173	0.0527
48	0.45	0.237	0.173	0.0527
49	0.45	0.237	0.173	0.0528
50	0.449	0.237	0.172	0.0529
51	0.449	0.237	0.172	0.0529
52	0.449	0.238	0.172	0.0531
53	0.448	0.238	0.172	0.0531
54	0.448	0.238	0.172	0.0531
55	0.448	0.238	0.172	0.0531
56	0.447	0.238	0.172	0.0531
57	0.447	0.238	0.172	0.0529
58	0.447	0.238	0.172	0.053
59	0.447	0.238	0.172	0.0531
60	0.446	0.238	0.172	0.0531
61	0.446	0.238	0.172	0.0531
62	0.445	0.238	0.172	0.053
63	0.445	0.238	0.172	0.0529
64	0.445	0.238	0.171	0.053
65	0.445	0.239	0.171	0.0532
66	0.445	0.239	0.171	0.0531
67	0.444	0.239	0.171	0.0531
68	0.444	0.239	0.171	0.0533
69	0.444	0.239	0.171	0.0532
70	0.444	0.239	0.171	0.0531
71	0.443	0.239	0.171	0.0531
72	0.443	0.24	0.171	0.0532
73	0.442	0.239	0.171	0.0531
74	0.442	0.24	0.17	0.0533
75	0.443	0.24	0.17	0.0534
76	0.442	0.239	0.17	0.0534
77	0.441	0.24	0.17	0.0534
78	0.442	0.24	0.17	0.0535
79	0.441	0.24	0.17	0.0535
80	0.441	0.24	0.17	0.0535
81	0.441	0.24	0.17	0.0534
82	0.44	0.24	0.17	0.0534
83	0.44	0.24	0.17	0.0534
84	0.44	0.24	0.17	0.0534
85	0.439	0.24	0.17	0.0533
86	0.439	0.24	0.17	0.0533
87	0.439	0.24	0.17	0.0533
88	0.438	0.24	0.169	0.0535
89	0.438	0.241	0.169	0.0536
90	0.438	0.241	0.169	0.0537
91	0.438	0.241	0.169	0.0537
92	0.438	0.242	0.169	0.0539
93	0.438	0.242	0.169	0.0539
94	0.437	0.242	0.169	0.0539
95	0.437	0.242	0.169	0.0539
96	0.437	0.242	0.169	0.0541
97	0.437	0.242	0.169	0.054
98	0.437	0.243	0.168	0.0542
99	0.437	0.242	0.168	0.054
100	0.436	0.242	0.168	0.0539
101	0.436	0.242	0.168	0.0539
102	0.437	0.242	0.168	0.0539
103	0.436	0.242	0.168	0.0539
104	0.436	0.243	0.168	0.0541
105	0.436	0.243	0.168	0.054
106	0.435	0.243	0.168	0.054
107	0.435	0.243	0.168	0.054
108	0.435	0.242	0.168	0.054
109	0.435	0.242	0.168	0.054
110	0.436	0.243	0.168	0.0542
111	0.436	0.243	0.168	0.0542
112	0.435	0.243	0.168	0.0542
113	0.435	0.243	0.168	0.0542
114	0.435	0.243	0.168	0.0543
115	0.434	0.243	0.168	0.0542
116	0.434	0.243	0.168	0.0542
117	0.435	0.243	0.168	0.0542
118	0.434	0.243	0.168	0.0542
119	0.434	0.243	0.168	0.0544
120	0.433	0.243	0.168	0.0544
121	0.433	0.243	0.168	0.0542
122	0.432	0.243	0.168	0.0544
123	0.433	0.244	0.167	0.0544
124	0.433	0.244	0.167	0.0543
125	0.432	0.244	0.167	0.0544
126	0.432	0.244	0.167	0.0544
127	0.432	0.244	0.167	0.0544
128	0.432	0.244	0.167	0.0546
129	0.432	0.244	0.167	0.0545
130	0.432	0.244	0.167	0.0544
131	0.431	0.245	0.167	0.0546
132	0.43	0.244	0.167	0.0544
133	0.43	0.244	0.167	0.0544
134	0.43	0.244	0.167	0.0545
135	0.43	0.244	0.167	0.0545
136	0.43	0.244	0.167	0.0545
137	0.43	0.245	0.167	0.0545
138	0.43	0.245	0.167	0.0545
139	0.43	0.245	0.167	0.0545
140	0.43	0.245	0.167	0.0546
141	0.431	0.245	0.167	0.0546
142	0.43	0.245	0.167	0.0546
143	0.43	0.245	0.167	0.0546
144	0.43	0.245	0.167	0.0545
145	0.43	0.245	0.167	0.0546
146	0.43	0.246	0.166	0.0548
147	0.43	0.246	0.167	0.0546
148	0.429	0.246	0.167	0.0546
149	0.429	0.246	0.166	0.0547
150	0.429	0.246	0.167	0.0547
151	0.429	0.246	0.166	0.0547
152	0.429	0.246	0.166	0.0547
153	0.429	0.245	0.167	0.0546
154	0.429	0.245	0.167	0.0545
155	0.429	0.246	0.166	0.0546
156	0.429	0.246	0.167	0.0545
157	0.428	0.245	0.167	0.0544
158	0.428	0.246	0.166	0.0546
159	0.428	0.246	0.166	0.0545
160	0.428	0.246	0.166	0.0545
