키,업종,상호,주소,도로명주소,행정 시,행정 구,행정 동,객실수,비고
BE_LiST20-0546,외국인관광도시민박업,현준게스트하우스,,서울특별시 영등포구 영등포동7가 46-1번지 ,서울특별시,영등포구,영등포동,1,
BE_LiST20-0547,외국인관광도시민박업,어반아트게스트하우스,,서울특별시 영등포구 문래동3가 58-77 2층,서울특별시,영등포구,문래동,3,
BE_LiST20-0548,외국인관광도시민박업,해피하우스홈스테이,,"서울특별시 동작구 장승배기로 26, 105동 1802호 (상도동,아이파크상도동)",서울특별시,동작구,상도2동,3,
BE_LiST20-0549,외국인관광도시민박업,수니홈스테이,,"서울특별시 동작구 상도로53길 8, 316동 404호 (상도동,래미안상도3차아파트)",서울특별시,동작구,상도1동,1,
BE_LiST20-0550,외국인관광도시민박업,HAO HAO,,서울특별시 동작구 동작대로45길 22 (동작동),서울특별시,동작구,사당2동,2,
BE_LiST20-0551,외국인관광도시민박업,e-편한세상,,"서울특별시 동작구 알마타길 37, 103동 903호 (대방동, 대방1차 e-편한세상 A)",서울특별시,동작구,대방동,1,
BE_LiST20-0552,외국인관광도시민박업,그리나하우스 (Grina house),,"서울특별시 동작구 사당로27길 130, 108동 101호 (사당동, 이수역 리가 아파트)",서울특별시,동작구,사당3동,2,
BE_LiST20-0553,외국인관광도시민박업,Peace On House,,"서울특별시 동작구 노량진로28길 16, 101호 (본동)",서울특별시,동작구,노량진1동,2,
BE_LiST20-0554,외국인관광도시민박업,Ordinary People,,"서울특별시 동작구 사당로26가길 5, 202호 (사당동)",서울특별시,동작구,사당1동,1,
BE_LiST20-0555,외국인관광도시민박업,Sadang Mom's House,,"서울특별시 동작구 남부순환로261길 12, C동 302호 (사당동)",서울특별시,동작구,사당1동,2,
BE_LiST20-0556,외국인관광도시민박업,경림(KYUNG RIM),,"서울시 동작구 여의대방로 44길 22, 101-1905",서울특별시,동작구,대방동,2,
BE_LiST20-0557,외국인관광도시민박업,킴스 훼미리 하우스,,동작구 현충로 151 107동 1302호,서울특별시,동작구,사당2동,1,
BE_LiST20-0558,외국인관광도시민박업,서울 길 게스트하우스,,"동작구 매봉로4길 8, 은하수빌라 402호",서울특별시,동작구,상도1동,2,
BE_LiST20-0559,외국인관광도시민박업,아르떼하우스(Aret House),,동작구 장승배기로 24길 19,서울특별시,동작구,노량진1동,2,
BE_LiST20-0560,외국인관광도시민박업,오케이 게스트하우스,,동작구 알마타길 21-18,서울특별시,동작구,대방동,4,
BE_LiST20-0561,외국인관광도시민박업,서울 웤스,,동작구 만양로 20-6(상도동),서울특별시,동작구,상도2동,3,
BE_LiST20-0562,외국인관광도시민박업,코리아게스트하우스,,"서울특별시 관악구 은천로 93, 205동 803호 (봉천동, 벽산블루밍아파트)",서울특별시,관악구,은천동,1,
BE_LiST20-0563,외국인관광도시민박업,그레이스빌,,"서울특별시 관악구 승방길 36, 402호 (남현동, 금호파크빌리지)",서울특별시,관악구,남현동,1,
BE_LiST20-0564,외국인관광도시민박업,아씨방,,"서울특별시 관악구 남부순환로260길 83, 102호 (남현동, 예촌하이츠빌)",서울특별시,관악구,남현동,1,
BE_LiST20-0565,외국인관광도시민박업,신림빌,,"서울특별시 관악구 조원로31길 17, A동 302호 (신림동, 삼성맨션)",서울특별시,관악구,신사동,1,
BE_LiST20-0566,외국인관광도시민박업,엠디,,"서울특별시 관악구 은천로 93, 108동 2505호 (봉천동, 벽산블루밍아파트)",서울특별시,관악구,은천동,1,
BE_LiST20-0567,외국인관광도시민박업,Cozy Lodge,,"서울특별시 관악구 성현로 80, 107동 701호 (봉천동, 관악드림타운아파트)",서울특별시,관악구,성현동,2,
BE_LiST20-0568,외국인관광도시민박업,앨리스 홈스테이,,"서울특별시 관악구 성현로 80, 122동 801호 (봉천동, 관악드림타운아파트)",서울특별시,관악구,성현동,2,
BE_LiST20-0569,외국인관광도시민박업,언덕위에 집,,"서울특별시 관악구 문성로38라길 36, 101동 303호 (신림동, 양지쉐르빌)",서울특별시,관악구,신원동,1,
BE_LiST20-0570,외국인관광도시민박업,Kay's house,,"서울특별시 관악구 관악로11길 57, 201호 (봉천동, 동명빌라)",서울특별시,관악구,청룡동,1,
BE_LiST20-0571,외국인관광도시민박업,서울리스트,,"서울특별시 관악구 승방9길 22, 302호 (남현동, 리더스빌 남현2차)",서울특별시,관악구,남현동,2,
BE_LiST20-0572,외국인관광도시민박업,Warm House,,"서울특별시 관악구 성현로 80, 117동 1302호 (봉천동, 관악드림타운)",서울특별시,관악구,성현동,4,
BE_LiST20-0573,외국인관광도시민박업,굿데이게스트하우스,,"서울특별시 관악구 난곡로 55, 204동 104호 (신림동, 관악산휴먼시아2단지아파트)",서울특별시,관악구,난향동,1,
BE_LiST20-0574,외국인관광도시민박업,유니하우스,,"서울특별시 관악구 성현로 80, 119동 1802호 (봉천동, 관악드림타운)",서울특별시,관악구,성현동,1,
BE_LiST20-0575,외국인관광도시민박업,지호하우스,,"서울특별시 관악구 호암로 399, 302동 102호 (신림동, 삼성산주공아파트)",서울특별시,관악구,삼성동,1,
BE_LiST20-0576,외국인관광도시민박업,Carol's Home,,"서울특별시 관악구 성현로 80, 135동 701호 (봉천동, 관악드림타운아파트)",서울특별시,관악구,성현동,1,
BE_LiST20-0577,외국인관광도시민박업,Kim n Jeong's house,,"서울특별시 관악구 호암로 399, 307동 803호 (신림동, 삼성산주공아파트)",서울특별시,관악구,삼성동,,
BE_LiST20-0578,외국인관광도시민박업,Tanya's house,,"서울특별시 관악구 관악로30길 12, 105동 205호 (봉천동, 우성아파트)",서울특별시,관악구,행운동,,
BE_LiST20-0579,외국인관광도시민박업,Green forest village,,"서울특별시 관악구 남부순환로256다길 38, 5층 501호 (남현동, 그린숲)",서울특별시,관악구,남현동,,
BE_LiST20-0580,외국인관광도시민박업,현대 게스트 하우스,,"서울특별시 관악구 대학20길 27, 102동 7층 707호 (신림동, 현대아파트)",서울특별시,관악구,대학동,,
BE_LiST20-0581,외국인관광도시민박업,Top guest house,,"서울특별시 관악구 서원길 27-12, 3층 (신림동)",서울특별시,관악구,서원동,,
BE_LiST20-0582,외국인관광도시민박업,Song's BNB,,"서울특별시 서초구 남부순환로323길 38-16, 102동 15층 1506호 (서초동, 한신플러스타운)",서울특별시,서초구,서초3동,2,
BE_LiST20-0583,외국인관광도시민박업,SeoulStay,,"서울특별시 서초구 반포대로 122, B동 8층 804호 (서초동, 현대ESA2차아파트)",서울특별시,서초구,서초3동,2,
BE_LiST20-0624,외국인관광도시민박업,케이 스타로드,,"강남구 도산대로89길 49 102동 1504호(청담동, 건영아파트)",서울특별시,강남구,청담동,2,
BE_LiST20-0470,외국인관광도시민박업,스테이 나우,,서울특별시 마포구 동교로 266-8 (연남동),서울특별시,마포구,연남동,7,
BE_LiST20-0471,외국인관광도시민박업,홍대 하우스,,"서울특별시 마포구 독막로12길 13, 나동 202호 (당인동)",서울특별시,마포구,서강동,2,
BE_LiST20-0472,외국인관광도시민박업,10 게스트하우스,,"서울특별시 마포구 새창로 28, 2층 (도화동)",서울특별시,마포구,도화동,3,
BE_LiST20-0473,외국인관광도시민박업,마루 게스트하우스,,"서울특별시 마포구 독막로7길 27, 6층 (서교동)",서울특별시,마포구,서교동,3,
BE_LiST20-0474,외국인관광도시민박업,007 게스트하우스 1,,"서울특별시 마포구 월드컵북로6길 79, 3층 (연남동)",서울특별시,마포구,연남동,3,
BE_LiST20-0475,외국인관광도시민박업,007 게스트하우스 2,,"서울특별시 마포구 월드컵북로6길 79, 4층 (연남동)",서울특별시,마포구,연남동,2,
BE_LiST20-0476,외국인관광도시민박업,조코하우스,,"서울특별시 마포구 성미산로1길 68-30, 401호 (성산동)",서울특별시,마포구,성산1동,4,
BE_LiST20-0477,외국인관광도시민박업,LikeU,,"서울특별시 마포구 와우산로35길 53, 5층 (서교동)",서울특별시,마포구,서교동,3,
BE_LiST20-0478,외국인관광도시민박업,그레이프가든 하우스,,"서울특별시 마포구 와우산로29가길 54-11, 3층 (서교동)",서울특별시,마포구,서교동,7,
BE_LiST20-0479,외국인관광도시민박업,하우스테이 2호점,,서울특별시 마포구 양화로18안길 28-6 (동교동),서울특별시,마포구,서교동,9,
BE_LiST20-0480,외국인관광도시민박업,서울 구경,,"서울특별시 마포구 와우산로29길 20, 4층 (서교동)",서울특별시,마포구,서교동,5,
BE_LiST20-0481,외국인관광도시민박업,Elena's House,,"서울특별시 마포구 동교로27길 80, 2~3층 (연남동)",서울특별시,마포구,연남동,3,
BE_LiST20-0482,외국인관광도시민박업,The win art house,,"서울특별시 마포구 양화로7길 4-13, 4~5층 (서교동)",서울특별시,마포구,서교동,1,
BE_LiST20-0483,외국인관광도시민박업,바로 아토,,서울특별시 마포구 동교로 212-22 (동교동),서울특별시,마포구,서교동,11,
BE_LiST20-0484,외국인관광도시민박업,J&J,,"서울특별시 마포구 월드컵로8길 45-12, 202호 (서교동, 청기와주택)",서울특별시,마포구,서교동,2,
BE_LiST20-0485,외국인관광도시민박업,케이 플러스 와이,,"서울특별시 마포구 와우산로35길 17, 402호 (서교동, 각산타운)",서울특별시,마포구,서교동,1,
BE_LiST20-0486,외국인관광도시민박업,Hongdae 3 room house,,"서울특별시 마포구 홍익로2길 27-20, 2층 (서교동)",서울특별시,마포구,서교동,2,
BE_LiST20-0487,외국인관광도시민박업,리안 게스트하우스,,"서울특별시 마포구 어울마당로 144, 4층 (서교동)",서울특별시,마포구,서교동,5,
BE_LiST20-0488,외국인관광도시민박업,에가호 게스트하우스,,서울특별시 마포구 연남로5길 30-9 (연남동),서울특별시,마포구,연남동,8,
BE_LiST20-0489,외국인관광도시민박업,미소 게스트하우스 2,,"서울특별시 마포구 신촌로2안길 6, 202호 (동교동)",서울특별시,마포구,서교동,1,
BE_LiST20-0490,외국인관광도시민박업,나누 게스트하우스 핑크,,"서울특별시 마포구 양화로23길 4-7, 101호 (동교동)",서울특별시,마포구,서교동,2,
BE_LiST20-0491,외국인관광도시민박업,이화 게스트하우스,,"서울특별시 마포구 와우산로37길 38, 302호 (동교동)",서울특별시,마포구,서교동,2,
BE_LiST20-0492,외국인관광도시민박업,공덕정,,"서울특별시 마포구 새창로 28, 3층 (도화동)",서울특별시,마포구,도화동,3,
BE_LiST20-0493,외국인관광도시민박업,앨리스 게스트하우스,,"서울특별시 마포구 와우산로30길 60, 1~2층 (창전동)",서울특별시,마포구,서강동,3,
BE_LiST20-0494,외국인관광도시민박업,JS Home,,"서울특별시 마포구 신촌로4길 5-7, 202호 (동교동)",서울특별시,마포구,서교동,1,
BE_LiST20-0495,외국인관광도시민박업,내딛고,,"서울특별시 마포구 월드컵로11길 83-8, 201호 (망원동)",서울특별시,마포구,망원1동,1,
BE_LiST20-0496,외국인관광도시민박업,Super 7,,"서울특별시 마포구 동교로23길 61, 5층 (연남동)",서울특별시,마포구,연남동,2,
BE_LiST20-0497,외국인관광도시민박업,하우스테이,,"서울특별시 마포구 어울마당로 136-24, B01호 (서교동)",서울특별시,마포구,서교동,3,
BE_LiST20-0498,외국인관광도시민박업,A Little Nap 2,,"서울특별시 마포구 신촌로2안길 47, 102호 (동교동)",서울특별시,마포구,서교동,2,
BE_LiST20-0499,외국인관광도시민박업,우앤우 하우스,,"서울특별시 마포구 독막로4길 31-5, 301호 (합정동, 대명아트빌)",서울특별시,마포구,합정동,2,
BE_LiST20-0500,외국인관광도시민박업,성린,,"서울특별시 마포구 어울마당로 136-10, 3층 (서교동)",서울특별시,마포구,서교동,2,
BE_LiST20-0501,외국인관광도시민박업,B house,,"서울특별시 마포구 성미산로28길 31, 지층일부~1층 (연남동)",서울특별시,마포구,연남동,5,
BE_LiST20-0502,외국인관광도시민박업,리앤노1게스트하우스,,"서울특별시 마포구 연남로3길 18-9, 3층 (연남동)",서울특별시,마포구,연남동,1,
BE_LiST20-0503,외국인관광도시민박업,리앤노게스트하우스,,"서울특별시 마포구 연남로3길 18-9, 4층 (연남동)",서울특별시,마포구,연남동,1,
BE_LiST20-0504,외국인관광도시민박업,대원 하우스,,서울특별시 양천구 목동 808-5번지 대원칸타빌 아파트 101동 509호,서울특별시,양천구,목1동,1,
BE_LiST20-0505,외국인관광도시민박업,목동 하우스,,서울특별시 양천구 목동 901번지 목동1단지아파트 120동 703호,서울특별시,양천구,목5동,1,
BE_LiST20-0506,외국인관광도시민박업,현대하이페리온,,서울특별시 양천구 목동 916번지 목동현대하이페이온 102동 3807호,서울특별시,양천구,목1동,1,
BE_LiST20-0507,외국인관광도시민박업,The Cosy House,,서울특별시 양천구 목동 901번지 목동신시가지아파트 126동 308호 ,서울특별시,양천구,목5동,1,
BE_LiST20-0508,외국인관광도시민박업,Jay's House,,서울특별시 양천구 목동 646-7번지 ,서울특별시,양천구,목3동,1,
BE_LiST20-0509,외국인관광도시민박업,메종드김,,서울특별시 양천구 목동 318-214번지 ,서울특별시,양천구,목3동,1,
BE_LiST20-0625,외국인관광도시민박업,유끼네,,"강남구 언주로 406, 33동 901호 (역삼동, 개나리아파트)",서울특별시,강남구,역삼2동,2,
BE_LiST20-0626,외국인관광도시민박업,해피하우스,,"강남구 압구정로48길 15, 101동 406호 (신사동, 대원칸타빌아파트)",서울특별시,강남구,압구정동,2,
BE_LiST20-0627,외국인관광도시민박업,24게스트하우스  강남센터,,강남구 봉은사로20길 52(역삼동),서울특별시,강남구,역삼1동,8,
BE_LiST20-0628,외국인관광도시민박업,판다고 게스트하우스,,강남구 논현로153길 20-2(신사동),서울특별시,강남구,신사동,3,
BE_LiST20-0629,외국인관광도시민박업,헬레나 홈스테이,,"강남구 도곡로93길 12,  206동 102호 (대치동, 래미안 대치하이스턴아파트)",서울특별시,강남구,대치2동,2,
BE_LiST20-0630,외국인관광도시민박업,데니스하우스,,"강남구 봉은사로68길 65,  401호(삼성동)",서울특별시,강남구,삼성2동,2,
BE_LiST20-0631,외국인관광도시민박업,제이지 하우스,,"강남구 도산대로15길 21, 202호(신사동)",서울특별시,강남구,신사동,1,
BE_LiST20-0632,외국인관광도시민박업,유스 게스트하우스,,"강남구 봉은사로43길 21-1, 402호(논현동)",서울특별시,강남구,논현2동,1,
BE_LiST20-0633,외국인관광도시민박업,코엑스비앤비하우스,,"강남구 봉은사로109길 53, 나동 203호(삼성동, (아남하이츠빌라)",서울특별시,강남구,삼성1동,3,
BE_LiST20-0634,외국인관광도시민박업,아이니게스트하우스,,"강남구 봉은사로21길 57-16, 301호 (논현동, 태림빌라)",서울특별시,강남구,논현1동,2,
BE_LiST20-0635,외국인관광도시민박업,케이걸 하우스,,"강남구 학동로67길 20, 나동 303호(청담동, 영동 골든빌라)",서울특별시,강남구,청담동,2,
BE_LiST20-0636,외국인관광도시민박업,세일게스트하우스,,"강남구 테헤란로51길 28, 101호(역삼동, 세일빌라)",서울특별시,강남구,역삼1동,5,
BE_LiST20-0637,외국인관광도시민박업,지니스,,"강남구 역삼로 309, 103동 1002호(역삼동,래미안펜타빌(아))",서울특별시,강남구,역삼2동,1,
BE_LiST20-0638,외국인관광도시민박업,하루게스트하우스,,"강남구 테헤란로21길 14, 301호(역삼동)",서울특별시,강남구,역삼1동,2,
BE_LiST20-0639,외국인관광도시민박업,제나스위트,,"강남구 논현로175길 59-4, 4,5층(신사동)",서울특별시,강남구,신사동,6,
BE_LiST20-0640,외국인관광도시민박업,무아게스트하우스,,"강남구 도산대로85길 40, 1층 1호(청담동)",서울특별시,강남구,청담동,1,
BE_LiST20-0641,외국인관광도시민박업,강남스테이힐,,"강남구 테헤란로13길 65, 1,2층(역삼동)",서울특별시,강남구,역삼1동,4,
BE_LiST20-0642,외국인관광도시민박업,해리의 집,,"강남구 일원로 120, 108동 1506호(일원동,샘터마을아파트)",서울특별시,강남구,일원본동,3,
BE_LiST20-0643,외국인관광도시민박업,에프엔하우스,,"강남구 언주로168길 6-7, 1,2층(신사동)",서울특별시,강남구,압구정동,8,
BE_LiST20-0644,외국인관광도시민박업,골드 힐 게스트하우스,,"강남구 강남대로136길 60, 2층(논현동)",서울특별시,강남구,논현1동,6,
BE_LiST20-0645,외국인관광도시민박업,강남 브리즈 힐 게스트하우스,,"강남구 자곡로3길 45, 401동 502호(자곡동,강남브리즈힐아파트)",서울특별시,강남구,세곡동,2,
BE_LiST20-0646,외국인관광도시민박업,가로수길홈스테이,,"강남구 압구정로 18길 14-12,702호(신사동, 우찬아파트)",서울특별시,강남구,신사동,1,
BE_LiST20-0647,외국인관광도시민박업,더 홈 게스트하우스,,"서울시 강남구 테헤란로77길 8, 502호 (삼성동, 삼성우정에쉐르2)",서울특별시,강남구,삼성2동,2,
BE_LiST20-0648,외국인관광도시민박업,화가의 집,,"서울시 강남구 압구정로 79길83-1,라동 102호 (청담동, 우성빌라)",서울특별시,강남구,청담동,2,
BE_LiST20-0649,외국인관광도시민박업,코지룸 인더미들오브강남,,"서울시 강남구 학동로30길 21, 408호 (논현동, 논현베르빌)",서울특별시,강남구,논현2동,3,
BE_LiST20-0650,외국인관광도시민박업,더 자 코엑스,,"강남구 영동대로85길 17, 203호(대치동, 우정 에쉐르 3차 아파트)",서울특별시,강남구,대치2동,4,
BE_LiST20-0651,외국인관광도시민박업,쿨라,,"서울시 강남구 선릉로 148길 15, 5층(청담동)",서울특별시,강남구,청담동,2,
BE_LiST20-0652,외국인관광도시민박업,강남게스트하우스,,"서울시 강남구 강남대로 114길 10, 5층 (논현동)",서울특별시,강남구,논현1동,4,
BE_LiST20-0653,외국인관광도시민박업,퀸빌게스트하우스,,"서울시 강남구 영동대로128길 15, 4동 903호(삼성동, 홍실아파트)",서울특별시,강남구,삼성1동,2,
BE_LiST20-0654,외국인관광도시민박업,홈스테이니어강남코엑스,,"강남구 봉은사로82길 24, 301호 (삼성동, 아셈아파트)",서울특별시,강남구,삼성1동,1,
BE_LiST20-0655,외국인관광도시민박업,멜팅 팟 하우스,,"강남구 논현로 157길 33, 4층 5층(신사동)",서울특별시,강남구,신사동,4,
BE_LiST20-0656,외국인관광도시민박업,이찬규  외국인관광도시민박업,,"서울특별시 송파구 성내천로 87, 101동 508호 (오금동, 우방아파트)",서울특별시,송파구,오금동,1,
BE_LiST20-0657,외국인관광도시민박업,RM Near Gangnam & Samsung Station,,"서울특별시 송파구 올림픽로 99, 128동 1503호 (잠실동, 잠실엘스아파트)",서울특별시,송파구,잠실2동,2,
BE_LiST20-0658,외국인관광도시민박업,러블리 하우스,,"서울특별시 송파구 올림픽로 99, 127동 1101호 (잠실동, 잠실엘스아파트)",서울특별시,송파구,잠실2동,1,
BE_LiST20-0659,외국인관광도시민박업,아름다운 나라,,"서울특별시 송파구 중대로 24, 223동 301호 (문정동, 올림픽훼밀리타운아파트)",서울특별시,송파구,문정2동,2,
BE_LiST20-0660,외국인관광도시민박업,지일이네,,"서울특별시 송파구 중대로 24, 107동 701호 (문정동, 올림픽훼밀리타운아파트)",서울특별시,송파구,문정2동,1,
BE_LiST20-0661,외국인관광도시민박업,Tina`s Homestay,,"서울특별시 송파구 삼학사로19길 7, 5층 (삼전동, 동화빌딩)",서울특별시,송파구,삼전동,1,
BE_LiST20-0468,외국인관광도시민박업,Sunny's East house,,"서울특별시 마포구 동교로38길 26-16, 2층 (연남동)",서울특별시,마포구,연남동,2,
BE_LiST20-0469,외국인관광도시민박업,런드리 피플,,"서울특별시 마포구 새창로 24, 301호 (도화동)",서울특별시,마포구,도화동,2,
BE_LiST20-0584,외국인관광도시민박업,JOY HOME,,"서울특별시 서초구 서초대로65길 13-10, 106동 1604호 (서초동, 서초래미안)",서울특별시,서초구,서초4동,2,
BE_LiST20-0585,외국인관광도시민박업,로얄 홈스테이,,"서울특별시 서초구 남부순환로 2183, 201동 3층 302호 (방배동, 방배래미안타워)",서울특별시,서초구,방배3동,2,
BE_LiST20-0586,외국인관광도시민박업,KOREA SEOUL,,"서울특별시 서초구 남부순환로297길 31, 2층 201호 (방배동, 원일빌라)",서울특별시,서초구,방배3동,2,
BE_LiST20-0587,외국인관광도시민박업,금계,,서울특별시 서초구 마방로 10 (양재동),서울특별시,서초구,양재2동,4,
BE_LiST20-0588,외국인관광도시민박업,더 자 인 강남,,"서울특별시 서초구 서초대로73길 30, 508호 (서초동, 서초성우빌리지)",서울특별시,서초구,서초4동,2,
BE_LiST20-0589,외국인관광도시민박업,수은의집,,"서울특별시 서초구 잠원로 37-48, 209동 101호 (잠원동, 신반포4차아파트)",서울특별시,서초구,반포3동,2,
BE_LiST20-0590,외국인관광도시민박업,PINE TREE 홈스테이,,"서울특별시 서초구 신반포로 270, 101동 1303호 (반포동, 반포자이아파트)",서울특별시,서초구,반포1동,2,
BE_LiST20-0591,외국인관광도시민박업,교대 게스트하우스,,"서울특별시 서초구 사임당로17길 116, 103동 201호 (서초동, 서초삼성래미안)",서울특별시,서초구,서초1동,2,
BE_LiST20-0592,외국인관광도시민박업,강남역 게스트하우스 SJ,,"서울특별시 서초구 강남대로 375, 1202호 (서초동, 서초현대타워아파트)",서울특별시,서초구,서초2동,3,
BE_LiST20-0593,외국인관광도시민박업,COREA,,"서울특별시 서초구 효령로46길 45, 105동 501호 (서초동, 더샾오데움)",서울특별시,서초구,서초3동,2,
BE_LiST20-0594,외국인관광도시민박업,해피강남,,"서울특별시 서초구 강남대로61길 23, 2101호 (서초동, 현대성우주상복합아파트)",서울특별시,서초구,서초4동,2,
BE_LiST20-0595,외국인관광도시민박업,서초그린해피하우스,,"서울특별시 서초구 효령로33길 50, 107동 302호 (방배동, 방배서리풀e-편한세상)",서울특별시,서초구,방배1동,3,
BE_LiST20-0596,외국인관광도시민박업,아울네스트게스트하우스,,"서울특별시 서초구 주흥길 9, 4층 (반포동)",서울특별시,서초구,반포1동,3,
BE_LiST20-0597,외국인관광도시민박업,KW신사,,"서울특별시 서초구 강남대로93길 31-5, 401호 (잠원동)",서울특별시,서초구,잠원동,1,
BE_LiST20-0598,외국인관광도시민박업,오늘 게스트하우스,,서울특별시 서초구 바우뫼로11안길 38-6 (우면동),서울특별시,서초구,양재1동,3,
BE_LiST20-0599,외국인관광도시민박업,홈투홈신사,,서울특별시 서초구 강남대로97길 49-37 (잠원동),서울특별시,서초구,잠원동,2,
BE_LiST20-0600,외국인관광도시민박업,호프홈스테이,,"서울특별시 서초구 사평대로 154, 101동 4층 409호 (반포동)",서울특별시,서초구,반포4동,2,
BE_LiST20-0601,외국인관광도시민박업,소피아하우스,,"서울특별시 서초구 바우뫼로 91, 102동 1103호 (양재동)",서울특별시,서초구,양재1동,2,
BE_LiST20-0602,외국인관광도시민박업,제이하우스,,"서울특별시 서초구 양재대로2길 90, 209동 702호 (우면동)",서울특별시,서초구,양재1동,1,
BE_LiST20-0603,외국인관광도시민박업,신사레지던스 게스트하우스,,"서울특별시 서초구 강남대로101길 39, 3층 (잠원동)",서울특별시,서초구,잠원동,3,
BE_LiST20-0604,외국인관광도시민박업,레나하우스,,"서울특별시 서초구 신반포로 270, 143동 1201호 (반포동)",서울특별시,서초구,반포1동,1,
BE_LiST20-0605,외국인관광도시민박업,초이스,,"서울특별시 서초구 반포대로21길 67, 501동 406호 (서초동)",서울특별시,서초구,서초3동,1,
BE_LiST20-0606,외국인관광도시민박업,로뎀,,서울특별시 서초구 남부순환로297길 45 (방배동),서울특별시,서초구,방배3동,2,
BE_LiST20-0607,외국인관광도시민박업,압구정게스트하우스,,"강남구 압구정로29길 71,   23동 603호(압구정동, 현대아파트)",서울특별시,강남구,압구정동,2,
BE_LiST20-0608,외국인관광도시민박업,민성 게스트하우스,,"강남구 도곡로63길 33, 401호(대치동)",서울특별시,강남구,대치4동,2,
BE_LiST20-0609,외국인관광도시민박업,안 게스트하우스,,"강남구 압구정로34길 33,  22동 102호  (신사동, 현대맨션)",서울특별시,강남구,압구정동,5,
BE_LiST20-0610,외국인관광도시민박업,게스트하우스 더집,,강남구 도산대로19길 47-1(신사동),서울특별시,강남구,신사동,5,
BE_LiST20-0611,외국인관광도시민박업,게스트하우스강남,,"강남구 압구정로34길 33,  22동 202호(신사동, 현대맨션)",서울특별시,강남구,압구정동,4,
BE_LiST20-0612,외국인관광도시민박업,게스트하우스 케이,,강남구 봉은사로4길 31-5(역삼동),서울특별시,강남구,역삼1동,8,
BE_LiST20-0613,외국인관광도시민박업,더 자 가로수,,"강남구 강남대로162길 41-22,  501호(신사동)",서울특별시,강남구,신사동,4,
BE_LiST20-0614,외국인관광도시민박업,래들러,,"강남구 도산대로26길 34-11, 101호(논현동)",서울특별시,강남구,논현1동,1,
BE_LiST20-0615,외국인관광도시민박업,24 게스트하우스 강남,,"강남구 테헤란로43길 19, 4층(역삼동)",서울특별시,강남구,역삼1동,8,
BE_LiST20-0616,외국인관광도시민박업,한강,,"강남구 도산대로89길 49 102동 1805호(청담동, 건영아파트)",서울특별시,강남구,청담동,1,
BE_LiST20-0617,외국인관광도시민박업,선시티 게스트하우스,,"강남구 강남대로146길 7-12, 6층(논현동)",서울특별시,강남구,논현1동,3,
BE_LiST20-0618,외국인관광도시민박업,청담 게스트하우스,,"강남구 도산대로87길 16, 1층(청담동)",서울특별시,강남구,청담동,5,
BE_LiST20-0619,외국인관광도시민박업,빅 존스 플레이스,,"강남구 강남대로110길 31-1, 1,2층(역삼동)",서울특별시,강남구,역삼1동,6,
BE_LiST20-0620,외국인관광도시민박업,올웨이즈 라이크 홈,,"강남구 논현로149길 13-7, 301호(논현동)",서울특별시,강남구,논현1동,3,
BE_LiST20-0621,외국인관광도시민박업,미성 게스트하우스,,"강남구 압구정로 113, 27동 402호 (압구정동, 미성아파트)",서울특별시,강남구,신사동,1,
BE_LiST20-0622,외국인관광도시민박업,피스 게스트하우스,,"강남구 논현로157길 13, 4층(신사동)",서울특별시,강남구,신사동,3,
BE_LiST20-0623,외국인관광도시민박업,24게스트하우스 가로수길점,,"강남구 도산대로13길 31-5, 2층, 3층(신사동)",서울특별시,강남구,신사동,14,
BE_LiST20-0510,외국인관광도시민박업,O.K. House,,서울특별시 양천구 목동 925번지 목동신시가지아파트7단지 721동 1402호,서울특별시,양천구,목1동,1,
BE_LiST20-0511,외국인관광도시민박업,Seoul 910,,서울특별시 양천구 목동 513-22번지 서영빌라 601호,서울특별시,양천구,목2동,1,
BE_LiST20-0512,외국인관광도시민박업,꿈을 이루는 집,,서울특별시 양천구 신월동 416-1번지 보람아파트 102동 701호,서울특별시,양천구,신월4동,1,
BE_LiST20-0513,외국인관광도시민박업,스위트홈,,서울특별시 양천구 신정동 328번지 목동신시가지아파트 1324동 102호,서울특별시,양천구,신정6동,1,
BE_LiST20-0514,외국인관광도시민박업,진 아트하우스(Jin's Art House),,서울특별시 양천구 신정동 1314번지 양천중앙하이츠아파트 103동 704호,서울특별시,양천구,신정7동,1,
BE_LiST20-0515,외국인관광도시민박업,더브러,,서울특별시 양천구 신정동 1297번지 길훈로즈빌 1201호,서울특별시,양천구,신정2동,1,
BE_LiST20-0516,외국인관광도시민박업,더그레이스(The Grace),,서울특별시 양천구 신정동 1310번지 ,서울특별시,양천구,신정3동,1,
BE_LiST20-0517,외국인관광도시민박업,미소,,서울특별시 양천구 목동 925번지 목동신시가지아파트 704동 203호,서울특별시,양천구,목1동,1,
BE_LiST20-0518,외국인관광도시민박업,로뎀하우스,,서울특별시 강서구 강서로45다길 25(화곡동 1012-2) ,서울특별시,강서구,화곡3동,2,
BE_LiST20-0519,외국인관광도시민박업,아리아하우스,,"서울특별시 강서구 방화대로37길 26, 102동 1101호(방화동, 방화현대@)[방화동 793]",서울특별시,강서구,방화1동,2,
BE_LiST20-0520,외국인관광도시민박업,다솜하우스,,"서울특별시 강서구 공항대로39길 100, 대림@ 102동 401호(등촌동 694)",서울특별시,강서구,등촌3동,1,
