호선,역,인구,가구,주택,사업체수,교육시설,공공기관,금융시설,의료시설,대중교통,방범/방재,백화점/중대형마트,편의점,극장/영화관,도서관/박물관
6,봉화산,9119,3253,2980,540,7,7,4,32,26,2,1,6,0,0
6,화랑대,10304,3526,2914,399,6,2,3,31,13,1,0,8,0,1
6,태릉입구,10865,4756,3471,1108,3,2,13,38,22,1,0,14,0,0
6,석계,14551,5810,4270,1048,1,3,5,55,19,0,0,8,1,1
6,돌곶이,13904,5533,3418,1175,4,4,8,42,9,1,0,11,0,0
6,상월곡,12105,5036,3140,671,1,3,3,23,10,1,0,9,0,1
6,월곡,11864,4923,3427,931,3,3,6,52,12,1,1,7,0,0
6,고려대,12114,4959,3200,638,17,3,2,14,19,1,0,17,0,0
6,안암,7908,3787,1374,940,20,1,8,29,14,0,0,24,0,0
6,보문,12877,6289,3267,772,7,2,5,31,9,1,0,6,0,0
6,창신,13906,5358,4011,567,9,4,3,29,17,0,0,7,0,1
6,동묘앞,10625,5274,3634,3437,6,4,36,67,16,1,0,19,0,1
6,신당,11836,5779,3764,14447,8,11,47,86,15,8,0,30,2,2
6,청구,11508,4996,2937,1767,4,2,7,48,5,0,0,13,0,2
6,약수,10538,4512,3211,1594,3,5,14,74,13,2,0,15,0,0
6,버티고개,12092,4834,4480,437,5,0,4,17,11,0,0,3,0,1
6,한강진,3226,1671,1267,712,3,1,17,23,16,0,0,9,1,3
6,이태원,5819,3059,1834,1766,1,3,29,25,18,2,0,17,0,2
6,녹사평,4042,1969,1409,1172,1,5,21,16,13,0,0,9,0,0
6,삼각지,5967,3178,2833,3804,1,13,44,43,27,1,1,18,1,2
6,효창공원,12980,5318,3642,1237,3,2,7,57,19,1,0,10,0,1
6,공덕,8759,3984,3741,3076,5,13,101,136,28,3,1,22,0,0
6,대흥,13366,5533,3700,1351,21,6,13,35,20,2,0,14,1,0
6,광흥창,12766,5360,4282,839,1,5,10,46,20,2,0,11,0,1
6,상수,10728,53070,3728,2550,7,1,9,31,19,0,0,33,6,3
6,합정,8835,4185,3191,2574,2,4,47,56,13,3,1,29,5,0
6,망원,16747,7738,5450,1714,1,4,18,88,18,1,0,21,0,0
6,마포구청,13916,6252,5486,1136,2,6,2,34,15,1,1,14,2,2
6,월드컵경기장,6597,2503,2512,352,1,2,3,17,12,0,1,4,1,1
6,디지털미디어시티,7745,2964,2434,1183,0,6,19,32,25,1,0,23,2,1
6,증신,14287,5583,4343,800,2,5,6,46,12,2,0,12,0,1
6,새절,11526,4939,3144,937,4,2,4,48,17,0,0,9,0,0
6,응암,18256,7534,6086,948,5,3,7,45,12,1,1,13,1,1
6,역촌,15871,6436,4720,779,1,1,2,49,15,1,0,10,0,0
6,불광,12153,5824,4440,1824,1,6,34,110,21,2,1,11,2,0
6,독바위,11554,4461,3953,237,5,1,0,15,6,1,0,4,0,2
6,연신내,13019,6249,3863,21258,3,3,55,123,18,1,0,22,2,0
6,구산,17147,6876,5088,1062,7,0,10,64,15,0,0,10,0,1
