호선,역,인구,가구,주택,사업체수,교육시설,공공기관,금융시설,의료시설,대중교통,방범/방재,백화점/중대형마트,편의점,극장/영화관,도서관/박물관
4,당고개,13718,5715,4308,645,5,1,2,28,6,1,0,6,0,0
4,상계,19085,7202,5615,1412,3,1,13,80,10,0,0,12,0,2
4,노원(4),12095,4864,4271,2461,0,5,90,193,24,0,0,23,0,0
4,창동,10960,2067,3882,1418,3,7,39,84,16,0,2,17,0,0
4,쌍문,15442,7117,4070,1313,3,0,10,73,19,0,0,14,0,0
4,수유,13359,6887,3589,2377,0,7,122,113,28,1,0,39,0,0
4,미아,12852,5407,3009,1413,6,9,28,59,21,3,0,12,0,2
4,미아사거리,10155,4862,2257,1442,3,3,15,66,20,2,2,11,1,0
4,길음,13457,5246,2796,942,2,2,10,50,18,1,0,4,0,0
4,성신여대입구,9741,5122,3211,2083,2,6,26,109,18,2,0,15,2,0
4,한성대입구,11852,5499,2980,1188,9,4,12,60,29,2,0,16,3,2
4,혜화,7011,3434,1898,1664,9,7,16,41,23,1,0,15,55,8
4,동대문(4),7802,3836,2467,23756,6,14,86,138,33,6,0,34,4,1
4,동대문역사문화공원(4),4602,2440,1841,16856,4,11,101,53,24,6,0,24,4,0
4,충무로(4),3343,1927,1259,9077,3,9,122,60,13,4,0,37,5,0
4,명동,2795,1308,827,7186,11,14,319,145,23,5,0,53,10,0
4,회현,8153,2056,1600,11434,0,8,229,79,34,3,5,31,1,0
4,서울역(4),5119,2980,2147,1582,0,4,93,50,24,2,0,27,1,0
4,숙대입구 ,7355,3851,2068,1786,5,4,33,50,23,1,0,24,0,1
4,삼각지(4),5967,3178,2833,3804,1,13,44,43,27,1,1,18,1,2
4,신용산,3456,1866,1607,3594,1,14,41,39,26,3,3,16,2,1
4,이촌,9194,3435,3495,792,4,9,15,34,20,1,0,10,0,2
4,동작,2831,897,889,94,0,0,0,1,6,0,0,2,0,0
4,총신대입구,13862,6018,4108,2116,2,2,59,158,19,0,1,21,2,2
4,사당,9542,4754,3028,2065,3,4,79,73,21,0,0,30,0,0
4,남태령,2737,1088,681,142,1,0,0,8,9,0,0,3,0,0
