Ç×¸ñ,Áý°è±¸¹øÈ£,¼øÀ§,°ª,ºñÀ²(%)
Á¤¸ª4µ¿_1,1108065020102,1,278,3.2
Á¤¸ª4µ¿_2,1108065010201,2,264,3
Á¤¸ª4µ¿_3,1108065010501,3,243,2.8
Á¤¸ª4µ¿_4,1108065020012,4,223,2.5
Á¤¸ª4µ¿_5,1108065010404,5,215,2.5
Á¤¸ª4µ¿_6,1108065010403,6,208,2.4
Á¤¸ª4µ¿_7,1108065020201,7,200,2.3
Á¤¸ª4µ¿_8,1108065010911,8,200,2.3
Á¤¸ª4µ¿_9,1108065010103,9,200,2.3
Á¤¸ª4µ¿_10,1108065020203,10,197,2.2
Á¤¸ª4µ¿_11,1108065020204,11,192,2.2
Á¤¸ª4µ¿_12,1108065010009,12,192,2.2
Á¤¸ª4µ¿_13,1108065020005,13,190,2.2
Á¤¸ª4µ¿_14,1108065010401,14,188,2.1
Á¤¸ª4µ¿_15,1108065010906,15,188,2.1
Á¤¸ª4µ¿_16,1108065010402,16,180,2.1
Á¤¸ª4µ¿_17,1108065010901,17,176,2
Á¤¸ª4µ¿_18,1108065020103,18,176,2
Á¤¸ª4µ¿_19,1108065010909,19,171,2
Á¤¸ª4µ¿_20,1108065020018,20,170,1.9
Á¤¸ª4µ¿_21,1108065010003,21,166,1.9
Á¤¸ª4µ¿_22,1108065010101,22,166,1.9
Á¤¸ª4µ¿_23,1108065020009,23,163,1.9
Á¤¸ª4µ¿_24,1108065010005,24,158,1.8
Á¤¸ª4µ¿_25,1108065010006,25,156,1.8
Á¤¸ª4µ¿_26,1108065010903,26,156,1.8
Á¤¸ª4µ¿_27,1108065010102,27,156,1.8
Á¤¸ª4µ¿_28,1108065010001,28,156,1.8
Á¤¸ª4µ¿_29,1108065010910,29,152,1.7
Á¤¸ª4µ¿_30,1108065020017,30,152,1.7
Á¤¸ª4µ¿_31,1108065020202,31,149,1.7
Á¤¸ª4µ¿_32,1108065010008,32,148,1.7
Á¤¸ª4µ¿_33,1108065020004,33,147,1.7
Á¤¸ª4µ¿_34,1108065020101,34,146,1.7
Á¤¸ª4µ¿_35,1108065010907,35,146,1.7
Á¤¸ª4µ¿_36,1108065010004,36,145,1.7
Á¤¸ª4µ¿_37,1108065020006,37,145,1.7
Á¤¸ª4µ¿_38,1108065010007,38,140,1.6
Á¤¸ª4µ¿_39,1108065010908,39,140,1.6
Á¤¸ª4µ¿_40,1108065010905,40,136,1.6
Á¤¸ª4µ¿_41,1108065020010,41,136,1.6
Á¤¸ª4µ¿_42,1108065020016,42,134,1.5
Á¤¸ª4µ¿_43,1108065020011,43,132,1.5
Á¤¸ª4µ¿_44,1108065020014,44,127,1.4
Á¤¸ª4µ¿_45,1108065010301,45,127,1.4
Á¤¸ª4µ¿_46,1108065010902,46,120,1.4
Á¤¸ª4µ¿_47,1108065020002,47,120,1.4
Á¤¸ª4µ¿_48,1108065010904,48,118,1.3
Á¤¸ª4µ¿_49,1108065020003,49,115,1.3
Á¤¸ª4µ¿_50,1108065020008,50,112,1.3
Á¤¸ª4µ¿_51,1108065020013,51,107,1.2
Á¤¸ª4µ¿_52,1108065010002,52,104,1.2
Á¤¸ª4µ¿_53,1108065020007,53,96,1.1
Á¤¸ª4µ¿_54,1108065020015,54,78,0.9
Á¤¸ª4µ¿_55,1108065020001,55,68,0.8
